title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Двустаен апартамент, 50 м2",99 990EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/dvustaen/6095183/?sid=gFM8jD&page=1,продава Двустаен апартамент, 50 м2,Dekris,Етаж: 0 от 6,Цена на /м2/:2 000EUR,"С ключ сме!Голямо помещение КОЕТО МОЖЕ ДА СЕ ОФОРМИ КАТО ДНЕВНА с бокс и една спалня.Има Акт16.Пода е на теракот , стени латекс . В близост до бул.Г.М.Димитров,зад Търговска лига.  Височина на...",True,1,2025-07-18 06:02:50.779367,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 89 м2",247 041EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/dvustaen/6032718/?sid=gFM8jD&page=1,продава Двустаен апартамент, 89 м2,Luximmo Finest Estates,Етаж:  от 15,Цена на /м2/:2 776EUR,"Ексклузивно представяме за продажба двустаен апартамент №4.28 в сграда S-Tower - нов проект с отличителен дизайн, висок клас на изпълнение, комуникативна локация и отлична възможност за инвестиция....",True,12,2025-07-18 06:02:50.779955,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 78 м2",249 600EUR,"София, Редута",https://www.imoti.net/bg/obiava/prodava/sofia/reduta/dvustaen/6098647/?sid=gFM8jD&page=1,продава Двустаен апартамент, 78 м2,ДОМИНО Риъл Естейт,Етаж: 6 от 6,Цена на /м2/:3 200EUR,"Панорамен, обзаведен, двустаен апартамент. Намира се в непосредствена близост до ул. Велчо Атанасов и ул. Атанас Узунов. В близост има детска градина, училище, читалище, парк, хипермаркет, голям...",True,12,2025-07-18 06:02:50.780404,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 88 м2",310 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/tristaen/6034982/?sid=gFM8jD&page=1,продава Тристаен апартамент, 88 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 7,Цена на /м2/:3 523EUR,"Тристаен апартамент състоящ се от хол, кухня, коридор, две спални, баня, тоалетна, тераса и мазе. Жилището има външна изолация, ПВЦ дограма, външна ролетна щора на едната спалня. Жилището е...",True,6,2025-07-18 06:02:50.780845,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 125 м2",327 132EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/suha-reka/tristaen/5829598/?sid=gFM8jD&page=1,продава Тристаен апартамент, 125 м2,Luximmo Finest Estates,Етаж:  от 10,Цена на /м2/:2 617EUR,"Представяме тристаен апартамент в чисто нова бутикова сграда с отлична локация в кв. „Сухата река“. В непосредствена близост се намира метростанция „Хаджи Димитър“, а популярният парк „Заимов“,...",True,5,2025-07-18 06:02:50.781349,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 130 м2",344 644EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/5805229/?sid=gFM8jD&page=1,продава Тристаен апартамент, 130 м2,Luximmo Finest Estates,Етаж:  от 15,Цена на /м2/:2 651EUR,"Ексклузивно представяме за продажба тристаен апартамент в сграда S-Tower - нов проект с отличителен дизайн, висок клас на изпълнение, комуникативна локация и отлична възможност за инвестиция....",True,12,2025-07-18 06:02:50.781828,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 86 м2",350 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6042651/?sid=gFM8jD&page=1,продава Тристаен апартамент, 86 м2,АДРЕС Недвижими имоти АД,Етаж: 3 от 5,Цена на /м2/:4 070EUR,"Просторен тристаен апартамент, състоящ се от хол с бокс, две спални, две бани и слънчева тераса към вътрешен двор в желания квартал Оборище. Тристайният апартамент е след основен ремонт, сменени...",True,17,2025-07-18 06:02:50.782260,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 120 м2",389 000EUR,"София, Изгрев",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-izgrev/tristaen/6096863/?sid=gFM8jD&page=1,продава Тристаен апартамент, 120 м2,Джей и Джей Корпорейшън,Етаж: 4 от 4,Цена на /м2/:3 242EUR,"Предлагаме на Вашето внимание тристаен апартамент, който лесно може да се направи на четиристаен. Жилището се намира в един от най-престижните и предпочитани квартали в гр. София- кв. Изгрев, на...",True,18,2025-07-18 06:02:50.782686,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 152 м2",396 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6013994/?sid=gFM8jD&page=1,продава Тристаен апартамент, 152 м2,АДРЕС Недвижими имоти АД,Етаж: 5 от 6,Цена на /м2/:2 605EUR,"Тристаен апартамент в Оборище, на две нива с обща застроена площ 152,60 кв.м., състоящ се на първо ниво от дневна, трапезария, коридор, кухня, тераса и баня, при обща площ на това първо ниво...",True,14,2025-07-18 06:02:50.783121,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Четиристаен апартамент, 168 м2",635 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/chetiristaen/6098112/?sid=gFM8jD&page=1,продава Четиристаен апартамент, 168 м2,First Estates,Етаж: 2 от 5,Цена на /м2/:3 780EUR,"Фърст естейтс има удоволствието да Ви представи ексклузивно този просторен апартамент в престижния квартал Изток. Перфектно проектиран за съвременно живеене, този имот предлага комбинация от...",True,16,2025-07-18 06:02:50.783577,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Многостаен апартамент, 191 м2",653 148EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/mnogostaen/6006570/?sid=gFM8jD&page=1,продава Многостаен апартамент, 191 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 14,Цена на /м2/:3 420EUR,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение...",True,18,2025-07-18 06:02:50.783990,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 58 м2",100 148EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6096692/?sid=gFM8jD&page=1,продава Двустаен апартамент, 58 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 5,Цена на /м2/:1 727EUR,"Двустайно жилище състоящо се от: антре, дневна с кухненски бокс, спралня, баня с тоалетна и тераса. Към жилището има прилежащо мазе.Има възможност за закупуване на паркомясто.",False,5,2025-07-18 06:02:50.784452,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 46 м2",100 148EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6095588/?sid=gFM8jD&page=1,продава Двустаен апартамент, 46 м2,Имотека,Етаж: 4 от 5,Цена на /м2/:2 177EUR,Предлагаме за продажба пред АКТ 14двустайно ателие номер 1Разпределение:▪ входно антре▪  дневна с кухненски бокс▪ самостоятелна спалня,False,2,2025-07-18 06:02:50.784917,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 62 м2",106 185EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6096691/?sid=gFM8jD&page=1,продава Двустаен апартамент, 62 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 5,Цена на /м2/:1 713EUR,"Двустайно жилище състоящо се от: антре, дневна с кухненски бокс, спралня, баня с тоалетна и тераса. Към жилището има прилежащо мазе.Има възможност за закупуване на паркомясто.",False,5,2025-07-18 06:02:50.785485,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 49 м2",106 185EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6095587/?sid=gFM8jD&page=1,продава Двустаен апартамент, 49 м2,Имотека,Етаж: 4 от 5,Цена на /м2/:2 167EUR,Предлагаме за продажба пред АКТ 14двустаен апартамент №2Разпределение:▪ входно антре▪ просторна дневна с кухненски бокс▪ самостоятелна спалня...,False,2,2025-07-18 06:02:50.785958,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 55 м2",110 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/6022943/?sid=gFM8jD&page=1,продава Двустаен апартамент, 55 м2,Титан пропъртис продажби,Етаж: 1 от 4,Цена на /м2/:2 000EUR,"Титан Пропъртис - офис Черни връх има удоволствието да Ви представи двустаен апартамент в Оборище. Мястото е комуникативно , в близост е до метростанция Театрална, спирки на градски транспорт,...",False,7,2025-07-18 06:02:50.786417,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 59 м2",112 462EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6096693/?sid=gFM8jD&page=1,продава Двустаен апартамент, 59 м2,АДРЕС Недвижими имоти АД,Етаж: 2 от 5,Цена на /м2/:1 906EUR,"Двустаен апартамент състоящ се от: антре, дневна с кухненски бокс, спралня, баня с тоалетна и тераса. Към жилището има прилежащо мазе.Има възможност за закупуване на паркомясто.",False,5,2025-07-18 06:02:50.786871,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 47 м2",113 650EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6095589/?sid=gFM8jD&page=1,продава Двустаен апартамент, 47 м2,Имотека,Етаж: 2 от 5,Цена на /м2/:2 418EUR,"Предлагаме за продажба пред АКТ 14двустаен апартамент №1,разположен на втори етаж в модерна сграда ново строителствоРазпределение:▪ входно антре",False,2,2025-07-18 06:02:50.787354,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Тристаен апартамент, 84 м2",125 000EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/tristaen/5675521/?sid=gFM8jD&page=1,продава Тристаен апартамент, 84 м2,Явлена Изток,Етаж: 6 от 8,Цена на /м2/:1 488EUR,"Явлена-Изток продава 3-стаен апартамент 84 кв.м. в ж.к. Сухата река. Състоящ се от: дневна, две спални, кухня, баня, тоалетна, мокро помещение, гардеробно и две тераси. Сградата е панел от 1974г....",False,12,2025-07-18 06:02:50.787789,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
"продава Двустаен апартамент, 47 м2",125 000EUR,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6044312/?sid=gFM8jD&page=1,продава Двустаен апартамент, 47 м2,Юпитер-8,Етаж: 1 от 9,Цена на /м2/:2 660EUR,"Нов среден южен партерен имот със статут офис. Сграда с Акт 16 от 2024 г.ТЕЦ.Топ - локация в широк център, непосредствено до ул. Черковна. Сградата е на 200 метра от метростанция, 1040 м....",False,6,2025-07-18 06:02:50.788264,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,385
