title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Двустаен апартамент, 47 м2",115 000€224 920BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6044312/?sid=gFM8jD&page=1,продава Двустаен апартамент, 47 м2,Юпитер-8,Етаж: 1 от 9,Цена на /м2/:2 447EUR/4 785.54BGN,"Нов среден южен партерен имот със статут офис. Сграда с Акт 16 от 2024 г.ТЕЦ.Топ - локация в широк център, непосредствено до ул. Черковна. Сградата е на 200 метра от метростанция, 1040 м....",True,6,2025-11-14 06:02:56.867415,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Тристаен апартамент, 82 м2",175 000€342 270BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/tristaen/6155647/?sid=gFM8jD&page=1,продава Тристаен апартамент, 82 м2,ДАМОКЛИС,Етаж: 3 от 4,Цена на /м2/:2 134EUR/4 174.03BGN,"Тристаен апартамент в кв. Сухата Река, на трети етаж в тухлена сграда .Изложение: Юг/Север, което осигурява добро ослънчаване през целия ден.Разпределение на помещенията: хол, две...",True,4,2025-11-14 06:02:56.867929,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Двустаен апартамент, 70 м2",210 000€410 724BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/6157782/?sid=gFM8jD&page=1,продава Двустаен апартамент, 70 м2,ДОМИНО Риъл Естейт,Етаж: 4 от 8,Цена на /м2/:3 000EUR/5 867.49BGN,"Топъл, вътрешен, двустаен апартамент с отделна кухня. Намира се на ул. Богдан, близо до ул. Оборище, ул. Черковна и Сердика център. В близост има детска градина, училище, здравно заведение....",True,16,2025-11-14 06:02:56.868418,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Тристаен апартамент, 89 м2",215 000€420 503BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6129179/?sid=gFM8jD&page=1,продава Тристаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,27,2025-11-14 06:02:56.868873,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Мезонет, 86 м2",215 000€420 503BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/mezonet/6129180/?sid=gFM8jD&page=1,продава Мезонет, 86 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 500EUR/4 889.58BGN,"Нов панорамен тристаен мезонет до пл. Родина , ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само на 1 км. от пам. Левски, 600 м. от парка...",True,30,2025-11-14 06:02:56.869303,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Двустаен апартамент, 89 м2",215 000€420 503BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/6129182/?sid=gFM8jD&page=1,продава Двустаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,30,2025-11-14 06:02:56.869743,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Двустаен апартамент, 86 м2",215 000€420 503BGN,"София, Подуене",https://www.imoti.net/bg/obiava/prodava/sofia/poduene/dvustaen/6129183/?sid=gFM8jD&page=1,продава Двустаен апартамент, 86 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 500EUR/4 889.58BGN,"Нов панорамен тристаен мезонет до пл. Родина , ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само на 1 км. от пам. Левски, 600 м. от парка...",True,41,2025-11-14 06:02:56.870172,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Двустаен апартамент, 89 м2",215 000€420 503BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6133317/?sid=gFM8jD&page=1,продава Двустаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен мезонет с две сполни до пл. Родина , ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само на 1 км. от пам. Левски, 600 м. от...",True,29,2025-11-14 06:02:56.870617,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Мезонет, 89 м2",215 000€420 503BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/mezonet/6129874/?sid=gFM8jD&page=1,продава Мезонет, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина , ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само на 1 км. от пам. Левски, 600 м. от парка...",True,35,2025-11-14 06:02:56.871049,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Тристаен апартамент, 89 м2",215 000€420 503BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/tristaen/6158309/?sid=gFM8jD&page=1,продава Тристаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,30,2025-11-14 06:02:56.871479,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
"продава Тристаен апартамент, 89 м2",215 000€420 503BGN,"София, Подуене",https://www.imoti.net/bg/obiava/prodava/sofia/poduene/tristaen/6158311/?sid=gFM8jD&page=1,продава Тристаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,32,2025-11-14 06:02:56.871914,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,452
