title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Тристаен апартамент, 82 м2",169 000€330 535BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/tristaen/6155647/?sid=gFM8jD&page=1,продава Тристаен апартамент, 82 м2,ДАМОКЛИС,Етаж: 3 от 4,Цена на /м2/:2 061EUR/4 030.92BGN,"Тристаен апартамент в кв. Сухата Река, на трети етаж в тухлена сграда .Изложение: Юг/Север, което осигурява добро ослънчаване през целия ден.Разпределение на помещенията: хол, две...",True,4,2025-12-19 06:03:03.177481,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 89 м2",215 000€420 503BGN,"София, Подуене",https://www.imoti.net/bg/obiava/prodava/sofia/poduene/tristaen/6125730/?sid=gFM8jD&page=1,продава Тристаен апартамент, 89 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 416EUR/4 724.76BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,36,2025-12-19 06:03:03.178019,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 90 м2",215 000€420 503BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/tristaen/6112167/?sid=gFM8jD&page=1,продава Тристаен апартамент, 90 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 389EUR/4 672.26BGN,"Нов панорамен тристаен мезонет до пл. Родина в сграда с Акт 16 от 2022 г. Намира се до ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ. Топ- локация в широк център само...",True,33,2025-12-19 06:03:03.178472,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Двустаен апартамент, 79 м2",252 672€494 183BGN,"София, Редута",https://www.imoti.net/bg/obiava/prodava/sofia/reduta/dvustaen/6136726/?sid=gFM8jD&page=1,продава Двустаен апартамент, 79 м2,First Estates,Етаж: 5 от 6,Цена на /м2/:3 198EUR/6 255.49BGN,"Компания за недвижими имоти „First Estates“ предлага двустаен имот с просторни помещения, разположен в жилищна сграда от 2017 г. на ул. „Велчо Атанасов“, в кв. Редута.Жилището е със...",True,10,2025-12-19 06:03:03.178939,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Двустаен апартамент, 61 м2",254 900€498 541BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5958487/?sid=gFM8jD&page=1,продава Двустаен апартамент, 61 м2,First Estates,Етаж: 0 от 2,Цена на /м2/:4 179EUR/8 172.80BGN,Фърст Естейтс има удоволствието да Ви представи отлично завършен луксозент двустаен апартамент в Голф Резорт в сърцето на Европа.Имотът има размера и създава усещането на луксозен...,True,10,2025-12-19 06:03:03.179515,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 90 м2",270 000€528 074BGN,"София, Изгрев",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-izgrev/tristaen/6119184/?sid=gFM8jD&page=1,продава Тристаен апартамент, 90 м2,Революшън Естейт България,Етаж: 1 от 16,Цена на /м2/:3 000EUR/5 867.49BGN,САМО СЕГА! Коледна оферта от Революшън Естейт. Цената на имота до 31.12.2025 г. е 270 000 EUR.Референтен номер: 2097000Революшън Естейт представя Тристаен апартамент...,True,12,2025-12-19 06:03:03.179993,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 140 м2",280 000€547 632BGN,"София, Редута",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/reduta/tristaen/6088967/?sid=gFM8jD&page=1,продава Тристаен апартамент, 140 м2,Home One,Етаж: 6 от 6,Цена на /м2/:2 000EUR/3 911.66BGN,"БЕЗ КОМИСИОННА !!! ТОП ЛОКАЦИЯ !!! ПАРК ГЕО МИЛЕВ !!!Предлагаме за продажба тристаен апартамент в новострояща се жилищна сграда, разположена на метри от парк Гео Милев и в...",True,4,2025-12-19 06:03:03.180445,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 90 м2",305 000€596 528BGN,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/tristaen/6145823/?sid=gFM8jD&page=1,продава Тристаен апартамент, 90 м2,Революшън Естейт България,Етаж: 3 от 8,Цена на /м2/:3 389EUR/6 628.09BGN,Референтен номер: 2079722Революшън Естейт представя Тристаен апартамент в ж.к. Дианабад.- Етаж: 3-ти от 8-ми.- Площ: 90 кв.м.- Разпределение:...,True,12,2025-12-19 06:03:03.180970,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Тристаен апартамент, 130 м2",370 655€724 938BGN,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/5805229/?sid=gFM8jD&page=1,продава Тристаен апартамент, 130 м2,Luximmo Finest Estates,Етаж:  от 15,Цена на /м2/:2 851EUR/5 576.45BGN,"Ексклузивно представяме за продажба тристаен апартамент в сграда S-Tower - нов проект с отличителен дизайн, висок клас на изпълнение, комуникативна локация и отлична възможност за инвестиция....",True,12,2025-12-19 06:03:03.181454,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
"продава Двустаен апартамент, 58 м2",110 440€216 002BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6181839/?sid=gFM8jD&page=1,продава Двустаен апартамент, 58 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 5,Цена на /м2/:1 904EUR/3 724.17BGN,"Двустайно жилище състоящо се от: антре, дневна с кухненски бокс, спралня, баня с тоалетна и тераса.Има възможност за закупуване на паркомясто.",False,7,2025-12-19 06:03:03.181949,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,438
