price_text,title,location,details_text,description,details_url,ref_no,offer_type,agency_name,num_photos,total_offers,price_per_m2,search_url,scraped_at
153 461 €,Тристаен апартамент,"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:96.57 м²Спални:2Етаж:4Етажност на сградата:4,,https://www.suprimmo.bg/imot-125423-tristaen-apartament-v-elegantniya-kompleks-magnoliya-forest-v-plovdiv/,PLV-125423,продава,Suprimmo,3,262,1589.12,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.967564
246 000 €,Тристаен апартамент,"гр. Пловдив / кв. Каменица 1 / Пловдивска област, България",Площ:107 м²Спални:2Етаж:6Етажност на сградата:8,,https://www.suprimmo.bg/imot-137563-tristaen-apartament-v-nova-sgrada-s-akt-14-v-kv-kamenitsa-1/,PLV-13756,продава,Suprimmo,3,262,2299.07,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.968503
109 950 €,Двустаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Отдих и Култура / Пловдивска област, България",Площ:68.68 м²Спални:1Етаж:3Етажност на сградата:4,,https://www.suprimmo.bg/imot-137567-dvustaen-apartament-v-nov-kompleks-v-kv-otdih-i-kultura/,PLV-137567,продава,Suprimmo,3,262,1600.9,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.969450
152 500 €,Тристаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Отдих и Култура / Пловдивска област, България",Площ:94.57 м²Спални:2Етаж:2Етажност на сградата:4,,https://www.suprimmo.bg/imot-137569-tristaen-apartament-v-nov-kompleks-v-kv-otdih-i-kultura/,PLV-137569,продава,Suprimmo,3,262,1612.56,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.970398
Цена по запитване,Тристаен апартамент,"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:116.63 м²Спални:2Етаж:1Етажност на сградата:5,,https://www.suprimmo.bg/imot-137523-tristaen-apartament-v-nov-zatvoren-kompleks-na-50-m-ot-grebnata-baza/,PLV-137523,продава,Suprimmo,3,262,,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.971249
152 900 €,Двустаен апартамент,"гр. Пловдив / кв. Тракия / Пловдивска област, България",Площ:65 м²Спални:1Етаж:4Етажност на сградата:11,,https://www.suprimmo.bg/imot-137539-nov-dvustaen-apartament-v-moderen-zatvoren-kompleks-v-kv-trakiya/,PLV-137539,продава,Suprimmo,3,262,2352.31,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.972134
87 210 €,Двустаен апартамент(В процес на строителство),"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:69.77 м²Спални:1Етаж:6Етажност на сградата:6,,https://www.suprimmo.bg/imot-137505-dvustaen-apartament-v-luksozna-sgrada-s-dve-sektsii-v-kv-karshiyaka/,PLV-137505,продава,Suprimmo,3,262,1249.96,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.973003
144 340 €,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Каменица 2 / Пловдивска област, България",Площ:106.92 м²Спални:2Етаж:2Етажност на сградата:7,,https://www.suprimmo.bg/imot-137489-tristaen-apartament-v-nov-kompleks-v-kv-kamenitsa-2/,PLV-137489,продава,Suprimmo,3,262,1349.98,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.973921
110 720 €,Двустаен апартамент(В процес на строителство),"гр. Пловдив / кв. Каменица 2 / Пловдивска област, България",Площ:76.36 м²Спални:1Етаж:4Етажност на сградата:7,,https://www.suprimmo.bg/imot-137385-dvustaen-apartament-v-nov-kompleks-v-kv-kamenitsa-2/,PLV-137387,продава,Suprimmo,3,262,1449.97,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.974837
149 000 €,Двустаен апартамент,"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:73.43 м²Спални:1Етаж:2Етажност на сградата:4,,https://www.suprimmo.bg/imot-137375-svetal-dvustaen-apartament-do-klyuch-v-nov-kompleks-v-kv-karshiyaka/,PLV-137375,продава,Suprimmo,3,262,2029.14,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.975780
180 000 €,Двустаен апартамент,"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:72 м²Спални:1Етаж:4Етажност на сградата:9,,https://www.suprimmo.bg/imot-137379-dvustaen-apartament-v-nov-moderen-kompleks-v-kv-hristo-smirnenski/,PLV-137379,продава,Suprimmo,3,262,2500.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.976673
148 770 €,Тристаен апартамент,"гр. Пловдив / кв. Тракия / Пловдивска област, България",Площ:129 м²Спални:2Етаж:2Етажност на сградата:7,,https://www.suprimmo.bg/imot-137384-tristaen-apartament-v-nov-kompleks-v-kv-trakiya/,PLV-137384,продава,Suprimmo,3,262,1153.26,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.977551
145 580 €,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Каменица 2 / Пловдивска област, България",Площ:116 м²Спални:2Етаж:2Етажност на сградата:7,,https://www.suprimmo.bg/imot-137353-tristaen-apartament-v-nov-kompleks-v-kv-kamenitsa-2/,PLV-137353,продава,Suprimmo,3,262,1255.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.978457
156 000 €,Тристаен апартамент,"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:91.34 м²Спални:1Етаж:4Етажност на сградата:5,,https://www.suprimmo.bg/imot-98448-tristaen-apartament-v-kompleks-s-akt-16-v-park-otdih-i-kultura/,PLV-98448,продава,Suprimmo,3,262,1707.9,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.979342
119 000 €,Двустаен апартамент,"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:74 м²Спални:1Етаж:8Етажност на сградата:10,,https://www.suprimmo.bg/imot-137246-dvustaen-apartament-s-panorama-kam-rodopite-v-nov-kompleks-do-mall-plovdiv/,PLV-137246,продава,Suprimmo,3,262,1608.11,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.980161
88 900 €,Двустаен апартамент,"гр. Пловдив / кв. Беломорски / Пловдивска област, България",Площ:113.33 м²Спални:1Етаж:4Етажност на сградата:4,,https://www.suprimmo.bg/imot-137266-dvustaen-apartament-v-nov-kompleks-v-yujnata-chast-na-plovdiv/,PLV-137266,продава,Suprimmo,3,262,784.43,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.981003
134 665 €,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Остромила / Пловдивска област, България",Площ:95.28 м²Спални:2Етаж:1Етажност на сградата:3,,https://www.suprimmo.bg/imot-137197-gradinski-tristaen-apartament-s-golyam-dvor-v-kv-ostromila/,PLV-137197,продава,Suprimmo,3,262,1413.36,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.981863
82 872 €,Едностаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:59.62 м²Етаж:3Етажност на сградата:7,,https://www.suprimmo.bg/imot-137073-ednostaen-apartament-v-nov-inovativen-kompleks-v-kv-hristo-smirnenski/,PLV-137073,продава,Suprimmo,3,262,1390.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.982740
103 833 €,Двустаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:74.70 м²Спални:1Етаж:2Етажност на сградата:10,,https://www.suprimmo.bg/imot-137078-dvustaen-apartament-v-nov-inovativen-kompleks-v-kv-hristo-smirnenski/,PLV-137078,продава,Suprimmo,3,262,1390.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.983627
164 852 €,Тристаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:120.33 м²Спални:2Етаж:2Етажност на сградата:10,,https://www.suprimmo.bg/imot-137082-tristaen-apartament-v-nov-inovativen-kompleks-v-kv-hristo-smirnenski/,PLV-137082,продава,Suprimmo,3,262,1370.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.984521
391 179 €,Четиристаен апартамент(Предварителни продажби ),"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:264.31 м²Спални:3Етаж:7Етажност на сградата:7,,https://www.suprimmo.bg/imot-137083-mnogostaen-apartament-v-nov-inovativen-kompleks-v-kv-hristo-smirnenski/,PLV-137083,продава,Suprimmo,3,262,1480.0,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.985420
360 000 €,Четиристаен апартамент,"гр. Пловдив / кв. Център / Пловдивска област, България",Площ:121 м²Спални:3Етаж:4Етажност на сградата:6,,https://www.suprimmo.bg/imot-137019-dizaynerski-mnogostaen-apartament-v-idealniya-tsentar-na-plovdiv/,PLV-137019,продава,Suprimmo,3,262,2975.21,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.986344
259 800 €,Тристаен апартамент,"гр. Пловдив / кв. Център / Пловдивска област, България",Площ:78 м²Спални:2Етаж:1Етажност на сградата:4,,https://www.suprimmo.bg/imot-137039-tristaen-apartament-v-sanirana-tuhlena-sgrada-v-idealniya-tsentar-na-plovdiv/,PLV-137039,продава,Suprimmo,3,262,3330.77,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.987164
119 900 €,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Христо Смирненски / Пловдивска област, България",Площ:132.50 м²Спални:2Етаж:5Етажност на сградата:5,,https://www.suprimmo.bg/imot-137053-tristaen-apartament-v-nov-kompleks-ot-dve-malki-sgradi-v-kv-hristo-smirnenski/,PLV-137053,продава,Suprimmo,3,262,904.91,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:07.988019
Цена по запитване,Едностаен апартамент(В процес на строителство),"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:53.31 м²Етаж:8Етажност на сградата:11,,https://www.suprimmo.bg/imot-114796-promo-tsena-komfortno-studio-v-luksozen-kompleks-v-kv-karshiyaka/,PLV-114796,продава,Suprimmo,3,262,,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:11.075680
Цена по запитване,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:121.13 м²Спални:2Етаж:3Етажност на сградата:18,,https://www.suprimmo.bg/imot-121835-promo-tsena-tristaen-apartament-v-elegantna-nova-sgrada-v-kv-karshiyaka-/,PLV-121835,продава,Suprimmo,3,262,,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:11.076593
Цена по запитване,Едностаен апартамент(В процес на строителство),"гр. Пловдив / кв. Остромила / Пловдивска област, България",Площ:39 м²Етаж:2Етажност на сградата:3,,https://www.suprimmo.bg/imot-136977-studio-v-inovativen-kompleks-v-kv-ostromila/,PLV-136977,продава,Suprimmo,3,262,,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:11.077473
156 650 €,Тристаен апартамент(В процес на строителство),"гр. Пловдив / кв. Кършияка / Пловдивска област, България",Площ:104.43 м²Спални:2Етаж:3Етажност на сградата:6,,https://www.suprimmo.bg/imot-125014-tristaen-apartament-v-butikov-kompleks-kv-karshiyaka-v-plovdiv/,PLV-125014,продава,Suprimmo,3,262,1500.05,https://www.suprimmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-imoti/po-tip-apartamenti/,2026-02-03T06:18:11.078447
