price_text,title,location,location_info,description,details_url,contact_info,search_url,scraped_at
"642 600 €1 256 816,36 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
130 кв.м","3-ти ет., ТЕЦ, Предлагаме Ви просторен четиристаен апартамент в район Докторски паметник, на тиха улица, в близост  ...",https://www.imoti.com/obiava/49958060/prodava-4-staen-grad-sofiya-doktorski-pametnik,0896743844,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.469753
"649 900 €1 271 093,92 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
118 кв.м","2-ри ет., ТЕЦ, Предлага за продажба обширен 3-стаен с възможност за преустройство в 4-стаен апартамент, на Топ-мяст ...",https://www.imoti.com/obiava/87476778/prodava-4-staen-grad-sofiya-doktorski-pametnik,0878453511,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.470090
"740 000 €1 447 314,20 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
128 кв.м","3-ти ет., ТЕЦ, ЕКСКЛУЗИВНО! ЕРА Голд има удоволствието да Ви представи за продажба, просторен и слънчев апартамент  ...",https://www.imoti.com/obiava/49213302/prodava-4-staen-grad-sofiya-doktorski-pametnik,0889115777,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.470444
"768 500 €1 503 055,35 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
145 кв.м","4-ти ет., ТЕЦ, Прайм  имоти има удоволствието и привилегията да представи на вниманието на заинтересованите един из ...",https://www.imoti.com/obiava/40470181/prodava-4-staen-grad-sofiya-doktorski-pametnik,0888122325,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.470786
"1 190 000 €2 327 437,70 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
186 кв.м","2-ри ет., ТЕЦ, Unique Estates има удоволствието да Ви представи имот, който е рядък за предлагането на нашия пазар. ...",https://www.imoti.com/obiava/96118513/prodava-4-staen-grad-sofiya-doktorski-pametnik,0882 300 400,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.471126
"1 850 000 €3 618 285,50 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
200 кв.м","7-ми ет., Unique Estates има удоволствието да Ви предложи един изключителен имот за продажба - аристократичен  ...",https://www.imoti.com/obiava/91927530/prodava-4-staen-grad-sofiya-doktorski-pametnik,0882 300 400,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.471498
"455 000 €889 902,65 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Иван Вазов","град София, Иван Вазов
90 кв.м","3-ти ет., ТЕЦ, ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК.....ОГЛЕДИ С КЛЮЧ!BULTRAD ...",https://www.imoti.com/obiava/89980137/prodava-4-staen-grad-sofiya-ivan-vazov,0885745979,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.471838
"455 000 €889 902,65 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Иван Вазов","град София, Иван Вазов
90 кв.м","3-ти ет., ТЕЦ, ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК.....ОГЛЕДИ С КЛЮЧ!BULTRAD ...",https://www.imoti.com/obiava/73341898/prodava-4-staen-grad-sofiya-ivan-vazov,0885745979,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.472192
"790 000 €1 545 105,70 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Иван Вазов","град София, Иван Вазов
223 кв.м","3-ти ет., ТЕЦ, Фърст Eстейтс има удоволствието да Ви представи напълно ексклузивно този невероятен апартамент, на в ...",https://www.imoti.com/obiava/80485145/prodava-4-staen-grad-sofiya-ivan-vazov,070015151,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.472534
"875 000 €1 711 351,25 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Изгрев","град София, Изгрев
180 кв.м","15-ти ет., Явлена, представя  на вниманието на най-взискателните ни клиенти - апартамент  в квартал Изгрев. Жил ...",https://www.imoti.com/obiava/67941018/prodava-4-staen-grad-sofiya-izgrev,0892505842,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:24.472878
"899 000 €1 758 291,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Изгрев","град София, Изгрев
173 кв.м","3-ти ет., ГАЗ, ТЕЦ, Unique Estates с удоволствие Ви представя стилен четиристаен апартамент за продажба в емблематична с ...",https://www.imoti.com/obiava/55353033/prodava-4-staen-grad-sofiya-izgrev,0882 300 400,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.390005
"530 000 €1 036 589,90 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Изток","град София, Изток
190 кв.м","6-ти ет., ТЕЦ, Страхотен огромен аристократичен апартамент с разпределение: просторно широко антре, светъл източен  ...",https://www.imoti.com/obiava/91234605/prodava-4-staen-grad-sofiya-iztok,0882034180,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.390374
"385 000 €752 994,55 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
117 кв.м","4-ти ет., Лок.отопл., ПРОСТОРЕН, ВЪТРЕШЕН, ТИХ ап. на ТОП място: на минути от входа на Южния парк, МОЛ Парк център, в близ ...",https://www.imoti.com/obiava/82238489/prodava-4-staen-grad-sofiya-lozenets,02/9898425 АЛДЕС,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.390726
"388 000 €758 862,04 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
117 кв.м","4-ти ет., Лок.отопл., Би Пи Си представя на Вашето вниамние - апартамент в масивна сграда в гр.София, кв. Лозенец - 117 кв ...",https://www.imoti.com/obiava/58490928/prodava-4-staen-grad-sofiya-lozenets,0899898979,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.391076
400 000 €782 332 лв.Цената е с включено ДДС,Продава  4-стаен,"град София, Лозенец","град София, Лозенец
127 кв.м","2-ри ет., Агенция SUPRIMMO: www.suprimmo.bgПросторно жилище на ул.Вежен  до ул.Цветна градина в малка сграда о ...",https://www.imoti.com/obiava/26173801/prodava-4-staen-grad-sofiya-lozenets,0882638455,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.391440
"452 900 €885 795,41 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
100 кв.м","1-ви ет., ТОП ЛОКАЦИЯ В ЛОЗЕНЕЦ | ГОТОВ AIRBNB БИЗНЕС | ДО МЕТРО, НДК И ХОТЕЛ ХЕМУС Предлагаме за продажба про ...",https://www.imoti.com/obiava/97113335/prodava-4-staen-grad-sofiya-lozenets,0893375333,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.391788
"475 000 €929 019,25 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
120 кв.м","2-ри ет., LUXIMMO FINEST ESTATES: www.luximmo.bgЧетиристаен апартамент с отлично местоположение само на метри  ...",https://www.imoti.com/obiava/72685770/prodava-4-staen-grad-sofiya-lozenets,0882817578,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.392130
"480 000 €938 798,40 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
115 кв.м","4-ти ет., ТЕЦ, Явлена Ви представя функционален и просторен тристаен апартамент с перфектна локация в кв. Лозенец,  ...",https://www.imoti.com/obiava/24036920/prodava-4-staen-grad-sofiya-lozenets,0892511003,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.392493
"499 000 €975 959,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
170 кв.м",,https://www.imoti.com/obiava/54939090/prodava-4-staen-grad-sofiya-lozenets,0888308716,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.392836
"428 486 €838 045,77 лв.Цената е без ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
210 кв.м","2-ри ет., 🏢 Четиристаен апартамент   директно от инвеститора, без комисиона!📍 София, бул. Черн ...",https://www.imoti.com/obiava/99261437/prodava-4-staen-grad-sofiya-lozenets,0887006001,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.393191
"549 900 €1 075 510,92 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
191 кв.м","6-ти ет., ТЕЦ, ЕКСКЛУЗИВНО ПРЕДЛОЖЕНИЕ ОТ ARCO REAL ESTATEПредлагаме на Вашето внимание нешлифован диамант в една о ...",https://www.imoti.com/obiava/57216834/prodava-4-staen-grad-sofiya-lozenets,0879400999,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.393544
"890 000 €1 740 688,70 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
155 кв.м","5-ти ет., Представяме на вашето внимание за продажба, луксозен четиристаен апартамент на пети етаж, в  монолит ...",https://www.imoti.com/obiava/25032500/prodava-4-staen-grad-sofiya-lozenets,0883276969,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.393888
900 000 €1 760 247 лв.Не се начислява ДДС,Продава  4-стаен,"град София, Лозенец","град София, Лозенец
262 кв.м","2-ри ет., Референтен номер : DP-29130Спални2Бани2Гараж1Площ262кв. мDELUXE REALTY има удоволствието да Ви предс ...",https://www.imoti.com/obiava/60167591/prodava-4-staen-grad-sofiya-lozenets,0888424494,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.394250
"765 000 €1 496 209,95 лв.Цената е без ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
180 кв.м","3-ти ет., ТЕЦ, REYA INTERNATIONAL има удоволствието да представи изключителен луксозен четиристаен апартамент, разп ...",https://www.imoti.com/obiava/30407279/prodava-4-staen-grad-sofiya-lozenets,0895618787,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.394596
"990 000 €1 936 271,70 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
206 кв.м","5-ти ет., ТЕЦ, Продава се просторен четиристаен обзаведен апартамент в затворен комплекс 'София Ленд Резиденс' с из ...",https://www.imoti.com/obiava/24625434/prodava-4-staen-grad-sofiya-lozenets,0887507014,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.394945
"990 000 €1 936 271,70 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
270 кв.м","2-ри ет., ТЕЦ, Ексклузивен четристаен апартамент в бутикова сграда в най-хубавата част в Лозенец. Апартаментът се о ...",https://www.imoti.com/obiava/94597280/prodava-4-staen-grad-sofiya-lozenets,0888850010,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.395304
"919 241 €1 797 879,13 лв.Цената е без ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
223 кв.м","6-ти ет., SoHome Residential Park гр. София е отличен с първа награда в националния конкурс Сграда на годината ...",https://www.imoti.com/obiava/76321887/prodava-4-staen-grad-sofiya-lozenets,0882330022,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.395647
"1 196 000 €2 339 172,68 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
206 кв.м","6-ти ет., ТЕЦ, Продава се луксозен четиристаен обзаведен апартамент в затворен комплекс 'София Ленд Резиденс'с изло ...",https://www.imoti.com/obiava/77980345/prodava-4-staen-grad-sofiya-lozenets,0887507014,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.395990
"1 260 000 €2 464 345,80 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
272 кв.м","4-ти ет., За повече информация обадете ни се на тел: 0882 817 486 или 02 425 68 48 и цитирайте референтния ном ...",https://www.imoti.com/obiava/62036794/prodava-4-staen-grad-sofiya-lozenets,0882817486,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.396349
1 500 000 €2 933 745 лв.Не се начислява ДДС,Продава  4-стаен,"град София, Лозенец","град София, Лозенец
200 кв.м","4-ти ет., НАПРАВЕТЕ 3D ВИРТУАЛНА РАЗХОДКА КАТО КОПИРАТЕ СЛЕДНИЯ ЛИНК:https://my.matterport.com/show/?m=gMUUxAn ...",https://www.imoti.com/obiava/68208710/prodava-4-staen-grad-sofiya-lozenets,0888235063,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:26.396693
"470 000 €919 240,10 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Медицинска академия","град София, Медицинска академия
135 кв.м",,https://www.imoti.com/obiava/45901228/prodava-4-staen-grad-sofiya-meditsinska-akademiya,0894777697,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.321174
"380 000 €743 215,40 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Оборище","град София, Оборище
100 кв.м","2-ри ет., ТЕЦ,  ПОЛЮСИ предлага непреходен много светъл апартамент на бул.Дондуков,в санирана сграда с идеално подд ...",https://www.imoti.com/obiava/34213135/prodava-4-staen-grad-sofiya-oborishte,0888613192,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.321530
"399 000 €780 376,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Оборище","град София, Оборище
100 кв.м","1-ви ет., ТЕЦ, КУПИ ЗА EUR 1495 на месец!!!! ЕКСКЛУЗИВНА ОФЕРТА!!! БЕСТ СЕЛЪРС  предлага на Вашето внимание четирис ...",https://www.imoti.com/obiava/90296542/prodava-4-staen-grad-sofiya-oborishte,0886224488,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.321877
"399 000 €780 376,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Оборище","град София, Оборище
109 кв.м","2-ри ет., ТЕЦ, Продаваме отличен голям и просторен апартамент с три спални в квартал Оборище на улица Златево. Лока ...",https://www.imoti.com/obiava/69502395/prodava-4-staen-grad-sofiya-oborishte,0889 23 23 46,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.322245
"492 990 €964 204,63 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Оборище","град София, Оборище
140 кв.м","4-ти ет., Юг и Изток! Дневна + 3 Спални + 2 Бани! До парка 'Заимов' и метростанция 'Театрална'! Бутикова луксо ...",https://www.imoti.com/obiava/47284635/prodava-4-staen-grad-sofiya-oborishte,0879900430,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.322598
"587 956 €1 149 941,98 лв.Цената е без ДДС",Продава  4-стаен,"град София, ПЗ Хладилника","град София, ПЗ Хладилника
199 кв.м","3-ти ет., Продажби директно от инвеститора, без комисиона за купувача!SoHome Residential Park гр. София е отли ...",https://www.imoti.com/obiava/78665124/prodava-4-staen-grad-sofiya-pz-hladilnika,0882330022,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.322947
"385 000 €752 994,55 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Подуяне","град София, Подуяне
157 кв.м","8-ми ет., www.almainvest.bgград София, ул  Васил Петлешков    8. Апартамент  30/вход А/ ДИРЕКТНО ОТ ИНВЕСТИТОР ...",https://www.imoti.com/obiava/87397503/prodava-4-staen-grad-sofiya-poduyane,0887597532,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.323315
"386 500 €755 928,29 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Стрелбище","град София, Стрелбище
95 кв.м",,https://www.imoti.com/obiava/35134689/prodava-4-staen-grad-sofiya-strelbishte,0888627769,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.323667
"265 000 €518 294,95 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Хиподрума","град София, Хиподрума
75 кв.м","11-ти ет., ТЕЦ, Ревиво Хоумс представя ексклузивно панорамен луксозен апартамент с 4 помещения в престижния квартал  ...",https://www.imoti.com/obiava/47196888/prodava-4-staen-grad-sofiya-hipodruma,0886111445,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.324012
"425 000 €831 227,75 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Хиподрума","град София, Хиподрума
168 кв.м","5-ти ет., ТЕЦ,  4-стаен апартамент в ТОП локация, непосредствено до метростанция бул. България!Разположен в смесена ...",https://www.imoti.com/obiava/59768896/prodava-4-staen-grad-sofiya-hipodruma,0896100806,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.324376
"510 000 €997 473,30 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Хиподрума","град София, Хиподрума
175 кв.м","5-ти ет., ТЕЦ, 4-стаен, преустроен на 3-стаен, (може да се възстанови като 4-стаен, от продавача, при желание от ст ...",https://www.imoti.com/obiava/56246062/prodava-4-staen-grad-sofiya-hipodruma,0899 800 300,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-22T18:06:28.324725
