price_text,title,location,location_info,description,details_url,contact_info,search_url,scraped_at
"507 000 €991 605,81 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Лозенец","град София, Лозенец
195 кв.м","3-ти ет., АНИ-БО Недвижими имоти продава ексклузивно просторен мезонет, с уникални панорами към Витоша и София ...",https://www.imoti.com/obiava/42090850/prodava-mezonet-grad-sofiya-lozenets,0876148808,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.336423
"293 000 €573 058,19 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
120 кв.м","4-ти ет., ТЕЦ, Galiano Estates  има удоволствието да Ви представи голям тристаен мезонет за продажба. Имотът се нам ...",https://www.imoti.com/obiava/74631027/prodava-mezonet-grad-sofiya-belite-brezi,0895988170,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.336775
"299 000 €584 793,17 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
100 кв.м","7-ми ет., Реф.   022603Агенция за недвижими имоти BAS Properties предлага за продажба светъл и просторен мезон ...",https://www.imoti.com/obiava/12864598/prodava-mezonet-grad-sofiya-belite-brezi,0899 818 212,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.337133
300 000 €586 749 лв.Не се начислява ДДС,Продава  Мезонет,"град София, Белите брези","град София, Белите брези
100 кв.м","5-ти ет., Продава се мезонет с три спални в кв. Бели Брези, София   на три минути от м.Красно село.Площ: 100 к ...",https://www.imoti.com/obiava/90663084/prodava-mezonet-grad-sofiya-belite-brezi,0896166717,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.337473
400 000 €782 332 лв.Не се начислява ДДС,Продава  Мезонет,"град София, Белите брези","град София, Белите брези
213 кв.м","6-ти ет., Мезонет в тухлен блок до метростанция КРАСНО СЕЛО. Апартаментът е със следното разпределение: Първо  ...",https://www.imoti.com/obiava/41382355/prodava-mezonet-grad-sofiya-belite-brezi,0889888014,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.337813
"429 898 €840 807,41 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
130 кв.м","5-ти ет., ТЕЦ, ЕКСКЛУЗИВНА ОФЕРТА!!! 'PETRA Estates 15' продава ЕКСКЛУЗИВНО просторен, топъл и светъл апартамент -  ...",https://www.imoti.com/obiava/67968464/prodava-mezonet-grad-sofiya-belite-brezi,0877971670,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.338186
"430 000 €841 006,90 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
150 кв.м","7-ми ет., Инжталант Ви,  предлага мезонет на две нива и голяма покривна тераса на последния етаж.Мезонетът е р ...",https://www.imoti.com/obiava/39963122/prodava-mezonet-grad-sofiya-belite-brezi,0878283673,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.338527
"520 000 €1 017 031,60 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
220 кв.м","5-ти ет., Sofia In /www.sofiain.com/ представя на Вашето внимание:Мезонет на 5-ти и 6-ти етаж в седем етажна т ...",https://www.imoti.com/obiava/41171824/prodava-mezonet-grad-sofiya-belite-brezi,0882679633,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.338877
"520 000 €1 017 031,60 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
200 кв.м","5-ти ет., Чудесно място в близост до пл.Ручей!Тиха улица на комуникативно място в близост до метро, тролейбуси ...",https://www.imoti.com/obiava/50188705/prodava-mezonet-grad-sofiya-belite-brezi,0898672696,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.339219
"599 900 €1 173 302,42 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
245 кв.м","8-ми ет., ТЕЦ, Билдинг Бокс предлага за продажба апартамент в един от най-предпочитаните комуникатични и същевремен ...",https://www.imoti.com/obiava/65528882/prodava-mezonet-grad-sofiya-belite-brezi,0879900994,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-21T18:15:27.339560
