price_text,title,location,location_info,description,details_url,contact_info,ref_no,total_offers,time,num_photos,agency_name,agency_url,price_per_m2,search_url,scraped_at
"507 000 €991 605,81 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Лозенец","град София, Лозенец
195 кв.м","3-ти ет., АНИ-БО Недвижими имоти продава ексклузивно просторен мезонет, с уникални панорами към Витоша и София ...",https://www.imoti.com/obiava/42090850/prodava-mezonet-grad-sofiya-lozenets,0876148808,42090850,76,14:38 04.01.2026,1,имоти,,2600.0,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.867339
"293 000 €573 058,19 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
120 кв.м","4-ти ет., ТЕЦ, Galiano Estates  има удоволствието да Ви представи голям тристаен мезонет за продажба. Имотът се нам ...",https://www.imoti.com/obiava/74631027/prodava-mezonet-grad-sofiya-belite-brezi,0895988170,74631027,76,12:25 06.01.2026,1,Galiano Estates,,2441.67,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.867878
400 000 €782 332 лв.Не се начислява ДДС,Продава  Мезонет,"град София, Белите брези","град София, Белите брези
213 кв.м","6-ти ет., Мезонет в тухлен блок до метростанция КРАСНО СЕЛО. Апартаментът е със следното разпределение: Първо  ...",https://www.imoti.com/obiava/41382355/prodava-mezonet-grad-sofiya-belite-brezi,0889888014,41382355,76,16:30 08.01.2026,1,,,1877.93,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.868428
"415 898 €813 425,79 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
130 кв.м","5-ти ет., ТЕЦ, ЕКСКЛУЗИВНА ОФЕРТА!!! 'PETRA Estates 15' продава ЕКСКЛУЗИВНО просторен, топъл и светъл апартамент -  ...",https://www.imoti.com/obiava/67968464/prodava-mezonet-grad-sofiya-belite-brezi,0877971670,67968464,76,01:15 20.01.2026,1,PETRA Estates,,3199.22,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.868962
"430 000 €841 006,90 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
150 кв.м","7-ми ет., Инжталант Ви,  предлага мезонет на две нива и голяма покривна тераса на последния етаж.Мезонетът е р ...",https://www.imoti.com/obiava/39963122/prodava-mezonet-grad-sofiya-belite-brezi,0878283673,39963122,76,08:54 04.11.2024,1,,,2866.67,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.869524
"520 000 €1 017 031,60 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
220 кв.м","5-ти ет., Sofia In /www.sofiain.com/ представя на Вашето внимание:Мезонет на 5-ти и 6-ти етаж в седем етажна т ...",https://www.imoti.com/obiava/41171824/prodava-mezonet-grad-sofiya-belite-brezi,0882679633,41171824,76,14:20 14.01.2026,1,,,2363.64,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.870081
"520 000 €1 017 031,60 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
200 кв.м","5-ти ет., Чудесно място в близост до пл.Ручей!Тиха улица на комуникативно място в близост до метро, тролейбуси ...",https://www.imoti.com/obiava/50188705/prodava-mezonet-grad-sofiya-belite-brezi,0898672696,50188705,76,12:22 13.01.2026,1,,,2600.0,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.870629
"599 900 €1 173 302,42 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Белите брези","град София, Белите брези
245 кв.м","8-ми ет., ТЕЦ, Билдинг Бокс предлага за продажба апартамент в един от най-предпочитаните комуникатични и същевремен ...",https://www.imoti.com/obiava/65528882/prodava-mezonet-grad-sofiya-belite-brezi,0879900994,65528882,76,11:12 13.01.2026,1,,,2448.57,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.871177
"264 000 €516 339,12 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Борово","град София, Борово
120 кв.м","6-ти ет., Предлагаме Ви просторен, тристаен мезонет за продажба в нова, бутикова сграда с АКТ 16. Мезонетът е  ...",https://www.imoti.com/obiava/40717222/prodava-mezonet-grad-sofiya-borovo,0898888459,40717222,76,08:33 25.01.2026,1,,,2200.0,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.871714
300 000 €586 749 лв.Цената е с включено ДДС,Продава  Мезонет,"град София, Борово","град София, Борово
151 кв.м","5-ти ет., СГРАДА С АКТ 16!'ПАРАДАЙС ХОУМС' Ви представя  тристаен апартамент, тип мезонет /на две нива/ , нахо ...",https://www.imoti.com/obiava/36344702/prodava-mezonet-grad-sofiya-borovo,0886 139 821,36344702,76,14:57 10.11.2025,1,,,1986.75,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.872265
"340 000 €664 982,20 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Борово","град София, Борово
171 кв.м","7-ми ет., ТЕЦ, СИТИ ХОУМ БРОКЕРС  предлага ексклузивно на своите клиенти един изключително атрактивен апартамент в  ...",https://www.imoti.com/obiava/98507154/prodava-mezonet-grad-sofiya-borovo,0876552821,98507154,76,09:03 05.01.2026,1,,,1988.3,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.872831
"346 000 €676 717,18 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Борово","град София, Борово
152 кв.м","5-ти ет., АКТ 16!ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба  мезонет,  в нова сграда в кв. Борово ! Апартам ...",https://www.imoti.com/obiava/50879224/prodava-mezonet-grad-sofiya-borovo,0878332245,50879224,76,18:01 31.01.2026,1,ИМОТИ,,2276.32,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.873378
"449 990 €880 103,94 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Борово","град София, Борово
250 кв.м","2-ри ет., ТЕЦ, 360 - обиколка! Огромен имот на 3 нива! Магазин/Офис/Лекарски кабинет/Дентален център/Занималня! Тух ...",https://www.imoti.com/obiava/57518763/prodava-mezonet-grad-sofiya-borovo,0879900430,57518763,76,09:55 07.01.2026,1,,,1799.96,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.873903
"950 000 €1 858 038,50 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Борово","град София, Борово
456 кв.м","7-ми ет., ТЕЦ, МНОГОСТАЕН! ОБЗАВЕДЕН! ДВА ГАРАЖА!Предлагаме уникален и просторен многостаен мезонет с обща застроен ...",https://www.imoti.com/obiava/21403016/prodava-mezonet-grad-sofiya-borovo,0875363320,21403016,76,11:28 05.08.2025,1,,,2083.33,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.874455
"330 000 €645 423,90 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Гоце Делчев","град София, Гоце Делчев
130 кв.м","12-ти ет., ТЕЦ, Оставяме линк към 3D обиколка на жилището, за да можете да добиете по-подробна представа за разпреде ...",https://www.imoti.com/obiava/49606938/prodava-mezonet-grad-sofiya-gotse-delchev,0893211311,49606938,76,21:23 14.12.2025,1,,,2538.46,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.874985
"340 000 €664 982,20 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Гоце Делчев","град София, Гоце Делчев
200 кв.м","Продава се УНИКАЛЕН просторен апартамент тип мезонет, който съчетава впечатляващо вътрешно пространс ...",https://www.imoti.com/obiava/75588566/prodava-mezonet-grad-sofiya-gotse-delchev,0888927150,75588566,76,10:52 06.01.2026,1,,,1700.0,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.875531
"350 000 €684 540,50 лв.Цената е с включено ДДС",Продава  Мезонет,"град София, Гоце Делчев","град София, Гоце Делчев
116 кв.м","1-ви ет., ТЕЦ, Без аналог в района!!! Мезонет 116 кв. чиста площ без общи части с усещане за къща на първи и втори  ...",https://www.imoti.com/obiava/93663870/prodava-mezonet-grad-sofiya-gotse-delchev,0888971959,93663870,76,13:48 31.01.2026,1,,,3017.24,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.876063
"495 000 €968 135,85 лв.Не се начислява ДДС",Продава  Мезонет,"град София, Гоце Делчев","град София, Гоце Делчев
182 кв.м","10-ти ет., ТЕЦ, Агенция SUPRIMMO: www.suprimmo.bgЕксклузивно представяме мезонет, разделен на два самостоятелни апар ...",https://www.imoti.com/obiava/48596283/prodava-mezonet-grad-sofiya-gotse-delchev,0988170870,48596283,76,14:18 26.01.2026,1,,,2719.78,https://www.imoti.com/prodazhbi/grad-sofiya/mezoneti?sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-02-01T06:17:13.876624
