price_text,title,location,location_info,description,details_url,contact_info,ref_no,total_offers,time,num_photos,agency_name,agency_url,price_per_m2,search_url,scraped_at
"375 000 €733 436,25 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Борово","град София, Борово
140 кв.м","7-ми ет., ТЕЦ, Имоти Премиер представя на Вашето внимание прекрасен четиристаен апартамент в кв. Борово.Този светъл ...",https://www.imoti.com/obiava/74408963/prodava-4-staen-grad-sofiya-borovo,0877560016,74408963,598,14:01 16.01.2026,1,Имоти,,2678.57,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.651612
"415 000 €811 669,45 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Борово","град София, Борово
125 кв.м","6-ти ет., Агенция Би Пи Си Представя: 🌟 Просторен апартамент с огромна тераса в кв. Манастирски ливади ...",https://www.imoti.com/obiava/47886418/prodava-4-staen-grad-sofiya-borovo,0899898979,47886418,598,11:36 05.01.2026,1,Би Пи Си,,3320.0,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.652133
"449 990 €880 103,94 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Борово","град София, Борово
250 кв.м","2-ри ет., ТЕЦ, 360 - обиколка! Огромен имот на 3 нива! Магазин/Офис/Лекарски кабинет/Дентален център/Занималня!360  ...",https://www.imoti.com/obiava/52849579/prodava-4-staen-grad-sofiya-borovo,0879900430,52849579,598,10:38 20.01.2026,1,,,1799.96,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.652670
"480 000 €938 798,40 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Борово","град София, Борово
171 кв.м","6-ти ет., ТЕЦ, LUXIMMO FINEST ESTATES: www.luximmo.bgПОСОЧЕНАТА ПЛОЩ Е БЕЗ ОБЩИ ЧАСТИ!Представяме четиристаен мезон ...",https://www.imoti.com/obiava/34322033/prodava-4-staen-grad-sofiya-borovo,0882817565,34322033,598,06:54 27.01.2026,1,LUXIMMO FINEST ESTATES,,2807.02,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.653188
"480 000 €938 798,40 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Борово","град София, Борово
160 кв.м","6-ти ет., ТЕЦ, Луксозен апартамент с функционално разпределение, тип мезонет, спечелил награда за интериорен дизайн ...",https://www.imoti.com/obiava/82540213/prodava-4-staen-grad-sofiya-borovo,0878826677,82540213,598,15:28 25.01.2026,1,,,3000.0,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.653718
"385 000 €752 994,55 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
114 кв.м","8-ми ет., ТЕЦ, Продаваме забележителен, апартамент с четири спални, какъвто рядко излиза на пазара. Апартаментът ра ...",https://www.imoti.com/obiava/97998558/prodava-4-staen-grad-sofiya-gotse-delchev,0878887020,97998558,598,10:58 26.01.2026,1,,,3377.19,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.654237
"398 000 €778 420,34 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
147 кв.м","10-ти ет., ТЕЦ, LUXIMMO FINEST ESTATES: www.luximmo.bgЕксклузивно представяме атрактивен семеен имот на изключителна ...",https://www.imoti.com/obiava/66876510/prodava-4-staen-grad-sofiya-gotse-delchev,0988170875,66876510,598,16:38 06.01.2026,1,LUXIMMO FINEST ESTATES,,2707.48,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.654773
"296 000 €578 925,68 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Дианабад","град София, Дианабад
85 кв.м","8-ми ет., ТЕЦ, 3 СПАЛНИ, 2 БАНИ с ТОАЛЕТНИ, СЛЕД ЛУКСОЗЕН РЕМОНТАгенция Хоумуърлд продава 4-стаен непреходен апарта ...",https://www.imoti.com/obiava/56919086/prodava-4-staen-grad-sofiya-dianabad,0888705170,56919086,598,22:30 21.01.2026,1,,,3482.35,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.655319
"469 000 €917 284,27 лв.Цената е без ДДС",Продава  4-стаен,"град София, Дианабад","град София, Дианабад
146 кв.м","8-ми ет., 446647 БЕЗ КОМИСИОНА! БЕЗ ИНДЕКСАЦИЯ НА ЦЕНИ! ОТ ДОКАЗАН ИНВЕСТИТОР!Представяме Ви Simeonovsko 12, к ...",https://www.imoti.com/obiava/71321255/prodava-4-staen-grad-sofiya-dianabad,0883942516,71321255,598,09:54 15.01.2026,1,,,3212.33,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.655848
"642 600 €1 256 816,36 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
130 кв.м","3-ти ет., ТЕЦ, Предлагаме Ви просторен четиристаен апартамент в район Докторски паметник, на тиха улица, в близост  ...",https://www.imoti.com/obiava/49958060/prodava-4-staen-grad-sofiya-doktorski-pametnik,0896743844,49958060,598,15:25 09.01.2026,1,,,4943.08,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.656386
"740 000 €1 447 314,20 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
128 кв.м","3-ти ет., ТЕЦ, ЕКСКЛУЗИВНО! ЕРА Голд има удоволствието да Ви представи за продажба, просторен и слънчев апартамент  ...",https://www.imoti.com/obiava/49213302/prodava-4-staen-grad-sofiya-doktorski-pametnik,0889115777,49213302,598,12:34 07.01.2026,1,,,5781.25,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.656919
"768 500 €1 503 055,35 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Докторски паметник","град София, Докторски паметник
145 кв.м","4-ти ет., ТЕЦ, Прайм  имоти има удоволствието и привилегията да представи на вниманието на заинтересованите един из ...",https://www.imoti.com/obiava/40470181/prodava-4-staen-grad-sofiya-doktorski-pametnik,0888122325,40470181,598,09:00 02.01.2026,1,имоти,,5300.0,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.657456
"455 000 €889 902,65 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Иван Вазов","град София, Иван Вазов
90 кв.м","3-ти ет., ТЕЦ, ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК.....ОГЛЕДИ С КЛЮЧ!BULTRAD ...",https://www.imoti.com/obiava/89980137/prodava-4-staen-grad-sofiya-ivan-vazov,0885745979,89980137,598,23:26 13.01.2026,1,,,5055.56,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.657978
"455 000 €889 902,65 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Иван Вазов","град София, Иван Вазов
90 кв.м","3-ти ет., ТЕЦ, ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК.....ОГЛЕДИ С КЛЮЧ!BULTRAD ...",https://www.imoti.com/obiava/73341898/prodava-4-staen-grad-sofiya-ivan-vazov,0885745979,73341898,598,12:37 04.01.2026,1,,,5055.56,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.658515
"875 000 €1 711 351,25 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Изгрев","град София, Изгрев
180 кв.м","15-ти ет., Явлена, представя  на вниманието на най-взискателните ни клиенти - апартамент  в квартал Изгрев. Жил ...",https://www.imoti.com/obiava/89922232/prodava-4-staen-grad-sofiya-izgrev,0892505734,89922232,598,05:13 28.01.2026,1,,,4861.11,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.659038
"899 000 €1 758 291,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Изгрев","град София, Изгрев
173 кв.м","3-ти ет., ГАЗ, ТЕЦ, Unique Estates с удоволствие Ви представя стилен четиристаен апартамент за продажба в емблематична с ...",https://www.imoti.com/obiava/55353033/prodava-4-staen-grad-sofiya-izgrev,0882 300 400,55353033,598,12:50 13.01.2026,1,Unique Estates,,5196.53,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.659573
"530 000 €1 036 589,90 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Изток","град София, Изток
190 кв.м","6-ти ет., ТЕЦ, Страхотен огромен аристократичен апартамент с разпределение: просторно широко антре, светъл източен  ...",https://www.imoti.com/obiava/91234605/prodava-4-staen-grad-sofiya-iztok,0882034180,91234605,598,04:33 17.01.2026,1,,,2789.47,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.660091
"739 000 €1 445 358,37 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Изток","град София, Изток
228 кв.м",,https://www.imoti.com/obiava/36717651/prodava-4-staen-grad-sofiya-iztok,0879242433,36717651,598,13:16 05.01.2026,1,,,3241.23,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.660628
"385 000 €752 994,55 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
117 кв.м","4-ти ет., Лок.отопл., ПРОСТОРЕН, ВЪТРЕШЕН, ТИХ ап. на ТОП място: на минути от входа на Южния парк, МОЛ Парк център, в близ ...",https://www.imoti.com/obiava/82238489/prodava-4-staen-grad-sofiya-lozenets,02/9898425 АЛДЕС,82238489,598,17:44 08.01.2026,1,,,3290.6,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.661147
"388 000 €758 862,04 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
117 кв.м","4-ти ет., Лок.отопл., Би Пи Си представя на Вашето вниамние - апартамент в масивна сграда в гр.София, кв. Лозенец - 117 кв ...",https://www.imoti.com/obiava/58490928/prodava-4-staen-grad-sofiya-lozenets,0899898979,58490928,598,11:35 05.01.2026,1,,,3316.24,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:10.661688
"430 000 €841 006,90 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
120 кв.м","3-ти ет., Лок.отопл., Референтен код: DISL002 (моля, споменете този код, когато се свързвате с нас)Ние от MayVision Real E ...",https://www.imoti.com/obiava/59770933/prodava-4-staen-grad-sofiya-lozenets,0888344414,59770933,598,12:11 28.01.2026,1,,,3583.33,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.228993
"430 000 €841 006,90 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
120 кв.м","4-ти ет., Елентия Ви представя аристократичен 4-стаен апартамент в сърцето на кв.Лозенец.  ☆ Основни хар ...",https://www.imoti.com/obiava/82988297/prodava-4-staen-grad-sofiya-lozenets,0894431274,82988297,598,14:53 26.01.2026,1,,,3583.33,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.229594
"475 000 €929 019,25 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
120 кв.м","2-ри ет., LUXIMMO FINEST ESTATES: www.luximmo.bgЧетиристаен апартамент с отлично местоположение само на метри  ...",https://www.imoti.com/obiava/72685770/prodava-4-staen-grad-sofiya-lozenets,0882817578,72685770,598,23:22 05.01.2026,1,LUXIMMO FINEST ESTATES,,3958.33,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.230129
"480 000 €938 798,40 лв.Цената е с включено ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
115 кв.м","4-ти ет., ТЕЦ, Явлена Ви представя функционален и просторен тристаен апартамент с перфектна локация в кв. Лозенец,  ...",https://www.imoti.com/obiava/24036920/prodava-4-staen-grad-sofiya-lozenets,0892511003,24036920,598,09:20 16.01.2026,1,,,4173.91,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.230679
"499 000 €975 959,17 лв.Не се начислява ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
170 кв.м",,https://www.imoti.com/obiava/54939090/prodava-4-staen-grad-sofiya-lozenets,0888308716,54939090,598,17:09 26.01.2026,1,,,2935.29,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.231213
"428 486 €838 045,77 лв.Цената е без ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
210 кв.м","2-ри ет., 🏢 Четиристаен апартамент   директно от инвеститора, без комисиона!📍 София, бул. Черн ...",https://www.imoti.com/obiava/99261437/prodava-4-staen-grad-sofiya-lozenets,0887006001,99261437,598,13:10 16.01.2026,1,,,2040.41,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.231767
"440 158 €860 874,22 лв.Цената е без ДДС",Продава  4-стаен,"град София, Лозенец","град София, Лозенец
210 кв.м","2-ри ет., 🏢 Четиристаен апартамент   директно от инвеститора, без комисиона!📍 София, бул. Черн ...",https://www.imoti.com/obiava/65562717/prodava-4-staen-grad-sofiya-lozenets,0887006001,65562717,598,20:07 23.01.2026,1,,,2095.99,https://www.imoti.com/prodazhbi/grad-sofiya?pubtype=4~5~&sraion=86~4~14~15~6101~146~147~21~22~23~32~120~57~132~60~72~80~81~85~,2026-01-29T13:26:12.232311
