price_text,title,location,description,info_text,details_url,photos_text,contact_info,agency_name,agency_url,ref_no,total_offers,price_per_m2,search_url,scraped_at
180 000 €352 049.40 лв.,Продава 2-СТАЕН,"град Пловдив, Каменица 1","95 кв.м, 2-ри ет. от 5, Въведен в експлоатация 2022 г., 🔝 ТОП ЛОКАЦИЯ! Нова сграда с Акт 16, луксозни общи части и асансьор!  Представяме Ви простор ..., тел.: 0877898622","95 кв.м, 2-ри ет. от 5, Въведен в експлоатация 2022 г., 🔝 ТОП ЛОКАЦИЯ! Нова сграда с Акт 16, луксозни общи части и асансьор!  Представяме Ви простор ..., тел.: 0877898622",//www.imot.bg/obiava-1b175439646044039-prodava-dvustaen-apartament-grad-plovdiv-kamenitsa-1,Повече детайлии 17 снимки,0877898622,ПРОГРЕС,//progressplovdiv.imot.bg,1,0,1894.74,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.315579
119 900 €234 504.02 лв.,Продава 2-СТАЕН,"град Пловдив, Мараша","45 кв.м, 2-ри ет. от 4, Въведен в експлоатация 1980 - 1989 г., Двустаен апартамент на 1 минута пешеходно разстояние от УХТ, съвсем близо до Центъра.  Състои се от: ..., тел.: 0888334936","45 кв.м, 2-ри ет. от 4, Въведен в експлоатация 1980 - 1989 г., Двустаен апартамент на 1 минута пешеходно разстояние от УХТ, съвсем близо до Центъра.  Състои се от: ..., тел.: 0888334936",//www.imot.bg/obiava-1b176027793807539-prodava-dvustaen-apartament-grad-plovdiv-marasha,Повече детайлии 8 снимки,0888334936,,,1,0,2664.44,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.316812
136 400 €266 775.21 лв.,Продава 2-СТАЕН,"град Пловдив, Мараша","58 кв.м, 4-ти ет. от 6, 2000 г., ( Оферта - 8947) Малка сграда, среден етаж! След основен ремонт! АКРОНА ИМОТИ представя уютен, двуст ..., тел.: 0897650418","58 кв.м, 4-ти ет. от 6, 2000 г., ( Оферта - 8947) Малка сграда, среден етаж! След основен ремонт! АКРОНА ИМОТИ представя уютен, двуст ..., тел.: 0897650418",//www.imot.bg/obiava-1b176120999441419-prodava-dvustaen-apartament-grad-plovdiv-marasha,Повече детайлии 6 снимки,0897650418,АКРОНА НЕДВИЖИМИ ИМОТИ,//acrona.imot.bg,1,0,2351.72,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.317984
96 447 €188 633.94 лв.,Продава 2-СТАЕН,"град Пловдив, Младежки Хълм","59 кв.м, 2-ри ет. от 7, Ще бъде въведен в експлоатация 2027 г., За повече информация обадете ни се на тел: 0882 817 466 или 032 586 956 и цитирайте референтния номе ..., тел.: 0882817466","59 кв.м, 2-ри ет. от 7, Ще бъде въведен в експлоатация 2027 г., За повече информация обадете ни се на тел: 0882 817 466 или 032 586 956 и цитирайте референтния номе ..., тел.: 0882817466",//www.imot.bg/obiava-1b175224754734962-prodava-dvustaen-apartament-grad-plovdiv-mladezhki-halm,Повече детайлии 7 снимки,0882817466,БЪЛГЕРИАН ПРОПЕРТИС ПЛОВДИВ,//plvbulprop.imot.bg,1,0,1634.69,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.319140
120 000 €234 699.60 лв.,Продава 2-СТАЕН,"град Пловдив, Младежки Хълм","67 кв.м, Медицински университет, 4-ти ет. от 5, Ще бъде въведен в експлоатация 2026 г., Представяме ви двустаен апартамент с гледка към 'Младежки хълм'. Жилището се състои от: входно антре ..., тел.: 0884280733","67 кв.м, Медицински университет, 4-ти ет. от 5, Ще бъде въведен в експлоатация 2026 г., Представяме ви двустаен апартамент с гледка към 'Младежки хълм'. Жилището се състои от: входно антре ..., тел.: 0884280733",//www.imot.bg/obiava-1b176952196472555-prodava-dvustaen-apartament-grad-plovdiv-mladezhki-halm-meditsinski-universitet,Повече детайлии 14 снимки,0884280733,ЕКСЛУЗИВ ЕСТЕЙТС ЕЙДЖЪНСИ,//credit.imot.bg,1,0,1791.04,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.320315
130 000 €254 257.90 лв.,Продава 2-СТАЕН,"град Пловдив, Младежки Хълм","41 кв.м, 6-ти ет. от 9, Лок.отопл., Явлена продава чудесен двустаен апартамент, находящ се в тухлена сграда на метри от МОЛ Пловдив и ку ..., тел.: 0892542141","41 кв.м, 6-ти ет. от 9, Лок.отопл., Явлена продава чудесен двустаен апартамент, находящ се в тухлена сграда на метри от МОЛ Пловдив и ку ..., тел.: 0892542141",//www.imot.bg/obiava-1b176966035411812-prodava-dvustaen-apartament-grad-plovdiv-mladezhki-halm,Повече детайлии 6 снимки,0892542141,ЯВЛЕНА - ОФИС ПЛОВДИВ,//yavlena_plovdiv1.imot.bg,1,0,3170.73,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.321496
170 000 €332 491.10 лв.,Продава 2-СТАЕН,"град Пловдив, Младежки Хълм","67 кв.м, 3-ти ет. от 7, Въведен в експлоатация 2016 г., Офертата е Ексклузивна 31552 Двустаен в град Пловдив в център близо до ВМИ и второ РПУ цена 170 000  ..., тел.: 0896064030","67 кв.м, 3-ти ет. от 7, Въведен в експлоатация 2016 г., Офертата е Ексклузивна 31552 Двустаен в град Пловдив в център близо до ВМИ и второ РПУ цена 170 000  ..., тел.: 0896064030",//www.imot.bg/obiava-1b176348589461495-prodava-dvustaen-apartament-grad-plovdiv-mladezhki-halm,Повече детайлии 9 снимки,0896064030,ИМОТИ ММ,//imotimm.imot.bg,1,0,2537.31,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.322656
215 000 €420 503.45 лв.,Продава 2-СТАЕН,"град Пловдив, Младежки Хълм","112 кв.м, 5-ти ет. от 6, Въведен в експлоатация 2020 г., Представяме на вашето внимание стилен двустаен апартамент, разположен в централната част на Пловдив, ..., тел.: 0887462100","112 кв.м, 5-ти ет. от 6, Въведен в експлоатация 2020 г., Представяме на вашето внимание стилен двустаен апартамент, разположен в централната част на Пловдив, ..., тел.: 0887462100",//www.imot.bg/obiava-1b176761745759975-prodava-dvustaen-apartament-grad-plovdiv-mladezhki-halm,Повече детайлии 12 снимки,0887462100,ТОПБРОКЕР ПЛОВДИВ,//jupiter333.imot.bg,1,0,1919.64,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.323818
95 000 €185 803.85 лв.,Продава 2-СТАЕН,"град Пловдив, Център","64 кв.м, Площад Шарбазян, 5-ти ет. от 5, Въведен в експлоатация 1980 - 1989 г., Продава се от собственик. 64м? реална квадратура, за основен ремонт, преходна спалня и хол, 2 тераси ..., тел.: 0898736309","64 кв.м, Площад Шарбазян, 5-ти ет. от 5, Въведен в експлоатация 1980 - 1989 г., Продава се от собственик. 64м? реална квадратура, за основен ремонт, преходна спалня и хол, 2 тераси ..., тел.: 0898736309",//www.imot.bg/obiava-1b176945759631112-prodava-dvustaen-apartament-grad-plovdiv-tsentar-ploshtad-sharbazyan,Повече детайлии 6 снимки,0898736309,,,1,0,1484.38,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.324998
111 994 €219 041.23 лв.,Продава 2-СТАЕН,"град Пловдив, Център","38 кв.м, Четвъртък пазар, Въведен в експлоатация, реф.17667 ТОП ЛОКАЦИЯ !!! НОВА СГРАДА !!! ТИХ И СПОКОЕН РАЙОН !!!  Имаме удоволствието да предложим  ..., тел.: 0890588882","38 кв.м, Четвъртък пазар, Въведен в експлоатация, реф.17667 ТОП ЛОКАЦИЯ !!! НОВА СГРАДА !!! ТИХ И СПОКОЕН РАЙОН !!!  Имаме удоволствието да предложим  ..., тел.: 0890588882",//www.imot.bg/obiava-1b176536197771640-prodava-dvustaen-apartament-grad-plovdiv-tsentar-chetvartak-pazar,Повече детайлии 10 снимки,0890588882,ПЕРСПЕКТИВА,//perspektivaimot.imot.bg,1,0,2947.21,https://www.imot.bg/obiavi/prodazhbi/grad-plovdiv/tsentar/dvustaen?raioni=5982~5986~5988~5991~6360~,2026-01-30T18:08:39.326162
