price_text,title,location,size_text,description,details_url,ref_no,agency_name,search_url,scraped_at
800€/месец,Модерно обзаведен двустаен апартамент в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(11€/м2)(21,43лв./м2)Площ: 73.00 м2Етаж: 8","Предлагаме под наем отлично поддържан апартамент с 1 спалня и прекрасна гледка към града и планината в предпочитания район Малинова долина, близо до новопостроени жилищни комплекси, бул. Симеоновско шосе, супермаркет Фантастико, ресторанти, учебните заведения на Студентски",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88705-dvustaen-apartament-pod-naem-v-sofiya.html,,Магдалена Цоклинова,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.853851
630€/месец,Дизайнерски двустаен апартамент под наем в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(11€/м2)(21,98лв./м2)Площ: 56.06 м2Етаж: 2","Предлагаме под наем напълно оборудван дизайнерски двустаен апартамент, разположен в един от развиващите се и предпочитани квартали на София – Малинова долина. Жилището се отличава с висок клас изпълнение, съвременни интериорни решения и енергиен клас А, гарантиращ ниски разходи и",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88950-dvustaen-apartament-pod-naem-v-sofiya.html,,Кирил Календерски,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.856142
1 500€/месец,Луксозен апартамент с впечатляваща покривна тераса под наем в кв. Драгалевци,"гр. София,кв. ""Драгалевци""","(6,31€/м2)(12,34лв./м2)Площ: 237.78 м2Етаж: 4","Представяме ви изключителен луксозен апартамент под наем, разположен в един от най-престижните и предпочитани квартали на София – Драгалевци, в подножието на Витоша. Имотът впечатлява с простор, светлина, внимание към детайла и внушителна тераса, която го отличава като рядко",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88945-dvustaen-apartament-pod-naem-v-sofiya.html,,инж. Даниела Тотева,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.858549
450€/месец,Компактен двустаен апартамент в кв. Бояна,"гр. София,кв. ""Бояна""","(8,65€/м2)(16,93лв./м2)Площ: 52.00 м2Етаж: 3","Компактен двустаен апартамент под наем, ситуиран в кв. Бояна, непосредствено до парка на Национален исторически музей – удобно отдалечен от Околовръстен път, но с бърза връзка към ключовия възел. 

Имотът е с площ 52 кв.м. и благоприятно южно изложение, намира се на последен",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-75337-dvustaen-apartament-pod-naem-v-sofiya.html,,Иванка Стойкова,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.860727
719€/месец,Двустаен апартамент под наем в престижния квартал Лозенец,"гр. София,кв. ""Лозенец""","(12€/м2)(22,68лв./м2)Площ: 62.00 м2Етаж: 8","Представяме Ви стилен двустаен апартамент под наем, разположен в новопостроена представителна сграда в един от най-престижните столични квартали – Лозенец. Жилището впечатлява с висок клас изпълнение, изцяло ново обзавеждане и внимателно подбрани детайли, които осигуряват",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88906-dvustaen-apartament-pod-naem-v-sofiya.html,,Даниел Тонев,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.862936
600€/месец,Готов за нанасяне двустаен апартамент в кв. Хладилника,"гр. София,кв. ""Хладилника""","(10€/м2)(19,56лв./м2)Площ: 60.00 м2Етаж: 5","Предлагаме за отдаване под наем двустаен апартамент в един от най-търсените райони на София – кв. Хладилника, отличаващ се с изключително удобна локация и приятна жилищна среда. Имотът се намира в близост до метростанция Витоша, Южен парк и Парадайс Център – само на 4 минути",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88862-dvustaen-apartament-pod-naem-v-sofiya.html,,Даниел Тонев,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.865141
370€/месец,Студио под наем в кв. Витоша,"гр. София,кв. ""Витоша""","(11€/м2)(20,68лв./м2)Площ: 35.00 м2Етаж: 1","Представяме ви изцяло обзаведен и функционален едностаен апартамент, разположен в тих и спокоен район на столичния квартал Витоша. Имотът разполага с всички необходими мебели и уреди, готов е за нанасяне.

Разпределение:
• Входно антре
• Просторна дневна с трапезария и",https://www.bulgarianproperties.bg/imoti-ednostayni-apartamenti/imot-86315-ednostaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.867596
630€/месец,Модерно студио под наем до НДК – топ локация в центъра на столицата,"гр. София,кв. ""Център""","(20€/м2)(39,75лв./м2)Площ: 31.00 м2Етаж: 3","Модерно студио под наем в центъра на София, само на крачки от НДК, предлага уникалната възможност да живеете в една от най-престижните и удобни локации в столицата. Разположено на трети етаж в добре поддържана сграда, жилището съчетава спокойствието на тиха среда с всички",https://www.bulgarianproperties.bg/imoti-ednostayni-apartamenti/imot-88836-ednostaen-apartament-pod-naem-v-sofiya.html,,Кирил Календерски,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.869817
600€/месец,"Двустаен апартамент близо до Университет по архитектура, строителство и геодезия","гр. София,кв. ""Център""","(11€/м2)(21,34лв./м2)Площ: 55.00 м2Етаж: 2","Добре поддържан, комфортно обзаведен двустаен апартамент под наем в сърцето на столицата,  до бул. Евлоги и Христо Георгиеви, между НДК и Борисова градина, близо до бул. Васил Левски, метростанции Стадион Васил Левски, метростанция Св. Патриарх Евтимий, Университет по",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88716-dvustaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.871945
800€/месец,Просторен и стилно обзаведен тристаен апартамент под наем в кв. Карпузица,"гр. София,кв. ""Карпузица""","(7,27€/м2)(14,22лв./м2)Площ: 110.00 м2Етаж: 2","Представяме ви просторен и стилно обзаведен тристаен апартамент под наем, разположен в предпочитания квартал Карпузица. Жилището е с площ от 110 кв. м., намира се на втори етаж в модерна тухлена сграда от 2019 г., с асансьор и контролиран достъп, което осигурява спокойна и",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88128-tristaen-apartament-pod-naem-v-sofiya.html,,Иванка Стойкова,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.874251
990€/месец,Просторен тристаен апартамент до Медицинска академия,"гр. София,кв. ""Медицинска академия""","(9,90€/м2)(19,36лв./м2)Площ: 100.00 м2Етаж: 5","Напълно обзаведен, луксозен тристаен апартамент с площ 100 кв. м., който впечатлява със стил, функционалност в близост до Медицинска академия и на входа на Майчин дом на ул.Порто Лагос.  Разположен е на 5-ти етаж в тухлена сграда с добре общи части и вход. Намира се в района на",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88305-tristaen-apartament-pod-naem-v-sofiya.html,,инж. Даниела Тотева,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.876717
1 200€/месец,Луксозен тристаен апартамент с подземно паркомясто във Флора Парк,"гр. София,кв. ""Манастирски ливади""","(10€/м2)(19,56лв./м2)Площ: 120.00 м2Етаж: 3","Уютен и светъл тристаен апартамент в качествен комплекс с паркови алеи, професионално озеленяване, детски площадки, спа център с басейн, открит фитнес и ресторант, денонощна охрана, контрол на достъпа и видеонаблюдение, разположен в тих и спокоен район на кв. Манастирски ливади с",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-84434-tristaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.879255
1 700€/месец,Тристаен апартамент с паркомясто в престижния Есте Хоум & Спа/Este Home&Spa,"гр. София,кв. ""Изток""","(13€/м2)(25,58лв./м2)Площ: 130.00 м2Етаж: 4","Предлагаме под наем луксозно обзаведен тристаен апартамент в изключителния Есте Хоум & Спа/Este Home&Spa. 

Комплекс Este Home & Spa е разположен в един от най-елитните жилищни квартали в София – кв. Изток, предпочитан заради комуникативното си местоположение, само на 10 минути",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-74997-tristaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.881457
500€/месец,Двустаен апартамент под наем до метростанция „Св. Патриарх Евтимий“,"гр. София,кв. ""Център""","(8,33€/м2)(16,30лв./м2)Площ: 60.00 м2","Предлагаме под наем двустаен апартамент с площ от 60 кв.м, разположен в самия център на София, само на метри от метростанция „Св. Патриарх Евтимий“ и пешеходно разстояние от всички удобства на града.

Жилището се намира на партерен етаж в добре поддържана сграда и е подходящо",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88773-dvustaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.883755
450€/месец,Обзаведен апартамент с една спалня в кв. Павлово,"гр. София,кв. ""Павлово""","(8,18€/м2)(16лв./м2)Площ: 55.00 м2Етаж: 7","Представяме ви уютен двустаен апартамент под наем в предпочитания столичен квартал Павлово – район, който се радва на спокойствие, зеленина и същевременно на отлична комуникация с централната част на София.

Имотът е с площ от 55 кв. м., разположен на 7-ми етаж в  панелна",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-87688-dvustaen-apartament-pod-naem-v-sofiya.html,,Иван Каменов,https://www.bulgarianproperties.bg/Search/index.php?sady=2&stown_text1769203711=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769203711=&stop_text1769203711=&spredlog=in&sdevv_text1769203711=&stip%5B%5D=10&minprice=&maxprice=&minarea=&mingarden=&minbedrom=&skeyword=&sref_no=&c=Search&from_search_form=advanced&stown=4732,2026-01-23T21:56:31.885966
