id,type,url,time,location,title,description,status,photos,price_value,price_currency,price_per_square_meter,price_period,main_photo,is_favorite,offer_type,property_type,date_added,search_url,total_offers,location_id,num_photos,neighborhoods,main_property_type
33699,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-16795m2-sofiya-kokalyane/la33699,днес," Кокаляне, София","Земеделска земя, 16795m²","Категория 7, Нива",1,[],0.0,EUR,0 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050707,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
34315,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-4333m2-ruse-ruse/la34315,вчера,"Русе, Русе","Земеделска земя, 4333m²",Нива,1,[],60662.0,EUR,14 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050770,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
35009,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-895m2-sliven-vilna-zona/la35009,вчера," Вилна зона, Сливен","Земеделска земя, 895m²",Друго,1,['https://homes.bg/2025-09-20_2/115752334'],10000.0,ЛЕВА,11 ЛЕВА/m²,,,False, продажба,,2025-09-21 18:03:47.050793,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,1.0,[],земеделска земя
34547,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-959m2-sliven-s.byala/la34547,вчера,"с.Бяла, Сливен","Земеделска земя, 959m²","Категория 9, Нива",1,[],5000.0,EUR,5 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050809,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
34885,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-4000m2-aksakovo-s.oreshak/la34885,вчера,"с.Орешак, Аксаково","Земеделска земя, 4000m²","Категория 6, Нива",1,[],5000.0,EUR,1 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050823,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
24663,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-1000m2-suhindol-s.gorsko-kalugerovo/la24663,вчера,"с.Горско Калугерово, Сухиндол","Земеделска земя, 1000m²","Категория 3, Лозе",1,['https://homes.bg/2023-03-31_2/97047605'],1280.0,EUR,1 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050837,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,1.0,[],земеделска земя
34884,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-13500m2-varna-s.topoli/la34884,вчера,"с.Тополи, Варна","Земеделска земя, 13500m²","Категория 3, Нива",1,[],135500.0,EUR,10 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050851,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
25145,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-4000m2-aksakovo-s.osenovo/la25145,вчера,"с.Осеново, Аксаково","Земеделска земя, 4000m²","Категория 6, Нива",1,[],40000.0,EUR,10 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050864,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,0.0,[],земеделска земя
25142,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-2500m2-aksakovo-s.kichevo/la25142,вчера,"с.Кичево, Аксаково","Земеделска земя, 2500m²","Категория 6, Нива",1,['https://homes.bg/2023-08-21_2/103484500'],12800.0,EUR,5 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050877,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,1.0,[],земеделска земя
24662,la,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-4800m2-suhindol-s.gorsko-kalugerovo/la24662,вчера,"с.Горско Калугерово, Сухиндол","Земеделска земя, 4800m²","Категория 9, Нива",1,['https://homes.bg/2023-03-31_2/97047587'],1500.0,EUR,0 EUR/m²,,,False, продажба,,2025-09-21 18:03:47.050890,https://www.homes.bg/api/offers??currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2166,,1.0,[],земеделска земя
