id,type,url,time,location,title,description,status,photos,price_value,price_currency,price_per_square_meter,price_period,main_photo,is_favorite,offer_type,property_type,date_added,search_url,total_offers,location_id,num_photos,neighborhoods,main_property_type
1585907,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-75m2-sofiya-medicinska-akademiya/as1585907,вчера," Медицинска академия, София","Двустаен, 75m²","Тухла, Необзаведен, Без отопление",1,"['https://homes.bg/2025-01-10_2/112646150', 'https://homes.bg/2025-01-10_2/112646151', 'https://homes.bg/2025-01-10_2/112646152', 'https://homes.bg/2025-01-10_2/112646153', 'https://homes.bg/2025-01-10_2/112646154']",250000.0,EUR,"3,333 EUR/m²",,,False, продажба,PropertyType.DVUSTAEN,2025-01-11 18:02:56.381369,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,5.0,['Медицинска академия'],апартамент
1573082,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-94m2-sofiya-medicinska-akademiya/as1573082,вчера," Медицинска академия, София","Тристаен, 94m²","Тухла, Полуобзаведен, ТЕЦ",1,"['https://homes.bg/2024-06-21_1/110102359', 'https://homes.bg/2024-06-21_1/110102360', 'https://homes.bg/2024-06-21_1/110102361', 'https://homes.bg/2024-06-21_1/110102362', 'https://homes.bg/2024-06-21_1/110102363', 'https://homes.bg/2024-06-21_1/110102364', 'https://homes.bg/2024-06-21_1/110102365', 'https://homes.bg/2024-06-21_1/110102366', 'https://homes.bg/2024-06-21_1/110102367', 'https://homes.bg/2024-06-21_1/110102368']",310000.0,EUR,"3,297 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-01-11 18:02:56.381441,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,10.0,['Медицинска академия'],апартамент
1604974,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-77m2-sofiya-medicinska-akademiya/as1604974,," Медицинска академия, София","Тристаен, 77m²","Тухла, Необзаведен, ТЕЦ",1,"['https://homes.bg/2025-01-09_2/112628159', 'https://homes.bg/2025-01-09_2/112628160', 'https://homes.bg/2025-01-09_2/112628161', 'https://homes.bg/2025-01-09_2/112628162', 'https://homes.bg/2025-01-09_2/112628163', 'https://homes.bg/2025-01-09_2/112628164', 'https://homes.bg/2025-01-09_2/112628165', 'https://homes.bg/2025-01-09_2/112628166', 'https://homes.bg/2025-01-09_2/112628167', 'https://homes.bg/2025-01-09_2/112628168']",327000.0,EUR,"4,246 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-01-11 18:02:56.381474,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,10.0,['Медицинска академия'],апартамент
1605339,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-63m2-sofiya-medicinska-akademiya/as1605339,," Медицинска академия, София","Двустаен, 63m²",Обзаведен,1,"['https://homes.bg/2025-01-09_1/112626213', 'https://homes.bg/2025-01-09_1/112626214', 'https://homes.bg/2025-01-09_1/112626215', 'https://homes.bg/2025-01-09_1/112626216', 'https://homes.bg/2025-01-09_1/112626217', 'https://homes.bg/2025-01-09_1/112626218', 'https://homes.bg/2025-01-09_1/112626219', 'https://homes.bg/2025-01-09_1/112626220', 'https://homes.bg/2025-01-09_1/112626221']",230000.0,EUR,"3,650 EUR/m²",,,False, продажба,PropertyType.DVUSTAEN,2025-01-11 18:02:56.381502,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,9.0,['Медицинска академия'],апартамент
1567246,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-161m2-sofiya-medicinska-akademiya/as1567246,," Медицинска академия, София","Тристаен, 161m²","Тухла, ТЕЦ",1,"['https://homes.bg/2024-05-22_1/109723922', 'https://homes.bg/2024-05-22_1/109723923', 'https://homes.bg/2024-05-22_1/109723924', 'https://homes.bg/2024-05-22_1/109723925', 'https://homes.bg/2024-05-22_1/109723926', 'https://homes.bg/2024-05-22_1/109723927']",580464.0,EUR,"3,605 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-01-11 18:02:56.381520,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,6.0,['Медицинска академия'],апартамент
1376943,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-190m2-sofiya-medicinska-akademiya/as1376943,," Медицинска академия, София","Четиристаен, 190m²","Тухла, Необзаведен, ТЕЦ",1,"['https://homes.bg/2021-12-02_2/77557743', 'https://homes.bg/2021-12-02_2/77557749', 'https://homes.bg/2021-12-02_2/77557746', 'https://homes.bg/2021-12-02_2/77557744', 'https://homes.bg/2021-12-02_2/77557748', 'https://homes.bg/2021-12-02_2/77557742', 'https://homes.bg/2021-12-02_2/77557747', 'https://homes.bg/2021-12-02_2/77557745']",490000.0,EUR,"2,578 EUR/m²",,,False, продажба,PropertyType.CHETIRISTAEN,2025-01-11 18:02:56.381537,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,8.0,['Медицинска академия'],апартамент
1568158,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-113m2-sofiya-medicinska-akademiya/as1568158,," Медицинска академия, София","Четиристаен, 113m²","Тухла, Обзаведен, ТЕЦ",1,"['https://homes.bg/2024-05-28_2/109790985', 'https://homes.bg/2024-05-28_2/109790992', 'https://homes.bg/2024-05-28_2/109790986', 'https://homes.bg/2024-05-28_2/109790987', 'https://homes.bg/2024-05-28_2/109790988', 'https://homes.bg/2024-05-28_2/109790989', 'https://homes.bg/2024-05-28_2/109790990', 'https://homes.bg/2024-05-28_2/109790994', 'https://homes.bg/2024-05-28_2/109790993', 'https://homes.bg/2024-05-28_2/109790995']",349000.0,EUR,"3,088 EUR/m²",,,False, продажба,PropertyType.CHETIRISTAEN,2025-01-11 18:02:56.381554,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,10.0,['Медицинска академия'],апартамент
1597284,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-108m2-sofiya-medicinska-akademiya/as1597284,," Медицинска академия, София","Тристаен, 108m²","Тухла, ТЕЦ",1,"['https://homes.bg/2024-12-20_1/112502697', 'https://homes.bg/2024-12-20_1/112502698', 'https://homes.bg/2024-12-20_1/112502699', 'https://homes.bg/2024-12-20_1/112502700', 'https://homes.bg/2024-12-20_1/112502701', 'https://homes.bg/2024-12-20_1/112502702', 'https://homes.bg/2024-12-20_1/112502703', 'https://homes.bg/2024-12-20_1/112502704']",329000.0,EUR,"3,046 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-01-11 18:02:56.381571,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,8.0,['Медицинска академия'],апартамент
1480925,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-65m2-sofiya-medicinska-akademiya/as1480925,," Медицинска академия, София","Двустаен, 65m²","Тухла, Обзаведен, Електричество",1,"['https://homes.bg/2023-03-20_2/96530992', 'https://homes.bg/2023-03-20_2/96530998', 'https://homes.bg/2023-03-20_2/96530996', 'https://homes.bg/2023-03-20_2/96530999', 'https://homes.bg/2023-03-20_2/96530993', 'https://homes.bg/2023-03-20_2/96530994', 'https://homes.bg/2023-03-20_2/96530997', 'https://homes.bg/2023-03-20_2/96530995', 'https://homes.bg/2023-03-20_2/96530991', 'https://homes.bg/2023-03-20_2/96531000']",150000.0,EUR,"2,307 EUR/m²",,,False, продажба,PropertyType.DVUSTAEN,2025-01-11 18:02:56.381586,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,10.0,['Медицинска академия'],апартамент
1408199,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-105m2-sofiya-medicinska-akademiya/as1408199,," Медицинска академия, София","Тристаен, 105m²","ЕПК, Необзаведен, ТЕЦ",1,"['https://homes.bg/2022-04-27_1/83003549', 'https://homes.bg/2022-04-27_1/83003550', 'https://homes.bg/2022-04-27_1/83003551', 'https://homes.bg/2022-04-27_1/83003552', 'https://homes.bg/2022-04-27_1/83003553', 'https://homes.bg/2022-04-27_1/83003554', 'https://homes.bg/2022-04-27_1/83003555', 'https://homes.bg/2022-04-27_1/83003556', 'https://homes.bg/2022-04-27_1/83003557']",230000.0,EUR,"2,190 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-01-11 18:02:56.381604,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=437,31,София,9.0,['Медицинска академия'],апартамент
