id,type,url,time,location,title,description,status,photos,price_value,price_currency,price_per_square_meter,price_period,main_photo,is_favorite,offer_type,property_type,date_added,search_url,total_offers,location_id,num_photos,neighborhoods,main_property_type
1247316,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-165m2-sofiya-zhk.-iztok/as1247316,днес,"жк. Изток, София","Четиристаен, 165m²","Тухла, Полуобзаведен, ТЕЦ",1,"['https://homes.bg/2022-05-13_2/83611761', 'https://homes.bg/2022-05-13_2/83611759', 'https://homes.bg/2022-05-13_2/83611760', 'https://homes.bg/2022-05-13_2/83611765', 'https://homes.bg/2022-05-13_2/83611764', 'https://homes.bg/2022-05-13_2/83611763', 'https://homes.bg/2022-05-13_2/83611758', 'https://homes.bg/2022-05-13_2/83611757', 'https://homes.bg/2022-05-13_2/83611762', 'https://homes.bg/2020-05-31_2/51517166']",430000.0,EUR,"2,606 EUR/m²",,,False, продажба,PropertyType.CHETIRISTAEN,2025-04-09 18:02:36.257018,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1551943,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-220m2-sofiya-zhk.-iztok/as1551943,,"жк. Изток, София","Четиристаен, 220m²","Тухла, Обзаведен, ТЕЦ",1,"['https://homes.bg/2024-03-05_2/108649798', 'https://homes.bg/2024-03-05_2/108649799', 'https://homes.bg/2024-03-05_2/108649800', 'https://homes.bg/2024-03-05_2/108649801', 'https://homes.bg/2024-03-05_2/108649808', 'https://homes.bg/2024-03-05_2/108649813', 'https://homes.bg/2024-03-05_2/108649814', 'https://homes.bg/2024-03-05_2/108649816', 'https://homes.bg/2024-03-05_2/108649817', 'https://homes.bg/2024-03-05_2/108649818']",855000.0,EUR,"3,886 EUR/m²",,,False, продажба,PropertyType.CHETIRISTAEN,2025-04-09 18:02:36.257099,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1620865,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-80m2-sofiya-zhk.-iztok/as1620865,,"жк. Изток, София","Тристаен, 80m²","Тухла, Необзаведен, ТЕЦ",1,"['https://homes.bg/2025-04-04_1/113629854', 'https://homes.bg/2025-04-04_1/113629855', 'https://homes.bg/2025-04-04_1/113629856', 'https://homes.bg/2025-04-04_1/113629858', 'https://homes.bg/2025-04-04_1/113629859', 'https://homes.bg/2025-04-04_1/113629860', 'https://homes.bg/2025-04-04_1/113629861', 'https://homes.bg/2025-04-04_1/113629862', 'https://homes.bg/2025-04-04_1/113629863']",302000.0,EUR,"3,775 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-04-09 18:02:36.257136,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,9.0,['Изток'],апартамент
1611429,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-145m2-sofiya-zhk.-iztok/as1611429,,"жк. Изток, София","Многостаен, 145m²",Тухла,1,"['https://homes.bg/2025-02-11_1/112996798', 'https://homes.bg/2025-02-11_1/112996799', 'https://homes.bg/2025-02-11_1/112996800', 'https://homes.bg/2025-02-11_1/112996801', 'https://homes.bg/2025-02-11_1/112996802', 'https://homes.bg/2025-02-11_1/112996803', 'https://homes.bg/2025-02-11_1/112996804', 'https://homes.bg/2025-02-11_1/112996805', 'https://homes.bg/2025-02-11_1/112996806', 'https://homes.bg/2025-02-11_1/112996807']",349000.0,EUR,"2,406 EUR/m²",,,False, продажба,PropertyType.MNOGOSTAEN,2025-04-09 18:02:36.257173,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1597780,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-68m2-sofiya-zhk.-iztok/as1597780,,"жк. Изток, София","Двустаен, 68m²",Панел,1,"['https://homes.bg/2024-11-21_1/112140194', 'https://homes.bg/2024-11-21_1/112140195', 'https://homes.bg/2024-11-21_1/112140196', 'https://homes.bg/2024-11-21_1/112140197', 'https://homes.bg/2024-11-21_1/112140198', 'https://homes.bg/2024-11-21_1/112140199', 'https://homes.bg/2024-11-21_1/112140200', 'https://homes.bg/2024-11-21_1/112140201', 'https://homes.bg/2024-11-21_1/112140202', 'https://homes.bg/2024-11-21_1/112140203']",210000.0,EUR,"3,088 EUR/m²",,,False, продажба,PropertyType.DVUSTAEN,2025-04-09 18:02:36.257208,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1611428,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-158m2-sofiya-zhk.-iztok/as1611428,,"жк. Изток, София","Тристаен, 158m²","Тухла, ТЕЦ",1,"['https://homes.bg/2025-02-11_1/112996790', 'https://homes.bg/2025-02-11_1/112996791', 'https://homes.bg/2025-02-11_1/112996792', 'https://homes.bg/2025-02-11_1/112996793', 'https://homes.bg/2025-02-11_1/112996794', 'https://homes.bg/2025-02-11_1/112996795', 'https://homes.bg/2025-02-11_1/112996796', 'https://homes.bg/2025-02-11_1/112996797']",379000.0,EUR,"2,398 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-04-09 18:02:36.257232,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,8.0,['Изток'],апартамент
1610800,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-63m2-sofiya-zhk.-iztok/as1610800,,"жк. Изток, София","Двустаен, 63m²","ЕПК, ТЕЦ",1,"['https://homes.bg/2025-02-07_1/112957947', 'https://homes.bg/2025-02-07_1/112957948', 'https://homes.bg/2025-02-07_1/112957949', 'https://homes.bg/2025-02-07_1/112957950', 'https://homes.bg/2025-02-07_1/112957951', 'https://homes.bg/2025-02-07_1/112957952', 'https://homes.bg/2025-02-07_1/112957953', 'https://homes.bg/2025-02-07_1/112957954', 'https://homes.bg/2025-02-07_1/112957955', 'https://homes.bg/2025-02-07_1/112957956']",210000.0,EUR,"3,333 EUR/m²",,,False, продажба,PropertyType.DVUSTAEN,2025-04-09 18:02:36.257264,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1567026,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-112m2-sofiya-zhk.-iztok/as1567026,,"жк. Изток, София","Тристаен, 112m²","Тухла, ТЕЦ",1,"['https://homes.bg/2024-05-30_1/109819737', 'https://homes.bg/2024-05-30_1/109819738', 'https://homes.bg/2024-05-30_1/109819739', 'https://homes.bg/2024-05-30_1/109819740', 'https://homes.bg/2024-05-30_1/109819741', 'https://homes.bg/2024-05-30_1/109819742', 'https://homes.bg/2024-05-30_1/109819743', 'https://homes.bg/2024-05-30_1/109819744', 'https://homes.bg/2024-05-30_1/109819745', 'https://homes.bg/2024-05-30_1/109819746']",340000.0,EUR,"3,035 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-04-09 18:02:36.257287,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,10.0,['Изток'],апартамент
1607074,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-88m2-sofiya-zhk.-iztok/as1607074,,"жк. Изток, София","Тристаен, 88m²","Тухла, Полуобзаведен, ТЕЦ",1,"['https://homes.bg/2025-01-22_1/112769773', 'https://homes.bg/2025-01-22_1/112769774', 'https://homes.bg/2025-01-22_1/112769775', 'https://homes.bg/2025-01-22_1/112769776', 'https://homes.bg/2025-01-22_1/112769777', 'https://homes.bg/2025-01-22_1/112769778']",310000.0,EUR,"3,522 EUR/m²",,,False, продажба,PropertyType.TRISTAEN,2025-04-09 18:02:36.257310,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,6.0,['Изток'],апартамент
1613556,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-209m2-sofiya-zhk.-iztok/as1613556,,"жк. Изток, София","Многостаен, 209m²","Тухла, Необзаведен, ТЕЦ",1,"['https://homes.bg/2025-02-21_1/113118043', 'https://homes.bg/2025-02-21_1/113118044', 'https://homes.bg/2025-02-21_1/113118045']",514800.0,EUR,"2,463 EUR/m²",,,False, продажба,PropertyType.MNOGOSTAEN,2025-04-09 18:02:36.257324,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,40,София,3.0,['Изток'],апартамент
