title,price_and_currency,location,details_url,property_type,area,agency,agency_url,floor,price_per_m2,description,reference_number,is_top_ad,num_photos,date_added,offer_type,price,currency,city,neighborhood,site,ref_no
"продава Двустаен апартамент, 74 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001710/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 3 от 34,Цена на /м2/:2 149EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-02 14:13:07.534568,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 67 м2",159 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5942710/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 67 м2,АДРЕС Недвижими имоти АД,,Етаж: 6 от 14,Цена на /м2/:2 373EUR,"Двустаен тухлен апартамент със застроена площ 54 кв.м. в затворен комплекс Teatrаlna Park Residence. Разпределение: дневна с кухненски бокс и трапезария, спалня, баня с тоалетна, склад и тераса....",,False,4,2025-01-02 14:13:07.535012,продава,159000,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004972/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 18,Цена на /м2/:2 092EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-02 14:13:07.535456,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004973/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 18,Цена на /м2/:2 092EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-02 14:13:07.535903,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004969/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 8,Цена на /м2/:2 145EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,3,2025-01-02 14:13:07.536347,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004978/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 18,Цена на /м2/:2 203EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-02 14:13:07.536823,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004982/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 18,Цена на /м2/:2 203EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-02 14:13:07.537286,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 66 м2",164 450EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5909418/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 66 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 5 от 14,Цена на /м2/:2 492EUR,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!!!ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев двустаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от...",,False,1,2025-01-02 14:13:07.537818,продава,164450,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004967/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 8,Цена на /м2/:2 197EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-02 14:13:07.538269,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004968/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 8,Цена на /м2/:2 197EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-02 14:13:07.538722,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004976/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 5 от 18,Цена на /м2/:2 257EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,3,2025-01-02 14:13:07.539171,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004981/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 5 от 18,Цена на /м2/:2 257EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-02 14:13:07.539614,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 57 м2",170 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5998018/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 57 м2,Естейт Фактори,,Етаж: 5 от 8,Цена на /м2/:2 982EUR,За първи път на пазара! Имотът е със сменени щрангове. На етаж 5 от 8 в сграда от 1974г. Намира се между ул. Лисец и ул. Оборище,,False,4,2025-01-02 14:13:07.540058,продава,170000,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",170 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004979/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 6 от 18,Цена на /м2/:2 297EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-02 14:13:07.540507,продава,170000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 62 м2",173 250EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5909986/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 62 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 9 от 14,Цена на /м2/:2 794EUR,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!!!ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев двустаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от...",,False,1,2025-01-02 14:13:07.541040,продава,173250,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 65 м2",179 025EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5847979/?sid=h892j0&page=1,PropertyType.DVUSTAEN, 65 м2,ERA Младост,,Етаж:,Цена на /м2/:2 754EUR,"Без комисионна! Цена на инвеститор! Ера Младост представя  сложен и взискателен жилищен комплекс с Централна локация продиктувана от няколко ключови изисквания за проекта:Градски силует,...",,False,6,2025-01-02 14:13:07.541498,продава,179025,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 65 м2",179 025EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5909983/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 65 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 12 от 14,Цена на /м2/:2 754EUR,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!!!ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев двустаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от...",,False,1,2025-01-02 14:13:09.648156,продава,179025,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 61 м2",179 025EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5909987/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 61 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 11 от 14,Цена на /м2/:2 935EUR,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!!!ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев двустаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от...",,False,1,2025-01-02 14:13:09.648734,продава,179025,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 55 м2",179 900EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/dvustaen/5929081/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 55 м2,АДРЕС Недвижими имоти АД,,Етаж: -1 от 5,Цена на /м2/:3 271EUR,"Двустаен апартамент на партерен етаж. Състои се от: дневна с кухненски бокс, спалня и баня с тоалетна. Изложението е югозапад- северозапад. Подходящ както за живеене така и за офис или...",,False,7,2025-01-02 14:13:09.649203,продава,179900,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 60 м2",180 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/5954138/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 60 м2,ЮНИК ЕСТЕЙТС,,Етаж: 2 от 6,Цена на /м2/:3 000EUR,"Unique Estates представя на Вашето внимание двустайно жилище в район Лозенец. Намира се на първи надпартерен етаж, в непосредствена близос до Южен парк и мол. Имота е...",,False,2,2025-01-02 14:13:09.649715,продава,180000,EUR,София,Хладилника,Site.IMOTINET,
"продава Тристаен апартамент, 67 м2",180 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/tristaen/6013334/?sid=h892j0&page=2,PropertyType.TRISTAEN, 67 м2,Революшън Сейлс,,Етаж: 7 от 7,Цена на /м2/:2 687EUR,"Революшън Естейт има удоволствието да Ви представи тристаен апартамент с ЧУДЕСНА локация в ж.к. Изток.Местоположението е повече от прекрасно, защото сградата се намира в...",,False,10,2025-01-02 14:13:09.650313,продава,180000,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 107 м2",180 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5984926/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 107 м2,iHOME REAL ESTATE,,Етаж: 3 от 9,Цена на /м2/:1 682EUR,"iHOME REAL ESTATE предлага двустаен апартамент в сграда в близост до Парк 'Заимов' ,'бул. 'Мадрид  и ул. Черковна'.Апартамент 02 е с обща площ от 75 кв.м., плюс 32 кв.м. тераса ,...",,False,5,2025-01-02 14:13:09.650823,продава,180000,EUR,София,Оборище,Site.IMOTINET,
"продава Тристаен апартамент, 75 м2",181 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/tristaen/5849570/?sid=h892j0&page=2,PropertyType.TRISTAEN, 75 м2,Явлена Изток,,Етаж: 5 от 6,Цена на /м2/:2 413EUR,"Явлена- Изток продава тристаен апартамент със площ 75 м2, на 5 минути пеша от метростанция и две автобусни линии, на 10 минути пеша от Цариградско шосе, до нова детска градина и озеленено...",,False,10,2025-01-02 14:13:09.651275,продава,181000,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 45 м2",185 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5844814/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 45 м2,Имоти Премиер,,Етаж: 2 от 5,Цена на /м2/:4 111EUR,"Имоти Премиер има удоволствието да Ви предложи двустаен апартамент находящ се в Оборище.Жилището има следното функционално разпределение: входно антре , кухня, хол, бяна с тоалетна,...",,False,8,2025-01-02 14:13:09.651780,продава,185000,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 70 м2",185 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/dvustaen/5874637/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 70 м2,Явлена Изток,,Етаж: 2 от 8,Цена на /м2/:2 643EUR,"Явлена - Изток продава ЕКСКЛУЗИВНО двустаен НЕПРЕХОДЕН апартамент в ж.к. Изток. ОГЛЕДИ С КЛЮЧ. Жилището се състои от: спалня , хол , кухня , баня с тоалетна и две остъклени тераси. Имотът се намира...",,False,7,2025-01-02 14:13:09.652232,продава,185000,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 72 м2",185 400EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5909787/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 72 м2,Явлена София,,Етаж:  от 5,Цена на /м2/:2 575EUR,"Явлена предлага на своите клиенти 2 - стаен апартамент 72кв.м. с включени общи части в кв. Оборище, ул. Черковна до метростанция, спирки на градски транспорт, училища, детски градини, парк Заимов и...",,False,9,2025-01-02 14:13:09.652751,продава,185400,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 70 м2",191 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6013182/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 70 м2,Еколит,,Етаж: 2 от 11,Цена на /м2/:2 729EUR,"Ексклузивно, БЕЗ КОМИСИОН от купувач.Предлагаме нов, функционален апартамент в модерна сграда с А16-юни 2024г.Сградата е разположена на ул. Филип Кутев, в близост до МОЛ Парадайс,...",,False,,2025-01-02 14:13:09.653188,продава,191000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 64 м2",195 428EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5719192/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 64 м2,Luximmo Finest Estates,,Етаж:  от 14,Цена на /м2/:3 054EUR,"Представяме ви затворен комплекс в престижния квартал Оборище, на метри от парк ""Заимов"". Архитектурният проект предлага за продажба 277 двустайни, тристайни, четиристайни, многостайни апартаменти...",,False,14,2025-01-02 14:13:09.653688,продава,195428,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 46 м2",200 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5800657/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 46 м2,Асенов Имоти,,Етаж: 3 от 6,Цена на /м2/:4 348EUR,ОБЗАВЕДЕН! УЛ. ОБОРИЩЕ! АКТ 16! ЕКСКЛУЗИВЕН! КЛЮЧ В АГЕНЦИЯТА!Асенов Имоти   Ви предлага готов за живеене и обзаведен двустаен апартамент на 3-ти от 6 жилищен етаж в построена жилищна...,,False,19,2025-01-02 14:13:09.654136,продава,200000,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 68 м2",210 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/dvustaen/5989185/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 68 м2,Явлена София,,Етаж: 2,Цена на /м2/:3 088EUR,"Явлена - Младост представя двустаен непреходен апартамент на границата между кварталите Изток и Изгрев.Жилището се състои от хол,спалня,кухня, две усвоени тераси,складово...",,False,12,2025-01-02 14:13:09.654627,продава,210000,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",215 000EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5972823/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 74 м2,Home Life Point Realty,,Етаж: 2 от 6,Цена на /м2/:2 905EUR,"Home Life Point има удоволствието да Ви представи завършен двустаен апартамент с чиста застроена площ от 66 кв.м. и площ от 74 кв.м. по документи, на отлична локация в кв. Оборище - ул. Петра,...",,False,18,2025-01-02 14:13:09.655164,продава,215000,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 65 м2",219 450EUR,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5776463/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 65 м2,ERA Младост,,Етаж:,Цена на /м2/:3 376EUR,"Без комисионна! Цени на инвеститор! Ера Младост представя сложен и взискателен жилищен комплекс с Централна локация продиктувана от няколко ключови изисквания за проекта:Градски силует,...",,False,7,2025-01-02 14:13:09.655616,продава,219450,EUR,София,Оборище,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",222 210EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/hladilnika/dvustaen/5942245/?sid=h892j0&page=2,PropertyType.DVUSTAEN, 74 м2,ЕРА Голд,,Етаж:,Цена на /м2/:3 003EUR,"ЕРА Голд продава двустаен апартамент в затворен комплекс с АКТ 16, граничещ с „Ловен парк“  и  „Зоологическа градина"", район Лозенец. БЕЗ КОМИСИОНА ОТ КУПУВАЧА!Апартаментът се състои...",,False,8,2025-01-02 14:13:09.656070,продава,222210,EUR,София,Хладилника,Site.IMOTINET,
