title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Земеделска земя, 3000m²",Друго,Бургас,гр.Поморие,"8,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-3000m2-burgas-gr.pomorie/la35791,4,днес,,35791,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216828
"Земеделска земя, 10600m²",Друго,Бургас,с.Варвара,"318,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-10600m2-burgas-s.varvara/la35790,10,днес,,35790,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216842
"Земеделска земя, 4350m²",Друго,Бургас,с.Оризаре,"94,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-4350m2-burgas-s.orizare/la35789,3,днес,,35789,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216847
"Земеделска земя, 2500m²",Друго,Бургас,с.Велика,"27,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-2500m2-burgas-s.velika/la35788,2,днес,,35788,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216851
"Земеделска земя, 4251m²",Друго,Пловдив,с.Ягодово,"55,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-4251m2-plovdiv-s.yagodovo/la35787,3,днес,,35787,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216856
"Земеделска земя, 4541m²",Друго,София - град,с.Долни Пасарел,"190,722",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-4541m2-sofiya---grad-s.dolni-pasarel/la35786,3,днес,,35786,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216860
"Земеделска земя, 5918m²",Друго,София - град,с.Долни Пасарел,"248,556",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-5918m2-sofiya---grad-s.dolni-pasarel/la35785,2,днес,,35785,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216865
"Земеделска земя, 36928m²",Друго,Пловдив,с.Рогош,"73,900",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-36928m2-plovdiv-s.rogosh/la35784,2,днес,,35784,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216869
"Земеделска земя, 6400m²",Друго,Варна,с.Тополи,0,EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-6400m2-varna-s.topoli/la35783,4,днес,,35783,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216873
"Земеделска земя, 6407m²",Друго,Пловдив,с.Белащица,"160,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-6407m2-plovdiv-s.belashtica/la35782,3,днес,,35782,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216878
"Земеделска земя, 4007m²",Друго,Пловдив,с.Радиново,0,EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-4007m2-plovdiv-s.radinovo/la35781,1,днес,,35781,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216883
"Земеделска земя, 1400m²",Друго,Пловдив,с.Брестовица,"22,400",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-1400m2-plovdiv-s.brestovica/la35780,1,днес,,35780,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216888
"Земеделска земя, 3203m²",Друго,Пловдив,кв. Коматево,"96,060",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-3203m2-plovdiv-kv.-komatevo/la35779,1,днес,,35779,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216894
"Земеделска земя, 5183m²",Друго,Пловдив,с.Първенец,"40,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-5183m2-plovdiv-s.pyrvenec/la35778,1,днес,,35778,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216899
"Земеделска земя, 4751m²",Друго,Пловдив,с.Белащица,"108,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-4751m2-plovdiv-s.belashtica/la35777,1,днес,,35777,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216904
"Земеделска земя, 14252m²",Друго,Пловдив,с.Браниполе,"285,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-14252m2-plovdiv-s.branipole/la35776,1,днес,,35776,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216909
"Земеделска земя, 11523m²",Друго,Пловдив,с.Радиново,"340,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-11523m2-plovdiv-s.radinovo/la35775,3,днес,,35775,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216914
"Земеделска земя, 13398m²",Друго,Пловдив,с.Калековец,"133,980",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-13398m2-plovdiv-s.kalekovec/la35774,1,днес,,35774,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216920
"Земеделска земя, 18000m²",Друго,Пловдив,с.Ягодово,"306,000",EUR,,/offer/zemya-za-prodazhba/zemedelska-zemya-18000m2-plovdiv-s.yagodovo/la35772,0,днес,,35772,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=0&typeId=LandAgro,2026-02-01T06:15:19.216926
