price_text,title,location,description,details_url,photos_text,contact_info,agency_name,agency_url,search_url,scraped_at
48 000 €93 879.84 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бяла, област Варна","Нива, кат. 3, 16 дка, ID 6936 Предлагаме Ви за продажба земеделска земя в м-ст Дъбрава, гр.Бяла, общ.Бяла, обл.Варна  Парц ..., тел.: 0888009009",//www.imot.bg/obiava-1s172855866447058-prodava-zemedelska-zemya-oblast-varna-gr-byala,Повече детайлии 2 снимки,0888009009,ВЪРДЖЪН ЕООД,//virgin2006.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.367057
100 000 €195 583.00 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Варна, област Варна","Нива, кат. 3, 2 дка, Слънчев имот за продажба в с. Шкорпиловци!  Реф. номер: 592  На 1 km от плажа на Шкорпиловци!  Предл ..., тел.: 0892472885",//www.imot.bg/obiava-1s176384241007164-prodava-zemedelska-zemya-oblast-varna-gr-varna,Повече детайли,0892472885,ВЪЛЧЕВ ЕСТЕЙТ,//valchevestate.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.367887
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Варна, област Варна","Нива, кат. 3, 5139 дка, местност Набланка, Аlma Carita продава поземлен имот с идентификатор 10135.4044.196 с площ 5139 квадратни метра в град  ..., тел.: 0877171902",//www.imot.bg/obiava-1s176433948077961-prodava-zemedelska-zemya-oblast-varna-gr-varna-mestnost-nablanka,Повече детайли,0877171902,АЛМА КАРИТА,//almacarita.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.368689
17 281.67 €33 800 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Игнатиево, област Варна","Нива, кат. 3, с Аренден договор до 25.11.2026 г. и рента 550 €/год., 13 дка, ЕКСКЛУЗИВ - ПРЕДЛАГАМЕ ЗА ПРОДАЖБА, зем. земя. Две ниви, обработваеми. Добра локация. Изрядни докуме ..., тел.: 0876716939",//www.imot.bg/obiava-1s176338333841914-prodava-zemedelska-zemya-oblast-varna-gr-ignatievo,Повече детайлии 2 снимки,0876716939,СЕВЕРОИЗТОЧНИ ИМОТИ АТИЛА 2021,//seviztatila.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.369508
355 347.86 €695 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Провадия, област Варна","Пасище, мера, кат. 3, 630 дка, ПРОДАВА СЕ МАСИВ ОТ 630 ДКА ПАСИЩА и Бивша животновъдна ферма   на 60км от гр Варна   Предлагаме за  ..., тел.: 0888916439",//www.imot.bg/obiava-1s174842120585054-prodava-zemedelska-zemya-oblast-varna-gr-provadiya,Повече детайли,0888916439,АГЕНЦИЯ 'ТЕМЕНУГА' НЕДВИЖИМИ ИМОТИ,//temenuga.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.370345
4 601.63 €9 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 2, с Аренден договор до 01.01.2027 г. и рента 26 €/год., 3 дка, с. Левски, Агенция за недвижими имоти БУЛСТРОЙ ИМОТ предлага на вашето внимание цял парцел земеделска земя с ид ..., тел.: 0878616020",//www.imot.bg/obiava-1s173954047842553-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-s-levski,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.371163
6 749.05 €13 200 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 3, 4.4 дка, с.Изгрев, Агенция за недвижими имоти БУЛСТРОЙ ИМОТ предлага на вашето внимание цял парцел земеделска земя с ид ..., тел.: 0878616020",//www.imot.bg/obiava-1s173954209065539-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-s-izgrev,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.371993
12 117.62 €23 700 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 3, с Аренден договор до 01.01.2027 г. и рента 26 €/год., 7.9 дка, Просечен, Агенция за недвижими имоти БУЛСТРОЙ ИМОТ предлага на вашето внимание цял парцел земеделска земя с ид ..., тел.: 0878616020",//www.imot.bg/obiava-1s173954013045977-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-prosechen,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.372829
14 893.93 €29 130 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 2, с Аренден договор до 01.01.2027 г. и рента 26 €/год., 9.7 дка, с. Изгрев, Агенция за недвижими имоти БУЛСТРОЙ ИМОТ предлага на вашето внимание цял парцел земеделска земя с ид ..., тел.: 0878616020",//www.imot.bg/obiava-1s173954165997160-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-s-izgrev,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.373670
15 000 €29 337.45 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 3, с Аренден договор до 31.12.2025 г. и рента 534 €/год., 12 дка, с. Николаевка, Агенция ВЕЛДОМ продава 12  дка обработваема земеделска земя в землището на с. Николаевка (на 32 км о ..., тел.: 0887871100",//www.imot.bg/obiava-1s176822737026462-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-s-nikolaevka,Повече детайли,0887871100,ВЕЛДОМ,//veldomvn.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.374517
19 173.45 €37 500 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 3, с Аренден договор до 01.01.2027 г. и рента 26 €/год., 12.5 дка, с.Изгрев, Агенция за недвижими имоти БУЛСТРОЙ ИМОТ предлага на вашето внимание цял парцел земеделска земя с ид ..., тел.: 0878616020",//www.imot.bg/obiava-1s173954149248504-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo-s-izgrev,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.375362
27 000 €52 807.41 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Суворово, област Варна","Нива, кат. 3, с Аренден договор до 01.01.2027 г. и рента 40 €/год., 20 дка, гр.Суворово, област Варна, Поземлен имот с идентификатор 70175.122.16 трета категория,земята е обраб ..., тел.: 0876353345",//www.imot.bg/obiava-1s176764402032290-prodava-zemedelska-zemya-oblast-varna-gr-suvorovo,Повече детайли,0876353345,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.376235
6 800 €13 299.64 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Аврен, област Варна","Нива, кат. 3, 4 дка, Хубенова чешма, ДИМИТРОВ НЕДВИЖИМИ ИМОТИ продава парцел земеделска земя 4100 кв.м. 3-та категория в землището на с.  ..., тел.: 0886075770",//www.imot.bg/obiava-1s173850085239913-prodava-zemedelska-zemya-oblast-varna-s-avren-hubenova-cheshma,Повече детайлии 3 снимки,0886075770,ДИМИТРОВ ИМОТИ,//dimitrovimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.377064
14 000 €27 381.62 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Аврен, област Варна","Нива, кат. 3, 8 дка, Нивите са две, не са съседни - 5900 кв.м. и 2000 кв.м. в землището на Аврен. Подлежат на регулация.  ..., тел.: 0888297441",//www.imot.bg/obiava-1s151500817343100-prodava-zemedelska-zemya-oblast-varna-s-avren,Повече детайли,0888297441,БГ-ИММОБИЛИЕН,//bulgarovo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.377905
21 004 200 €41 080 644.49 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баново, област Варна","Нива, кат. 3, с Аренден договор до 08.10.2026 г. и рента 30 €/год., 15003 дка, До път, тел.: 0877937729",//www.imot.bg/obiava-1s176733516345270-prodava-zemedelska-zemya-oblast-varna-s-banovo,Повече детайли,0877937729,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.378765
19 200 €37 551.94 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Брестак, област Варна","Нива, кат. 3, с Аренден договор до 07.12.2027 г. и рента 50 €/год., 12.5 дка, Имоти Премиер продава нива 3-та категория в м. БАЛАБАНА, село Брестак област Варна с площ 12 497 кв. ..., тел.: 0878590072",//www.imot.bg/obiava-1s176587023923167-prodava-zemedelska-zemya-oblast-varna-s-brestak,Повече детайлии 2 снимки,0878590072,ИМОТИ ПРЕМИЕР,//imotipremier.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.379593
16 000 €31 293.28 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Въглен, област Варна","Нива, кат. 3, 9 дка, Нива на 1км от с Въглен с достъп черен път до каптаж!, тел.: 0892354153",//www.imot.bg/obiava-1s174946406467794-prodava-zemedelska-zemya-oblast-varna-s-vaglen,Повече детайлии 6 снимки,0892354153,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.380486
19 429.09 €38 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Генерал Кантарджиево, област Варна","Нива, кат. 3, 14 дка, Продавам 14 дка обработваема земеделска земя - 3 кат. в землището на с. Генерал Кантарджиево, обл. В ..., тел.: 0899047252",//www.imot.bg/obiava-1s175256098184530-prodava-zemedelska-zemya-oblast-varna-s-general-kantardzhievo,Повече детайли,0899047252,МОДЕРНИ ИНВЕСТИЦИИ,//investment1606.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.381319
45 009 €88 029.95 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Генерал Кантарджиево, област Варна","Ливада, кат. 3, 45 дка, тел.: 0877504397",//www.imot.bg/obiava-1s156697608700864-prodava-zemedelska-zemya-oblast-varna-s-general-kantardzhievo,Повече детайли,0877504397,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.382174
,"Тръмп предупреди Европа: Те не знаят какво е ""търговска базука"", мерките им ще имат обратен ефект",,преди час  и 55 минути,https://fakti.bg/world/1028846-tramp-predupredi-evropa-te-ne-znaat-kakvo-e-targovska-bazuka-merkite-im-shte-imat-obraten-efekt,,,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:10.382722
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Генерал Кантарджиево, област Варна","Лозе, кат. 2, 8340 дка, Компания за недвижими имоти 'Купи в България' предлага голям парцел намиращ се в с.Генерал К ..., тел.: 052 630 830",//www.imot.bg/obiava-1s170720897656900-prodava-zemedelska-zemya-oblast-varna-s-general-kantardzhievo,Повече детайлии 4 снимки,052 630 830,КУПИ В БЪЛГАРИЯ,//kupivbg.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.245417
3 582.11 €7 006 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Дюлино, област Варна","Нива, кат. 3, 2.002 дка, ЕКСКЛУЗИВ-Предлагаме, за продажба зем. Земя, с. Дюлино. Земята е, с площ 2дка.Имота граничи, с къщит ..., тел.: 0876716939",//www.imot.bg/obiava-1s171865551800073-prodava-zemedelska-zemya-oblast-varna-s-dyulino,Повече детайлии 8 снимки,0876716939,СЕВЕРОИЗТОЧНИ ИМОТИ АТИЛА 2021,//seviztatila.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.246261
60 000 €117 349.80 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Езерово, област Варна","Нива, кат. 3, с Аренден договор до 01.11.2024 г. и рента 193 €/год., 6 дка, местност ПЕЛИЧАЛЪК, Нивата се намира в землището на с. Езерово, общ.Белослав, обл.Варна, местност ПЕЛИЧАЛЪК, ПЛОЩ 5999 к ..., тел.: 0898386106",//www.imot.bg/obiava-1s170412650240535-prodava-zemedelska-zemya-oblast-varna-s-ezerovo-mestnost-pelichalak,Повече детайли,0898386106,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.247114
50 000 €97 791.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Здравец, област Варна","Нива, кат. 3, 5 дка, 455056 Агенция Мирела продава земеделска земя   5000 м?, с. Здравец, общ. Аврен, м-ст 'Водаджия& ..., тел.: 0883941060",//www.imot.bg/obiava-1s175689858319017-prodava-zemedelska-zemya-oblast-varna-s-zdravets,Повече детайлии 2 снимки,0883941060,МИРЕЛА - гр. ВАРНА,//mirelavarna.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.247950
19 173.45 €37 500 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Изгрев, област Варна","Нива, кат. 3, 12.5 дка, Агенция за недвижими имоти Булстрой имот предлага на вашето внимание няколко парцела земеделска земя ..., тел.: 0878616020",//www.imot.bg/obiava-1s172528012285230-prodava-zemedelska-zemya-oblast-varna-s-izgrev,Повече детайли,0878616020,БУЛСТРОЙ ИМОТ,//bulstroyimot.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.248786
35 000 €68 454.05 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Кичево, област Варна","Нива, кат. 2, 8 дка,  'Купи в България' ви предлага за продажба ЕКСЛУЗИВНО парцел земеделска земя с площ от осем  ..., тел.: 0897 630 830",//www.imot.bg/obiava-1s174074488497813-prodava-zemedelska-zemya-oblast-varna-s-kichevo,Повече детайлии 3 снимки,0897 630 830,КУПИ В БЪЛГАРИЯ,//kupivbg.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.249619
51 129.19 €100 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Климентово, област Варна","Нива, кат. 3, 30 дка,  Представяме на вниманието ви земеделска земя за продажба в землището на с. Климентово, местности Га ..., тел.: 0884676782",//www.imot.bg/obiava-1s173868646987253-prodava-zemedelska-zemya-oblast-varna-s-klimentovo,Повече детайли,0884676782,РЕМАКС ФЕМИЛИ,//remax-family.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.250451
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Константиново, област Варна","Лозе, кат. 3, 7 дка, Поземлен имот със статут на лозе, с. Константиново Предлагаме Ви за продажба поземлен имот със стату ..., тел.: 0899366494",//www.imot.bg/obiava-1s168838827095258-prodava-zemedelska-zemya-oblast-varna-s-konstantinovo,Повече детайлии 17 снимки,0899366494,РЕМАКС ХОУМ,//remaxhome.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.251294
69 024.40 €135 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Крумово, област Варна","Нива, кат. 3, с Аренден договор до 01.10.2025 г. и рента 31 €/год., 54 дка, ПИ: 39983.45.8; 54496 кв.м рента 60 лв. на дка.; Обработва се около 1/3 от парцела., тел.: 0878663596",//www.imot.bg/obiava-1s164499794200780-prodava-zemedelska-zemya-oblast-varna-s-krumovo,Повече детайли,0878663596,ВЕСТА ИМОТИ ЕООД,//vestaimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.252114
44 330 €86 701.94 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Куманово, област Варна","Нива, кат. 3, с Аренден договор до 01.11.2026 г. и рента 35 €/год., 31 дка, Предлагаме Ви обработваема земеделска земя в землището на с. Куманово, Обл. Варна! 17,100- 6кат; 7,6 ..., тел.: 0888840400",//www.imot.bg/obiava-1s176218404810223-prodava-zemedelska-zemya-oblast-varna-s-kumanovo,Повече детайли,0888840400,ВАРНА ХОУМ,//varnahome.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.252947
19 684.74 €38 500 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Неофит Рилски, област Варна","Нива, кат. 2, 11 дка, Равни и плодородни парцели., тел.: 0889453719",//www.imot.bg/obiava-1s174230547386484-prodava-zemedelska-zemya-oblast-varna-s-neofit-rilski,Повече детайли,0889453719,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.253809
15 340 €30 002.43 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Николаевка, област Варна","Нива, кат. 3, с Аренден договор до 31.12.2025 г. и рента 600 €/год., 12.002 дка, Продава се земеделска земя с площ 12,002 дка, категория 3, с действащ годишен договор за аренда. , тел.: 0899666707",//www.imot.bg/obiava-1s175579878363211-prodava-zemedelska-zemya-oblast-varna-s-nikolaevka,Повече детайлии 2 снимки,0899666707,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.254684
7 500 €14 668.73 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Осеново, област Варна","Нива, кат. 3, 3 дка, Предлагаме Ви земеделска земя в землището на село Осеново с площ от 3400 кв.метра на 200 м от регула ..., тел.: 0898534474",//www.imot.bg/obiava-1s169805989799811-prodava-zemedelska-zemya-oblast-varna-s-osenovo,Повече детайли,0898534474,АБЛЕНА,//ablena.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.255521
17 931 €35 069.99 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Поляците, област Варна","Нива, кат. 3, с Аренден договор до 30.09.2024 г. и рента 153 €/год., 5.977 дка, Келеме Алтъ, Обявената цена е за декар., тел.: 0889021145",//www.imot.bg/obiava-1s166741307199034-prodava-zemedelska-zemya-oblast-varna-s-polyatsite-keleme-alta,Повече детайлии 6 снимки,0889021145,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.256394
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Тополи, област Варна","Нива, кат. 2, 6.631 дка, 'Купи в България' за продажба парцел ( земеделска земя) с площ 6631 кв.м, разположен в земли ..., тел.: 0897 630 830",//www.imot.bg/obiava-1s174360631374100-prodava-zemedelska-zemya-oblast-varna-s-topoli,Повече детайлии 4 снимки,0897 630 830,КУПИ В БЪЛГАРИЯ,//kupivbg.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.257219
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Тутраканци, област Варна","Лозе, кат. 3, 0.223 дка, 1/2 /ЕДНА ВТОРА/ ИД.ЧАСТ ОТ ЛОЗЕ - 0,223 дка /нула декара и двеста двадесет и три кв.м./, трета кате ..., тел.: 0882 432 143",//www.imot.bg/obiava-1s173712552409670-prodava-zemedelska-zemya-oblast-varna-s-tutrakantsi,Повече детайлии 2 снимки,0882 432 143,АГЕНЦИЯ ЗА СЪБИРАНЕ НА ВЗЕМАНИЯ ЕАД,//dca.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.258025
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Тутраканци, област Варна","Лозе, кат. 3, 0.569 дка, 1/2 /ЕДНА ВТОРА/ ИД. ЧАСТ ОТ ЛОЗЕ от 0,569 дка /нула декара и петстотин шестдесет и девет кв.м./, тр ..., тел.: 0882 432 143",//www.imot.bg/obiava-1s173712505770787-prodava-zemedelska-zemya-oblast-varna-s-tutrakantsi,Повече детайлии 2 снимки,0882 432 143,АГЕНЦИЯ ЗА СЪБИРАНЕ НА ВЗЕМАНИЯ ЕАД,//dca.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.258850
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Тутраканци, област Варна","Лозе, кат. 3, 0.548 дка, 1/2 /ЕДНА ВТОРА/ ИД.ЧАСТ ОТ ЛОЗЕ - 0,548 дка /нула декара и петстотин четиридесет и осем кв.м./, тре ..., тел.: 0882 432 143",//www.imot.bg/obiava-1s173712502764204-prodava-zemedelska-zemya-oblast-varna-s-tutrakantsi,Повече детайлии 2 снимки,0882 432 143,АГЕНЦИЯ ЗА СЪБИРАНЕ НА ВЗЕМАНИЯ ЕАД,//dca.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.259670
14 316.17 €28 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Шкорпиловци, област Варна","Нива, кат. 3, 5.6 дка, ЕКСКЛУЗИВ, Предлагаме за продажба зем. Земя 5.600 дка с. Шкорпиловци , тел.: 0876716939",//www.imot.bg/obiava-1s176528029238063-prodava-zemedelska-zemya-oblast-varna-s-shkorpilovtsi,Повече детайлии 3 снимки,0876716939,СЕВЕРОИЗТОЧНИ ИМОТИ АТИЛА 2021,//seviztatila.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.260511
250 000 €488 957.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Шкорпиловци, област Варна","Нива, кат. 3, 5 дка, До ток, До регулация, До път, До вода, тел.: 0892472885",//www.imot.bg/obiava-1s176384328687127-prodava-zemedelska-zemya-oblast-varna-s-shkorpilovtsi,Повече детайли,0892472885,ВЪЛЧЕВ ЕСТЕЙТ,//valchevestate.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.261350
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Шкорпиловци, област Варна","Нива, кат. 3, с Аренден договор до 31.12.2025 г. и рента 1278 €/год., 17500 дка, ОФЕРТА   7596 ИН КОНСУЛТ недвижими имоти Ви предлага за продажба земеделска земя 3-та категория в зе ..., тел.: 0877364774",//www.imot.bg/obiava-1s173098250372483-prodava-zemedelska-zemya-oblast-varna-s-shkorpilovtsi,Повече детайли,0877364774,ИН КОНСУЛТ,//inconsult.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.262169
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Велико Търново, област Велико Търново","Овощна градина, кат. 3, 97 дка, АДРЕС предлага на вниманието ви работеща стопанска ферма със собствена земя от 96 декара във Великот ..., тел.: 0988814499",//www.imot.bg/obiava-1s147333061690174-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-veliko-tarnovo,Повече детайлии 16 снимки,0988814499,АДРЕС НЕДВИЖИМИ ИМОТИ,//address_vt.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.263004
4 000 €7 823.32 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Дебелец, област Велико Търново","Нива, кат. 3, с Аренден договор до 15.08.2025 г. и рента 15 €/год., 3 дка, Полето, Ref: D1008 - Описание: Два парцела в землището на гр. Дебелец: 1. Обработваема земеделска земя, 3 дк ..., тел.: 0888876599",//www.imot.bg/obiava-1s162556006716140-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-debelets-poleto,Повече детайлии 2 снимки,0888876599,ВТ БЪЛГАРИЯ ООД,//vtbulgaria.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.263870
9 970.19 €19 500 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Дебелец, област Велико Търново","Овощна градина, кат. 3, 4 дка, Имотът е действаща овощна градина - основно са праскови и череши., тел.: 0886646964",//www.imot.bg/obiava-1s174285414794466-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-debelets,Повече детайли,0886646964,ЯНА ИНВЕСТ ЕООД,//yana_invest.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.264716
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Дебелец, област Велико Търново","Нива, кат. 3, 194 дка, Предлагаме Ви, за продажба земеделски имот в гр. Дебелец, област Велико Търново.  Града се намира на ..., тел.: 0888288867",//www.imot.bg/obiava-1s172051026894207-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-debelets,Повече детайлии 4 снимки,0888288867,РЕМАКС ОЛД КЕПИТЪЛ,//remaxoldcapital.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.265604
11 500 €22 492.05 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Долна Оряховица, област Велико Търново","Нива, кат. 3, 1.898 дка, Продава се земеделски имот с плододаваща сливова градина  Имотът се намира само на 7 км от гр. Горна ..., тел.: 0885509238",//www.imot.bg/obiava-1s176233946685035-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-dolna-oryahovitsa,Повече детайлии 8 снимки,0885509238,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:12.266512
