price_text,title,location,description,details_url,photos_text,contact_info,agency_name,agency_url,search_url,scraped_at
3 420 000 €6 688 938.60 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Дебелец, област Велико Търново","Нива, кат. 3, с Аренден договор до 26.11.2026 г. и рента 80 €/год., 3800 дка, тел.: 0886646964",//www.imot.bg/obiava-1s176730699513177-prodava-zemedelska-zemya-oblast-veliko-tarnovo-gr-debelets,Повече детайли,0886646964,ЯНА ИНВЕСТ ЕООД,//yana_invest.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.841334
60 332.44 €118 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Тервел, област Добрич","Нива, кат. 3, с Аренден договор до 10.11.2025 г. и рента 51 €/год., 40 дка, Войниково, Адрес недвижими имоти- Добрич продава 40дк с изтичащ аренден договор в землището на с.Войниково Цена ..., тел.: 0888717813",//www.imot.bg/obiava-1s175636549416627-prodava-zemedelska-zemya-oblast-dobrich-gr-tervel-voynikovo,Повече детайли,0888717813,АДРЕС НЕДВИЖИМИ ИМОТИ - ДОБРИЧ,//address_dobrich.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.842243
283 500 €554 477.81 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Пловдив, област Пловдив","Нива, кат. 3, 15 дка, Агенция TRIVIUM ESTATE представя:  За продажба земеделска земя с площ 15.750 дка, разположена на тре ..., тел.: 0896748861",//www.imot.bg/obiava-1s176882482692772-prodava-zemedelska-zemya-oblast-plovdiv-gr-plovdiv,Повече детайли,0896748861,ТРИВИУМ ЕСТЕЙТ,//trivium.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.843139
58 500 €114 416.06 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Брестник, област Пловдив","Нива, кат. 3, 2.789 дка, местност Шарпавица, Земеделска земя 2789 кв.м. , с идент.   06447.5.576 Нивата е близо до околовръстното шосе и прелеза  ..., тел.: 0895 703 643",//www.imot.bg/obiava-1s138541016122644-prodava-zemedelska-zemya-oblast-plovdiv-s-brestnik-mestnost-sharpavitsa,Повече детайли,0895 703 643,КЕПРИ,//kepri.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.844016
104 000 €203 406.32 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Куртово, област Пловдив","Нива, кат. 3, 4.5 дка, Кръговото за Пловдив, Продавам земя 4500кв.м. на втора линия преди с.Крумово  Продавам земя/поземлен имот с площ от 4500кв ..., тел.: 0892970864",//www.imot.bg/obiava-1s176825963966493-prodava-zemedelska-zemya-oblast-plovdiv-s-kurtovo-kragovoto-za-plovdiv,Повече детайлии 9 снимки,0892970864,НЕУМОРНАТА ИМПЕРИЯ,//neumornata.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.845093
260 000 €508 515.80 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Ягодово, област Пловдив","Нива, кат. 3, 20 дка, Горен Вакъв, Агенция  Панорама  представя на Вашето внимание изгоден парцел   нива в местността Горен Вакъв, с. Я ..., тел.: 0885668383",//www.imot.bg/obiava-1s176693849299371-prodava-zemedelska-zemya-oblast-plovdiv-s-yagodovo-goren-vakav,Повече детайли,0885668383,ПАНОРАМА,//panorama.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.845967
56 145 €109 810.08 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Видраре, област София","Гори и храсти в земеделска земя, кат. 1, 197 дка, Гората се намира в село Видраре, община Правец. От общо 197 дка 147 дка са съседни и граничат с водн ..., тел.: 0888-966696",//www.imot.bg/obiava-1s151284042727607-prodava-zemedelska-zemya-oblast-sofiya-s-vidrare,Повече детайли,0888-966696,АРИСТО ЕООД,//aristo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.846839
144 000 €281 639.52 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"град Стара Загора, Зора","Нива, кат. 3, 7770 дка, Явлена продава нива от 7,770 дка трета категория находяща се в местността ' Чанлъка' в землището на  ..., тел.: 0886426180",//www.imot.bg/obiava-1s156655360699782-prodava-zemedelska-zemya-grad-stara-zagora-zora,Повече детайлии 2 снимки,0886426180,ЯВЛЕНА - СТАРА ЗАГОРА,//yavlena_sz.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.847701
52 500 €102 681.08 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Банско, област Благоевград","Нива, кат. 1, 2 дка, www.unikalniimotibansko.com БЕЗ КОМИСИОННА ОТ КУПУВАЧА! Агенция 'Уникални Имоти Банско' предлага за  ..., тел.: 0899564900",//www.imot.bg/obiava-1s176278014476293-prodava-zemedelska-zemya-oblast-blagoevgrad-gr-bansko,Повече детайлии 2 снимки,0899564900,УНИКАЛНИ ИМОТИ БАНСКО,//unikalniimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.848560
46 900 €91 728.43 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Благоевград, област Благоевград","Нива, кат. 3, 2 дка, Сити пропъртис предлага за продажба земеделски имот попадащ в зона за преотреждане с площ от 1876 кв ..., тел.: 0896505565",//www.imot.bg/obiava-1s163300812377315-prodava-zemedelska-zemya-oblast-blagoevgrad-gr-blagoevgrad,Повече детайлии 3 снимки,0896505565,СИТИ ПРОПЪРТИС,//cityproperties.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.849419
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Сандански, област Благоевград","Оранжерия, кат. 2, 6000 дка, с.Струма, Оранжерията се намира на 4 км от гр.Сандански в непосредствена близост до село Струма.  Разположение ..., тел.: 0879696870",//www.imot.bg/obiava-1s176889372767340-prodava-zemedelska-zemya-oblast-blagoevgrad-gr-sandanski-s-struma,Повече детайлии 17 снимки,0879696870,МС ГРУП,//msgroup.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.850257
20 451.16 €39 999 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Симитли, област Благоевград","Нива, кат. 3, 2.5 дка, тел.: 0887072928",//www.imot.bg/obiava-1s170945746099634-prodava-zemedelska-zemya-oblast-blagoevgrad-gr-simitli,Повече детайли,0887072928,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.851123
11 000 €21 514.13 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Гори и храсти в земеделска земя, кат. 2, 2.3 дка, месността Меча дупка, Предлагаме за продажба и  иглолистна гора-2,3 декара  в месността Меча дупка , от която собственика  ..., тел.: 0887308820",//www.imot.bg/obiava-1s174741758010652-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya-mesnostta-mecha-dupka,Повече детайли,0887308820,КИБЕЛА,//kibela_homes123.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.851983
13 000 €25 425.79 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Гори и храсти в земеделска земя, кат. 1, 2 дка, Меча дупка, Предлагаме за продажба и иглолистна гора в месността Меча дупка , от която собственика има право да  ..., тел.: 0887308820",//www.imot.bg/obiava-1s174661840329430-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya-mecha-dupka,Повече детайли,0887308820,КИБЕЛА,//kibela_homes123.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.852829
45 500 €88 990.27 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Нива, кат. 1, 1 дка, Предлагаме за продажба парцел земеделска земя по пътя Баня - Банско, на втора линия, зад хотел Вита  ..., тел.: 0894585226",//www.imot.bg/obiava-1s172483718694970-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya,Повече детайлии 12 снимки,0894585226,ПЛЮС ПРОПЪРТИ,//plusproperty1.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.853679
52 500 €102 681.08 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Долно Драглище, област Благоевград","Нива, кат. 1, 2 дка, www.unikalniimotibansko.com БЕЗ КОМИСИОННА ОТ КУПУВАЧА! Агенция 'Уникални Имоти Банско' предлага за  ..., тел.: 0899564900",//www.imot.bg/obiava-1s176278022505300-prodava-zemedelska-zemya-oblast-blagoevgrad-s-dolno-draglishte,Повече детайлии 2 снимки,0899564900,УНИКАЛНИ ИМОТИ БАНСКО,//unikalniimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.854533
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Поленица, област Благоевград","Нива, кат. 1, 0.561 дка, Нива с площ от 0.561 дка, с кад.идент. 57176.85.5, шеста категория, имот  085005, ЕКАТТЕ 57176. Имот ..., тел.: 0882037532",//www.imot.bg/obiava-1s173528649386062-prodava-zemedelska-zemya-oblast-blagoevgrad-s-polenitsa,Повече детайли,0882037532,АГЕНЦИЯ ЗА СЪБИРАНЕ НА ВЗЕМАНИЯ ЕАД,//dca.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.855378
304 500 €595 550.24 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Айтос, област Бургас","Нива, кат. 3, 21 дка, Собственик продава земеделска земя на главен път Айтос - Бургас, с 150 м лице към пътя. Парцелът е н ..., тел.: 0885705557",//www.imot.bg/obiava-1s176551476159146-prodava-zemedelska-zemya-oblast-burgas-gr-aytos,Повече детайли,0885705557,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.856260
350 004 €684 548.32 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Айтос, област Бургас","Нива, кат. 3, 12 дка, Продавам 12 /дванадесет / декара земеделска земя / БЕЗ ПОСРЕДНИК /, в землището на гр. Айтос, местно ..., тел.: 0886061660",//www.imot.bg/obiava-1s175467509431435-prodava-zemedelska-zemya-oblast-burgas-gr-aytos,Повече детайли,0886061660,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.857127
13 000 €25 425.79 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Овощна градина, кат. 3, 1 дка, м. Бряста, Предлагаме за продажба 1 дка в землището на Ахелой, местност Бряста, на 50 м от асфалтов път, на 250 ..., тел.: 0893390880",//www.imot.bg/obiava-1s168061196976997-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy-m-bryasta,Повече детайлии 3 снимки,0893390880,АСАВИЯ,//asaviabs.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.857979
69 000 €134 952.27 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Овощна градина, кат. 3, 12 дка, Голям поземлен имот до регулацията на гр. Ахелой НОВА НАМАЛЕНА ЦЕНА! ДО РЕГУЛАЦИЯ! БИТОВ ТОК! БИТА С ..., тел.: 0886088088",//www.imot.bg/obiava-1s169901474791431-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 9 снимки,0886088088,ПЕТРАКИЕВИ ООД,//petrakievi.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.858833
105 000 €205 362.15 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 3.502 дка, Недвижими имоти Ваня продава земеделска земя обл.Бургас гр.Ахелой м.Пречиствателна с площ 3502кв.м.  ..., тел.: 0888497881",//www.imot.bg/obiava-1s168985260788688-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайли,0888497881,НЕДВИЖИМИ ИМОТИ ВАНЯ,//imotivanya.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.859682
120 000 €234 699.60 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 7.999 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478",//www.imot.bg/obiava-1s174556245133406-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 5 снимки,0882817478,БЪЛГЕРИАН ПРОПЕРТИС,//newbulprop.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.860531
219 957 €430 198.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 10 дка, Предлагаме Ви за продажба 10 декара 3-та категория земеделска земя с лице път и гледка море в гр. Ах ..., тел.: 0899802209",//www.imot.bg/obiava-1s161960326163645-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайли,0899802209,ИГ ПРОВАЙД,//igprovide.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.861377
350 000 €684 540.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 7 дка, Пречиствателна, С гледка море. Парцелът се намира в града, до комплекс 'Шато Ахелой 2'. площ: 7658кв.м. Идентификато ..., тел.: 0885116844",//www.imot.bg/obiava-1s175464869499407-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy-prechistvatelna,Повече детайлии 3 снимки,0885116844,СОЛИМАР,//solymar.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.862212
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 1, 6972 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478",//www.imot.bg/obiava-1s174423985917752-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 17 снимки,0882817478,БЪЛГЕРИАН ПРОПЕРТИС,//newbulprop.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.863040
32 000 €62 586.56 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахтопол, област Бургас","Нива, кат. 3, 11 дка, 1. Земеделска земя в Местност 'Коросиата-Зигрите' 11дка, близо до пътя Ахтопол-Царево, гледка към мо ..., тел.: 0889256794",//www.imot.bg/obiava-1s148770640957397-prodava-zemedelska-zemya-oblast-burgas-gr-ahtopol,Повече детайлии 14 снимки,0889256794,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.863925
18 500 €36 182.86 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7 дка, Продавам земя за инвестиция! Готови документи за сделка! Цена 18500 евро! Продава се поземлен имот в ..., тел.: 0898589858",//www.imot.bg/obiava-1s175671081098633-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайлии 9 снимки,0898589858,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.864807
35 000 €68 454.05 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7 дка, МОЛЯ ДА НЕ звънят от АГЕНЦИИ и БРОКЕРИ на имоти, освен ако не представляват реални клиенти!  индефик ..., тел.: 0887431167",//www.imot.bg/obiava-1s174698320195052-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайлии 4 снимки,0887431167,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.865707
35 900 €70 214.30 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 3 дка, Предлагаме за продажба парцел 2.999дка, м. Стоката, на 250м. от Атанасовско езеро. В ОУП на гр. Бург ..., тел.: 0877911921",//www.imot.bg/obiava-1s176839860286589-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0877911921,МЕЛЛГРУП,//mellgroup.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.866550
62 500 €122 239.38 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Овощна градина, кат. 3, 25 дка, Кв.Ветрен, Овощната градина е на 6 години.В близост има водоем за поливане., тел.: 0895790220",//www.imot.bg/obiava-1s176460238310873-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-kv-vetren,Повече детайлии 6 снимки,0895790220,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.867434
83 000 €162 333.89 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 8.3 дка, Сарафово, Земеделска земя в близост до главния път Сарафово-Поморие. Категория 3.  Местност Кабалъка, тел.: 0883930330",//www.imot.bg/obiava-1s173471030215459-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-sarafovo,Повече детайли,0883930330,МИЛЕНИУМ ЕСТЕЙТС,//millennium.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.868289
114 750 €224 431.49 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 4 дка, Меден Рудник, Компания Х представя на Вашето внимание земеделска земя с лице на главен път Бургас-Средец!  МЕСТОПО ..., тел.: 0887779990",//www.imot.bg/obiava-1s173934673502305-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-meden-rudnik,Повече детайлии 2 снимки,0887779990,ЕКС НВД ООД,//xnvd_burgas.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.869128
160 720 €314 341.00 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 4 дка, Сарафово, Предлагаме за продажба имот в землището на кв. Сарафово, м. Соката, с правилна форма и с лице на асф ..., тел.: 0899370285",//www.imot.bg/obiava-1s166195008847356-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-sarafovo,Повече детайли,0899370285,ИНТЕРЕСТЕЙТ,//interestates.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.869970
191 200 €373 954.70 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 11.25 дка, Марина Реал предлага за продажба парцел в м. Муската, в района на тенис център Авеню. Имотът е земед ..., тел.: 0877588189",//www.imot.bg/obiava-1s156183171189935-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0877588189,МАРИНА РЕАЛ,//marinareal.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.870812
200 000 €391 166.00 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 5.249 дка, Изгрев, Лъкшъри Инвестмент Ви представя чудесен ПИ за продажба в гр. Бургас.  Поземлен имот: 07079.2.1723 Пл ..., тел.: 0877 093 371",//www.imot.bg/obiava-1s166767304193125-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-izgrev,Повече детайлии 8 снимки,0877 093 371,ЛЪКШЪРИ  ИНВЕСТМЪНТ,//luxuryinvestment.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.871670
226 983 €443 940.16 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7.827 дка, Предлагаме за продажба парцел с площ от 7.827дка, в. Чернозема, с лице на автономен път, на 150м от  ..., тел.: 0877911921",//www.imot.bg/obiava-1s173659756670751-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0877911921,МЕЛЛГРУП,//mellgroup.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.872499
226 983 €443 940.16 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 8 дка, местност  Чернозема , Продажба на парцел в м. Чернозема бивша Кабата Агенция IG Provide предлага за продажба атрактивен па ..., тел.: 0899802209",//www.imot.bg/obiava-1s171808618934361-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-mestnost-chernozema,Повече детайлии 3 снимки,0899802209,ИГ ПРОВАЙД,//igprovide.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.873346
250 000 €488 957.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 5 дка, Агенция за недвижими имоти ' Титан Пропъртис' предлага за продажба, Земеделска зема в ж.к Изгрев, м. ..., тел.: 0886092152",//www.imot.bg/obiava-1s173278884106758-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0886092152,ТИТАН СЕЙЛС,//titansales.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.874202
262 000 €512 427.46 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 9 дка, 9-ти километър, Само от Ем Джи Естейт! Предлагаме Ви уникален парцел (земеделска земя, трета категория) на изключите ..., тел.: 0879252702",//www.imot.bg/obiava-1s172874206776477-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-9-ti-kilometar,Повече детайлии 4 снимки,0879252702,ЕМ ДЖИ ЕСТЕЙТ,//mgestate2020.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.875038
,"39 души остават в болница след челния сблъсък на влакове в Испания, жертвите вече са 42",,преди час  и 32 минути,https://fakti.bg/world/1028855-39-dushi-ostavat-v-bolnica-sled-chelnia-sblasak-na-vlakove-v-ispania-jertvite-veche-sa-42,,,,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:06.875577
465 000 €909 460.95 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 42 дка, Долно Езерово, Предлагаме за продажба парцел в м.Краварника, разположен в близост до разклона за Долно Езерово, с л ..., тел.: 0899960550",//www.imot.bg/obiava-1s173220049927494-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-dolno-ezerovo,Повече детайли,0899960550,АСАВИЯ,//asaviabs.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.597864
506 898 €991 406.32 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 28 дка, Долно Езерово, OPEN Homes представя за продажба поземлен имот в гр. Бургас  Имотът е разположен в промишлената зона ..., тел.: 0877886050",//www.imot.bg/obiava-1s175785629512166-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-dolno-ezerovo,Повече детайлии 2 снимки,0877886050,ОПЕН ХОУМС,//openhomes.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.598721
558 000 €1 091 353.14 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 42 дка, Стряха. бг. Ви предлага изключително атрактивен инвестиционен поземлен имот, разположен на вътрешния ..., тел.: 0887737336",//www.imot.bg/obiava-1s176278983721012-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0887737336,СТРЯХА БГ,//stryaha2021.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.599588
580 846 €1 136 036.03 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 41.489 дка, МОРСКИ БРИЗ предлага земеделска нива 41489 кв.м в местност  Дванадесетте . Нивата е на втора линия о ..., тел.: 0878660073",//www.imot.bg/obiava-1s176294229790599-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайлии 2 снимки,0878660073,МОРСКИ БРИЗ 54,//morski-briz-54.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.600437
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Овощна градина, кат. 3, 5.7 дка, Поземлен имот 07079.2.594, област Бургас, община Бургас, гр. Бургас, м. ОНИКИЛИКА, вид собств. Частн ..., тел.: 0878421985",//www.imot.bg/obiava-1s163301471939668-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0878421985,ЗАКС,//zaks.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.601265
41 700 €81 558.11 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Българово, област Бургас","Нива, кат. 3, с Аренден договор до 31.12.2023 г. и рента 429 €/год., 14 дка, м.Монопад, Поземлен имот с висока доходност!!! Марина Реал, предлага за продажба Поземлен имот на тихо и спокой ..., тел.: 0877588189",//www.imot.bg/obiava-1s168907983533840-prodava-zemedelska-zemya-oblast-burgas-gr-balgarovo-m-monopad,Повече детайли,0877588189,МАРИНА РЕАЛ,//marinareal.imot.bg,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-01-21T06:06:08.602088
