price_text,title,location,description,details_url,num_photos,agency,floor,price_per_m2,area,search_url,scraped_at
55 390€108 333BGN,"продаваДвустаен апартамент,56 м2","Пловдив, Кършияка",Строителството е стартирало!Директно от инвеститора!Цената е промоционална 990 евро/кв.м.!Предлагаме Ви двустаен апартамент в новострояща се сграда на новият бул....,/bg/obiava/prodava--v-stroej/plovdiv/kyrshijaka/dvustaen/6003393/?sid=gRy1fA&page=1,2,продава,Етаж: 16 от 18,Цена на /м2/:989EUR/1 934.53BGN,56 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.727307
58 192€113 814BGN,"продаваДвустаен апартамент,59 м2","Пловдив, Кършияка",Строителството е стартирало!Директно от инвеститора!Разсрочено плащане!Цената е промоционална 990 евро/кв.м.!Предлагаме Ви двустаен апартамент в новострояща...,/bg/obiava/prodava--v-stroej/plovdiv/kyrshijaka/dvustaen/5974094/?sid=gRy1fA&page=1,2,продава,Етаж: 5 от 18,Цена на /м2/:986EUR/1 929.05BGN,59 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.728181
65 174€127 469BGN,"продаваДвустаен апартамент,68 м2","Пловдив, Гагарин","Директно от инвеститора!Без комисионна!Промоционална цена 960 евро/кв.м.,при плащане на 80% от сумата!При плащане на 5 вноски цената е 980 евро/кв.м.!...",/bg/obiava/prodava/plovdiv/gagarin/dvustaen/6194516/?sid=gRy1fA&page=1,3,продава,Етаж: 3 от 9,Цена на /м2/:958EUR/1 874.55BGN,68 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.729013
65 600€128 302BGN,"продаваДвустаен апартамент,66 м2","Пловдив, Гагарин",Строителството е стартирало!Без комисионна!Директно от инвеститора!Цената е промоционална 990 евро/кв.м.!Предлагаме Ви двустаен апартамент в новострояща се...,/bg/obiava/prodava--v-stroej/plovdiv/gagarin/dvustaen/5972283/?sid=gRy1fA&page=1,2,продава,Етаж: 15 от 18,Цена на /м2/:994EUR/1 943.98BGN,66 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.729825
67 890€132 781BGN,"продаваДвустаен апартамент,69 м2","Пловдив, Кършияка",Строителството е стартирало!Директно от инвеститора!Разсрочено плащане!Промоционална цена 990 евро/кв.м.!Предлагаме Ви двустаен апартамент в новострояща се...,/bg/obiava/prodava--v-stroej/plovdiv/kyrshijaka/dvustaen/6020085/?sid=gRy1fA&page=1,2,продава,Етаж: 9 от 18,Цена на /м2/:984EUR/1 924.37BGN,69 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.730649
68 400€133 779BGN,"продаваДвустаен апартамент,74 м2","Пловдив, Беломорски","Оферта 1-6363, Без комисионно възнаграждение от купувача. Цени на инвеститор. Избор на етаж, изложение и големина на 2-стайни и 3-стайни апартаменти. Ниско етажно строителство. Предлагаме Ви...",/bg/obiava/prodava--v-stroej/plovdiv/belomorski/dvustaen/6044963/?sid=gRy1fA&page=1,1,продава,Етаж: 4 от 4,Цена на /м2/:924EUR/1 807.82BGN,74 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.731391
68 986€134 924BGN,"продаваДвустаен апартамент,72 м2","Пловдив, Кършияка",Директно от инвеститора!Без комисионна!Промоционална цена 960 евро/кв.м. при плащане на 80% от сумата!При плащане на 5 вноски цената е 980 евро/кв.м.!...,/bg/obiava/prodava/plovdiv/kyrshijaka/dvustaen/6114520/?sid=gRy1fA&page=1,5,продава,Етаж: 4 от 9,Цена на /м2/:958EUR/1 873.95BGN,72 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.732196
70 300€137 495BGN,"продаваДвустаен апартамент,74 м2","Пловдив, Въстанически","Оферта 1-4320, Без комисионно възнаграждение от купувача. Цени на инвеститор. Избор на етаж, изложение и големина на 2-стайни и 3-стайни апартаменти. Високо етажно строителство. Предлагаме Ви...",/bg/obiava/prodava--v-stroej/plovdiv/vystanicheski/dvustaen/5912866/?sid=gRy1fA&page=1,7,продава,Етаж: 7 от 10,Цена на /м2/:950EUR/1 858.04BGN,74 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.732924
70 922€138 711BGN,"продаваДвустаен апартамент,66 м2","Пловдив, Кършияка","Оферта 1-6494, Промоционална цена. Без комисионно възнаграждение от купувача. Цени на инвеститор. Избор на етаж, изложение и големина на 2-стайни,3-стайни и многостайни апартаменти. Предлагаме Ви...",/bg/obiava/prodava--v-stroej/plovdiv/kyrshijaka/dvustaen/6053638/?sid=gRy1fA&page=1,1,продава,Етаж: 8 от 18,Цена на /м2/:1 075EUR/2 101.69BGN,66 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.733637
71 000€138 864BGN,"продаваДвустаен апартамент,74 м2","Пловдив, Кършияка",Строителството е стартирало!Цената е по-ниска от тази на инвеститора 960 евро/кв.м.!Разсрочено плащане в рамките на строителството!Предлагаме Ви двустаен апартамент...,/bg/obiava/prodava--v-stroej/plovdiv/kyrshijaka/dvustaen/6148349/?sid=gRy1fA&page=1,2,продава,Етаж: 2 от 18,Цена на /м2/:959EUR/1 876.54BGN,74 м2,https://www.imoti.net/bg/obiavi/r/prodava/plovdiv/?sid=gRy1fA,2026-01-30T06:11:25.734440
