title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
"Земеделска земя, 6000m²",72000,ЛЕВА,земеделска земя,,с.Джерман,Дупница,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-6000m2-dupnica-s.dzherman/la24800,8,2025-01-10 18:02:29.476406,homes.bg,,12 ЛЕВА/m²,24800,
"Земеделска земя, 2195m²",33000,EUR,земеделска земя,,с.Атия,Созопол,Нива,,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-2195m2-sozopol-s.atiya/la18975,4,2025-01-10 18:02:29.476406,homes.bg,,15 EUR/m²,18975,
"Земеделска земя, 3841m²",115230,EUR,земеделска земя,,Северна Промишлена Зона,Бургас,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-3841m2-burgas-severna-promishlena-zona/la22713,1,2025-01-10 18:02:29.476406,homes.bg,,30 EUR/m²,22713,
"Земеделска земя, 14136m²",56000,EUR,земеделска земя,,с.Кръстина,Камено,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-14136m2-kameno-s.krystina/la21393,4,2025-01-10 18:02:29.476406,homes.bg,,3 EUR/m²,21393,
"Земеделска земя, 3124m²",39900,EUR,земеделска земя,,с.Алдомировци,Сливница,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-3124m2-slivnica-s.aldomirovci/la24308,1,2025-01-10 18:02:29.476406,homes.bg,,12 EUR/m²,24308,
"Земеделска земя, 34000m²",156400,ЛЕВА,земеделска земя,,с.Сливо Поле,Сливо Поле,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-34000m2-slivo-pole-s.slivo-pole/la24288,4,2025-01-10 18:02:29.476406,homes.bg,,4 ЛЕВА/m²,24288,
"Земеделска земя, 996m²",21000,EUR,земеделска земя,,с.Дъбрава,Благоевград,"Категория 7, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-996m2-blagoevgrad-s.dybrava/la34473,2,2025-01-10 18:02:29.476406,homes.bg,,21 EUR/m²,34473,
"Земеделска земя, 1000m²",15000,EUR,земеделска земя,,с.Дъбрава,Благоевград,"Категория 7, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-1000m2-blagoevgrad-s.dybrava/la34465,3,2025-01-10 18:02:29.476406,homes.bg,,15 EUR/m²,34465,
"Земеделска земя, 3000m²",81300,EUR,земеделска земя,,гр.Поморие,Бургас,"Категория 3, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-3000m2-burgas-gr.pomorie/la34737,1,2025-01-10 18:02:29.476406,homes.bg,,27 EUR/m²,34737,
"Земеделска земя, 2500m²",28200,EUR,земеделска земя,,гр.Поморие,Бургас,"Категория 3, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-2500m2-burgas-gr.pomorie/la34640,1,2025-01-10 18:02:29.476406,homes.bg,,11 EUR/m²,34640,
"Земеделска земя, 5000m²",160000,EUR,земеделска земя,,Индустриална зона - Изток,Пловдив,"Категория 4, Нива",,,,https://homes.bg/offer/zemya-za-prodazhba/zemedelska-zemya-5000m2-plovdiv-industrialna-zona---iztok/la33614,0,2025-01-10 18:02:29.476406,homes.bg,,32 EUR/m²,33614,
