title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Тристаен, 84m²","Тухла, Електричество",София,жк. Изток,"410,000",EUR,,/offer/apartament-za-prodazhba/tristaen-84m2-sofiya-zhk.-iztok/as1659648,10,вчера,,1659648,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801831
"Двустаен, 93m²","Тухла, Полуобзаведен, ТЕЦ",София,жк. Изток,"275,825",EUR,,/offer/apartament-za-prodazhba/dvustaen-93m2-sofiya-zhk.-iztok/as1663821,10,,,1663821,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801841
"Четиристаен, 170m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изток,"450,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-170m2-sofiya-zhk.-iztok/as1652684,10,,,1652684,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801844
"Двустаен, 75m²","ЕПК, Обзаведен, Локално отопление",София,жк. Изток,"325,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-75m2-sofiya-zhk.-iztok/as1606875,10,,,1606875,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801847
"Четиристаен, 165m²","Тухла, Полуобзаведен, ТЕЦ",София,жк. Изток,"450,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-165m2-sofiya-zhk.-iztok/as1247316,10,,,1247316,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801849
"Тристаен, 28m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изток,"135,000",EUR,,/offer/apartament-za-prodazhba/tristaen-28m2-sofiya-zhk.-iztok/as1668274,9,,,1668274,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801852
"Двустаен, 130m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изток,"519,950",EUR,,/offer/apartament-za-prodazhba/dvustaen-130m2-sofiya-zhk.-iztok/as1667940,7,,,1667940,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801854
"Двустаен, 60m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изток,"178,950",EUR,,/offer/apartament-za-prodazhba/dvustaen-60m2-sofiya-zhk.-iztok/as1667938,8,,,1667938,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801857
"Четиристаен, 103m²","ЕПК, ТЕЦ",София,жк. Изток,"465,480",EUR,,/offer/apartament-za-prodazhba/chetiristaen-103m2-sofiya-zhk.-iztok/as1658064,10,,,1658064,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801859
"Двустаен, 58m²","Тухла, Полуобзаведен",София,жк. Изток,"180,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-58m2-sofiya-zhk.-iztok/as1646492,2,,,1646492,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=424,2026-01-25T06:02:57.801862
