title,details_url,ref_no,price_text,location,date,area,floor,num_photos,total_offers,offer_type,price_per_m2,search_url,scraped_at
"Продава 2-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-53160669/prodawa-2-staen-gr-plowdiw-mladezhki-halm,53160669,189 100€,"гр. Пловдив, Младежки Хълм",днес,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.312372
"Продава 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53123231/prodawa-2-staen-gr-plowdiw-tsentar,53123231,142 000€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.312655
"Продава 3-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53094573/prodawa-3-staen-gr-plowdiw-tsentar,53094573,112 189€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.312922
"Продава 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53091681/prodawa-2-staen-gr-plowdiw-tsentar,53091681,159 000€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.313191
"Продава 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53267793/prodawa-2-staen-gr-plowdiw-tsentar,53267793,112 000€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.313479
🏡 Луксозен апартамент с невероятна гледка до хотел ”Марица”,https://bazar.bg/obiava-53160394/luksozen-apartament-s-neweroiatna-gledka-do-hotel-maritsa,53160394,300 000€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.313763
"Продава 3-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-52985300/prodawa-3-staen-gr-plowdiw-tsentar,52985300,171 680€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.314030
"Продава 3-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-52563382/prodawa-3-staen-gr-plowdiw-tsentar,52563382,168 990€,"гр. Пловдив, Център",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.314309
"Продава 2-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-52457588/prodawa-2-staen-gr-plowdiw-mladezhki-halm,52457588,170 000€,"гр. Пловдив, Младежки Хълм",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.314581
"Продава 2-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-53265555/prodawa-2-staen-gr-plowdiw-mladezhki-halm,53265555,130 000€,"гр. Пловдив, Младежки Хълм",вчера,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.314843
"Продава 3-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-52150619/prodawa-3-staen-gr-plowdiw-tsentar,52150619,199 990€,"гр. Пловдив, Център",28 януари,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.315106
"Продава 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53254735/prodawa-2-staen-gr-plowdiw-tsentar,53254735,165 000€,"гр. Пловдив, Център",28 януари,,,1,2187,продава,,https://bazar.bg/obiavi/prodazhba-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270,2026-01-30T06:11:58.315387
