title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Двустаен, 63m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"370,734",EUR,,/offer/apartament-za-prodazhba/dvustaen-63m2-sofiya-zhk.-izgrev/as1668851,4,вчера,,1668851,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045155
"Тристаен, 83m²","Тухла, ТЕЦ",София,жк. Изгрев,"469,812",EUR,,/offer/apartament-za-prodazhba/tristaen-83m2-sofiya-zhk.-izgrev/as1668850,6,вчера,,1668850,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045166
"Двустаен, 77m²","Тухла, Необзаведен",София,жк. Изгрев,"320,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-77m2-sofiya-zhk.-izgrev/as1656663,10,вчера,,1656663,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045169
"Многостаен, 300m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"1,300,000",EUR,,/offer/apartament-za-prodazhba/mnogostaen-300m2-sofiya-zhk.-izgrev/as1455737,10,вчера,,1455737,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045171
"Тристаен, 122m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,0,EUR,,/offer/apartament-za-prodazhba/tristaen-122m2-sofiya-zhk.-izgrev/as1183970,5,вчера,,1183970,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045174
"Четиристаен, 220m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"800,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-220m2-sofiya-zhk.-izgrev/as1076141,10,вчера,,1076141,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045178
"Двустаен, 48m²","ЕПК, ТЕЦ",София,жк. Изгрев,"199,900",EUR,,/offer/apartament-za-prodazhba/dvustaen-48m2-sofiya-zhk.-izgrev/as1624851,7,вчера,,1624851,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045183
"Четиристаен, 207m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изгрев,"1,070,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-207m2-sofiya-zhk.-izgrev/as1668453,10,,,1668453,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045187
"Тристаен, 167m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"725,000",EUR,,/offer/apartament-za-prodazhba/tristaen-167m2-sofiya-zhk.-izgrev/as1592240,10,,,1592240,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045191
"Тристаен, 65m²","Тухла, Обзаведен, Електричество",София,жк. Изгрев,"248,000",EUR,,/offer/apartament-za-prodazhba/tristaen-65m2-sofiya-zhk.-izgrev/as1668328,8,,,1668328,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-30T06:12:03.045195
