title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Четиристаен, 120m²","Тухла, Електричество",София,жк. Лозенец,"430,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-120m2-sofiya-zhk.-lozenec/as1563368,10,вчера,,1563368,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672155
"Тристаен, 128m²","Тухла, Електричество",София,жк. Лозенец,"457,900",EUR,,/offer/apartament-za-prodazhba/tristaen-128m2-sofiya-zhk.-lozenec/as1645264,10,вчера,,1645264,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672186
"Двустаен, 98m²","Тухла, Електричество",София,жк. Лозенец,"423,500",EUR,,/offer/apartament-za-prodazhba/dvustaen-98m2-sofiya-zhk.-lozenec/as1645406,10,вчера,,1645406,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672195
"Четиристаен, 181m²",Тухла,София,жк. Лозенец,"1,111,080",EUR,,/offer/apartament-za-prodazhba/chetiristaen-181m2-sofiya-zhk.-lozenec/as1645522,8,вчера,,1645522,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672201
"Тристаен, 98m²","Тухла, Необзаведен, ТЕЦ",София,жк. Лозенец,"392,000",EUR,,/offer/apartament-za-prodazhba/tristaen-98m2-sofiya-zhk.-lozenec/as1662517,9,,,1662517,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672206
"Едностаен, 50m²","Тухла, Обзаведен, Локално отопление",София,жк. Лозенец,"234,900",EUR,,/offer/apartament-za-prodazhba/ednostaen-50m2-sofiya-zhk.-lozenec/as1659480,10,,,1659480,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672211
"Двустаен, 71m²",Тухла,София,жк. Лозенец,"300,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-71m2-sofiya-zhk.-lozenec/as1649107,10,,,1649107,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672217
"Тристаен, 118m²","Тухла, ТЕЦ",София,жк. Лозенец,"622,000",EUR,,/offer/apartament-za-prodazhba/tristaen-118m2-sofiya-zhk.-lozenec/as1653480,10,,,1653480,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672221
"Двустаен, 119m²","Тухла, Обзаведен, Локално отопление",София,жк. Лозенец,"390,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-119m2-sofiya-zhk.-lozenec/as1662453,10,,,1662453,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672225
"Четиристаен, 240m²","Тухла, Обзаведен, Електричество",София,жк. Лозенец,"1,200,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-240m2-sofiya-zhk.-lozenec/as1661820,10,,,1661820,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672229
"Многостаен, 227m²",Тухла,София,жк. Лозенец,"789,000",EUR,,/offer/apartament-za-prodazhba/mnogostaen-227m2-sofiya-zhk.-lozenec/as1653921,10,,,1653921,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672233
"Двустаен, 43m²",Тухла,София,жк. Лозенец,"220,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-43m2-sofiya-zhk.-lozenec/as1647467,0,,,1647467,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672238
"Тристаен, 110m²",Тухла,София,жк. Лозенец,"320,000",EUR,,/offer/apartament-za-prodazhba/tristaen-110m2-sofiya-zhk.-lozenec/as1650684,4,,,1650684,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672242
"Мезонет, 254m²","Тухла, Обзаведен",София,жк. Лозенец,"520,000",EUR,,/offer/apartament-za-prodazhba/mezonet-254m2-sofiya-zhk.-lozenec/as1641594,10,,,1641594,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672247
"Тристаен, 100m²",Тухла,София,жк. Лозенец,"520,000",EUR,,/offer/apartament-za-prodazhba/tristaen-100m2-sofiya-zhk.-lozenec/as1645538,8,,,1645538,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672251
"Тристаен, 146m²",Тухла,София,жк. Лозенец,"417,182",EUR,,/offer/apartament-za-prodazhba/tristaen-146m2-sofiya-zhk.-lozenec/as1644303,0,,,1644303,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672255
"Тристаен, 109m²",Тухла,София,жк. Лозенец,"440,000",EUR,,/offer/apartament-za-prodazhba/tristaen-109m2-sofiya-zhk.-lozenec/as1637657,1,,,1637657,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672259
"Четиристаен, 165m²",Тухла,София,жк. Лозенец,"790,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-165m2-sofiya-zhk.-lozenec/as1640667,10,,,1640667,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672264
"Тристаен, 146m²",Панел,София,жк. Лозенец,"388,289",EUR,,/offer/apartament-za-prodazhba/tristaen-146m2-sofiya-zhk.-lozenec/as1644304,0,,,1644304,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672268
"Тристаен, 175m²","Тухла, Обзаведен, Локално отопление",София,жк. Лозенец,"960,795",EUR,,/offer/apartament-za-prodazhba/tristaen-175m2-sofiya-zhk.-lozenec/as1636287,1,,,1636287,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:11.672272
"Четиристаен, 240m²","Тухла, Обзаведен, ТЕЦ",София,жк. Лозенец,"615,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-240m2-sofiya-zhk.-lozenec/as1563572,10,,,1563572,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:14.847794
"Тристаен, 138m²","Тухла, Необзаведен, ТЕЦ",София,жк. Лозенец,"550,000",EUR,,/offer/apartament-za-prodazhba/tristaen-138m2-sofiya-zhk.-lozenec/as1663081,2,,,1663081,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=447,2026-02-02T06:20:14.847807
