title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Двустаен, 68m²",ТЕЦ,София,Оборище,"320,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-68m2-sofiya-oborishte/as1645471,10,вчера,,1645471,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.680983
"Тристаен, 100m²","Тухла, ТЕЦ",София,Оборище,"425,000",EUR,,/offer/apartament-za-prodazhba/tristaen-100m2-sofiya-oborishte/as1663075,1,вчера,,1663075,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681003
"Тристаен, 138m²",Тухла,София,Оборище,"430,200",EUR,,/offer/apartament-za-prodazhba/tristaen-138m2-sofiya-oborishte/as1616667,4,вчера,,1616667,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681009
"Четиристаен, 196m²",Тухла,София,Оборище,"620,235",EUR,,/offer/apartament-za-prodazhba/chetiristaen-196m2-sofiya-oborishte/as1614433,3,вчера,,1614433,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681015
"Четиристаен, 195m²",Тухла,София,Оборище,"595,840",EUR,,/offer/apartament-za-prodazhba/chetiristaen-195m2-sofiya-oborishte/as1614434,3,вчера,,1614434,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681023
"Четиристаен, 194m²",Тухла,София,Оборище,"576,790",EUR,,/offer/apartament-za-prodazhba/chetiristaen-194m2-sofiya-oborishte/as1614435,4,вчера,,1614435,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681028
"Четиристаен, 191m²",Тухла,София,Оборище,"544,290",EUR,,/offer/apartament-za-prodazhba/chetiristaen-191m2-sofiya-oborishte/as1614436,4,вчера,,1614436,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681033
"Тристаен, 148m²",Тухла,София,Оборище,"485,900",EUR,,/offer/apartament-za-prodazhba/tristaen-148m2-sofiya-oborishte/as1614439,6,вчера,,1614439,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681041
"Четиристаен, 180m²",Тухла,София,Оборище,"531,700",EUR,,/offer/apartament-za-prodazhba/chetiristaen-180m2-sofiya-oborishte/as1641907,8,вчера,,1641907,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681048
"Двустаен, 65m²","Тухла, ТЕЦ",София,Оборище,"265,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-65m2-sofiya-oborishte/as1652163,9,вчера,,1652163,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681053
"Тристаен, 118m²","Тухла, Електричество",София,Оборище,"460,000",EUR,,/offer/apartament-za-prodazhba/tristaen-118m2-sofiya-oborishte/as1652132,2,вчера,,1652132,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681057
"Тристаен, 147m²",Тухла,София,Оборище,"487,500",EUR,,/offer/apartament-za-prodazhba/tristaen-147m2-sofiya-oborishte/as1616663,4,вчера,,1616663,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681062
"Тристаен, 135m²",Тухла,София,Оборище,"447,750",EUR,,/offer/apartament-za-prodazhba/tristaen-135m2-sofiya-oborishte/as1616664,4,вчера,,1616664,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681065
"Четиристаен, 155m²",Тухла,София,Оборище,"595,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-155m2-sofiya-oborishte/as1616672,2,вчера,,1616672,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681067
"Четиристаен, 184m²",Тухла,София,Оборище,"680,060",EUR,,/offer/apartament-za-prodazhba/chetiristaen-184m2-sofiya-oborishte/as1614437,5,вчера,,1614437,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681069
"Тристаен, 144m²",Тухла,София,Оборище,"472,200",EUR,,/offer/apartament-za-prodazhba/tristaen-144m2-sofiya-oborishte/as1614440,6,вчера,,1614440,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681071
"Двустаен, 58m²","Тухла, Електричество",София,Оборище,"250,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-58m2-sofiya-oborishte/as1668322,10,вчера,,1668322,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681074
"Двустаен, 74m²","Тухла, ТЕЦ",София,Оборище,"320,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-74m2-sofiya-oborishte/as1664090,10,вчера,,1664090,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681076
"Тристаен, 144m²",Тухла,София,Оборище,"434,700",EUR,,/offer/apartament-za-prodazhba/tristaen-144m2-sofiya-oborishte/as1616669,4,вчера,,1616669,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681078
"Четиристаен, 178m²",Тухла,София,Оборище,"532,800",EUR,,/offer/apartament-za-prodazhba/chetiristaen-178m2-sofiya-oborishte/as1616671,3,вчера,,1616671,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:07.681080
"Двустаен, 168m²","Тухла, Обзаведен, Електричество",София,Оборище,"452,900",EUR,,/offer/apartament-za-prodazhba/dvustaen-168m2-sofiya-oborishte/as1653529,10,,,1653529,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244031
"Тристаен, 127m²","Тухла, ТЕЦ",София,Оборище,"510,360",EUR,,/offer/apartament-za-prodazhba/tristaen-127m2-sofiya-oborishte/as1653317,10,,,1653317,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244044
"Многостаен, 200m²","Тухла, Обзаведен, ТЕЦ",София,Оборище,"600,000",EUR,,/offer/apartament-za-prodazhba/mnogostaen-200m2-sofiya-oborishte/as1520685,10,,,1520685,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244047
"Тристаен, 100m²","Тухла, Обзаведен, ТЕЦ",София,Оборище,"350,000",EUR,,/offer/apartament-za-prodazhba/tristaen-100m2-sofiya-oborishte/as1601586,10,,,1601586,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244050
"Тристаен, 75m²","Тухла, Обзаведен, ТЕЦ",София,Оборище,"320,000",EUR,,/offer/apartament-za-prodazhba/tristaen-75m2-sofiya-oborishte/as1644415,5,,,1644415,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244052
"Тристаен, 100m²","Тухла, ТЕЦ",София,Оборище,"350,000",EUR,,/offer/apartament-za-prodazhba/tristaen-100m2-sofiya-oborishte/as1520695,4,,,1520695,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244054
"Тристаен, 76m²","Панел, Обзаведен, ТЕЦ",София,Оборище,"249,990",EUR,,/offer/apartament-za-prodazhba/tristaen-76m2-sofiya-oborishte/as1601584,10,,,1601584,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=487,2026-01-26T10:09:11.244057
