id,,url,title,location,description,price,photos,main_photo,is_favorite,reference_number,contact_info,price_per_m2,floor,is_top_ad
1545063,as,https://homes.bg/offer/apartament-za-prodazhba/atelie/tavan-99m2-sofiya-zhk.-ovcha-kupel/as1545063,"Ателие/Таван, 99m²","жк. Овча Купел, София",Тухла,"{'value': '180,000', 'currency': 'EUR', 'price_per_square_meter': '1,818 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178115', 'https://homes.bg/2024-02-02_2/108178116', 'https://homes.bg/2024-02-02_2/108178117', 'https://homes.bg/2024-02-02_2/108178118', 'https://homes.bg/2024-02-02_2/108178119', 'https://homes.bg/2024-02-02_2/108178120', 'https://homes.bg/2024-02-02_2/108178121', 'https://homes.bg/2024-02-02_2/108178122', 'https://homes.bg/2024-02-02_2/108178123', 'https://homes.bg/2024-02-02_2/108178124']",https://homes.bg/2024-02-02_2/108178115,False,,,,,
1545064,as,https://homes.bg/offer/apartament-za-prodazhba/atelie/tavan-151m2-sofiya-zhk.-ovcha-kupel/as1545064,"Ателие/Таван, 151m²","жк. Овча Купел, София",Тухла,"{'value': '188,750', 'currency': 'EUR', 'price_per_square_meter': '1,250 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178125', 'https://homes.bg/2024-02-02_2/108178126', 'https://homes.bg/2024-02-02_2/108178127', 'https://homes.bg/2024-02-02_2/108178128', 'https://homes.bg/2024-02-02_2/108178129', 'https://homes.bg/2024-02-02_2/108178130', 'https://homes.bg/2024-02-02_2/108178131', 'https://homes.bg/2024-02-02_2/108178132', 'https://homes.bg/2024-02-02_2/108178133', 'https://homes.bg/2024-02-02_2/108178134']",https://homes.bg/2024-02-02_2/108178125,False,,,,,
1545065,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-130m2-sofiya-zhk.-ovcha-kupel/as1545065,"Многостаен, 130m²","жк. Овча Купел, София",Тухла,"{'value': '234,000', 'currency': 'EUR', 'price_per_square_meter': '1,800 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178135', 'https://homes.bg/2024-02-02_2/108178136', 'https://homes.bg/2024-02-02_2/108178137', 'https://homes.bg/2024-02-02_2/108178138', 'https://homes.bg/2024-02-02_2/108178139', 'https://homes.bg/2024-02-02_2/108178140', 'https://homes.bg/2024-02-02_2/108178141', 'https://homes.bg/2024-02-02_2/108178142', 'https://homes.bg/2024-02-02_2/108178143', 'https://homes.bg/2024-02-02_2/108178144']",https://homes.bg/2024-02-02_2/108178135,False,,,,,
1545053,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-162m2-sofiya-zhk.-ovcha-kupel/as1545053,"Многостаен, 162m²","жк. Овча Купел, София",Тухла,"{'value': '295,500', 'currency': 'EUR', 'price_per_square_meter': '1,824 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178155', 'https://homes.bg/2024-02-02_2/108178156', 'https://homes.bg/2024-02-02_2/108178157', 'https://homes.bg/2024-02-02_2/108178158', 'https://homes.bg/2024-02-02_2/108178159', 'https://homes.bg/2024-02-02_2/108178160', 'https://homes.bg/2024-02-02_2/108178161', 'https://homes.bg/2024-02-02_2/108178162', 'https://homes.bg/2024-02-02_2/108178163', 'https://homes.bg/2024-02-02_2/108178164']",https://homes.bg/2024-02-02_2/108178155,False,,,,,
1545055,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-89m2-sofiya-zhk.-ovcha-kupel/as1545055,"Двустаен, 89m²","жк. Овча Купел, София",Тухла,"{'value': '160,200', 'currency': 'EUR', 'price_per_square_meter': '1,800 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178175', 'https://homes.bg/2024-02-02_2/108178176', 'https://homes.bg/2024-02-02_2/108178177', 'https://homes.bg/2024-02-02_2/108178178', 'https://homes.bg/2024-02-02_2/108178179', 'https://homes.bg/2024-02-02_2/108178180', 'https://homes.bg/2024-02-02_2/108178181', 'https://homes.bg/2024-02-02_2/108178182', 'https://homes.bg/2024-02-02_2/108178183', 'https://homes.bg/2024-02-02_2/108178184']",https://homes.bg/2024-02-02_2/108178175,False,,,,,
1545027,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-89m2-sofiya-zhk.-ovcha-kupel/as1545027,"Двустаен, 89m²","жк. Овча Купел, София",Тухла,"{'value': '160,200', 'currency': 'EUR', 'price_per_square_meter': '1,800 EUR/m²'}","['https://homes.bg/2024-02-02_2/108176743', 'https://homes.bg/2024-02-02_2/108176744', 'https://homes.bg/2024-02-02_2/108176745', 'https://homes.bg/2024-02-02_2/108176746', 'https://homes.bg/2024-02-02_2/108176747', 'https://homes.bg/2024-02-02_2/108176748', 'https://homes.bg/2024-02-02_2/108176749', 'https://homes.bg/2024-02-02_2/108176750', 'https://homes.bg/2024-02-02_2/108176751', 'https://homes.bg/2024-02-02_2/108176752']",https://homes.bg/2024-02-02_2/108176743,False,,,,,
1545028,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-73m2-sofiya-zhk.-ovcha-kupel/as1545028,"Двустаен, 73m²","жк. Овча Купел, София",Тухла,"{'value': '131,400', 'currency': 'EUR', 'price_per_square_meter': '1,800 EUR/m²'}","['https://homes.bg/2024-02-01_2/108167690', 'https://homes.bg/2024-02-01_2/108167692', 'https://homes.bg/2024-02-01_2/108167694', 'https://homes.bg/2024-02-01_2/108167696', 'https://homes.bg/2024-02-01_2/108167698', 'https://homes.bg/2024-02-01_2/108167700', 'https://homes.bg/2024-02-01_2/108167702', 'https://homes.bg/2024-02-01_2/108167704', 'https://homes.bg/2024-02-01_2/108167706', 'https://homes.bg/2024-02-01_2/108167708']",https://homes.bg/2024-02-01_2/108167690,False,,,,,
1594070,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-95m2-sofiya-zhk.-ovcha-kupel/as1594070,"Двустаен, 95m²","жк. Овча Купел, София","Тухла, Електричество","{'value': '166,400', 'currency': 'EUR', 'price_per_square_meter': '1,751 EUR/m²'}","['https://homes.bg/2024-11-05_2/111918060', 'https://homes.bg/2024-11-05_2/111918061', 'https://homes.bg/2024-11-05_2/111918062', 'https://homes.bg/2024-11-05_2/111918063', 'https://homes.bg/2024-11-05_2/111918064', 'https://homes.bg/2024-11-05_2/111918065']",https://homes.bg/2024-11-05_2/111918060,False,,,,,
1602753,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-132m2-sofiya-zhk.-ovcha-kupel/as1602753,"Тристаен, 132m²","жк. Овча Купел, София",Тухла,"{'value': '205,530', 'currency': 'EUR', 'price_per_square_meter': '1,557 EUR/m²'}","['https://homes.bg/2024-12-10_2/112383172', 'https://homes.bg/2024-12-10_2/112383173', 'https://homes.bg/2024-12-10_2/112383174']",https://homes.bg/2024-12-10_2/112383172,False,,,,,
1577855,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-70m2-sofiya-zhk.-ovcha-kupel/as1577855,"Двустаен, 70m²","жк. Овча Купел, София",Тухла,"{'value': '136,000', 'currency': 'EUR', 'price_per_square_meter': '1,942 EUR/m²'}","['https://homes.bg/2024-10-12_2/111607433', 'https://homes.bg/2024-10-12_2/111607434', 'https://homes.bg/2024-10-12_2/111607435', 'https://homes.bg/2024-10-12_2/111607436']",https://homes.bg/2024-10-12_2/111607433,False,,,,,
1577856,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-98m2-sofiya-zhk.-ovcha-kupel/as1577856,"Тристаен, 98m²","жк. Овча Купел, София",Тухла,"{'value': '191,600', 'currency': 'EUR', 'price_per_square_meter': '1,955 EUR/m²'}","['https://homes.bg/2024-11-15_2/112061907', 'https://homes.bg/2024-11-15_2/112061908', 'https://homes.bg/2024-11-15_2/112061909', 'https://homes.bg/2024-11-15_2/112061910', 'https://homes.bg/2024-11-15_2/112061911']",https://homes.bg/2024-11-15_2/112061907,False,,,,,
1577858,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-65m2-sofiya-zhk.-ovcha-kupel/as1577858,"Тристаен, 65m²","жк. Овча Купел, София",Тухла,"{'value': '145,000', 'currency': 'EUR', 'price_per_square_meter': '2,230 EUR/m²'}","['https://homes.bg/2024-10-04_2/111500855', 'https://homes.bg/2024-10-04_2/111500857', 'https://homes.bg/2024-10-04_2/111500859', 'https://homes.bg/2024-10-04_2/111500861']",https://homes.bg/2024-10-04_2/111500855,False,,,,,
1552656,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-134m2-sofiya-zhk.-ovcha-kupel/as1552656,"Тристаен, 134m²","жк. Овча Купел, София",Тухла,"{'value': '213,248', 'currency': 'EUR', 'price_per_square_meter': '1,591 EUR/m²'}",['https://homes.bg/2024-09-12_2/111205309'],https://homes.bg/2024-09-12_2/111205309,False,,,,,
1547178,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-116m2-sofiya-zhk.-ovcha-kupel/as1547178,"Тристаен, 116m²","жк. Овча Купел, София",Тухла,"{'value': '199,000', 'currency': 'EUR', 'price_per_square_meter': '1,715 EUR/m²'}","['https://homes.bg/2024-11-05_2/111918297', 'https://homes.bg/2024-11-05_2/111918298']",https://homes.bg/2024-11-05_2/111918297,False,,,,,
1547131,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-112m2-sofiya-zhk.-ovcha-kupel/as1547131,"Тристаен, 112m²","жк. Овча Купел, София",Тухла,"{'value': '230,700', 'currency': 'EUR', 'price_per_square_meter': '2,059 EUR/m²'}","['https://homes.bg/2024-10-04_2/111500936', 'https://homes.bg/2024-10-04_2/111500938', 'https://homes.bg/2024-10-04_2/111500940', 'https://homes.bg/2024-10-04_2/111500942']",https://homes.bg/2024-10-04_2/111500936,False,,,,,
1547134,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-64m2-sofiya-zhk.-ovcha-kupel/as1547134,"Двустаен, 64m²","жк. Овча Купел, София",Тухла,"{'value': '129,600', 'currency': 'EUR', 'price_per_square_meter': '2,025 EUR/m²'}","['https://homes.bg/2024-11-15_2/112061925', 'https://homes.bg/2024-11-15_2/112061926', 'https://homes.bg/2024-11-15_2/112061927', 'https://homes.bg/2024-11-15_2/112061928']",https://homes.bg/2024-11-15_2/112061925,False,,,,,
1475381,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-105m2-sofiya-zhk.-ovcha-kupel/as1475381,"Тристаен, 105m²","жк. Овча Купел, София",Тухла,"{'value': '150,150', 'currency': 'EUR', 'price_per_square_meter': '1,430 EUR/m²'}",['https://homes.bg/2024-12-10_2/112383283'],https://homes.bg/2024-12-10_2/112383283,False,,,,,
1473778,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-106m2-sofiya-zhk.-ovcha-kupel/as1473778,"Тристаен, 106m²","жк. Овча Купел, София",Тухла,"{'value': '205,901', 'currency': 'EUR', 'price_per_square_meter': '1,942 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207597', 'https://homes.bg/2024-09-12_2/111207598', 'https://homes.bg/2024-09-12_2/111207599', 'https://homes.bg/2024-09-12_2/111207600']",https://homes.bg/2024-09-12_2/111207597,False,,,,,
1464934,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-101m2-sofiya-zhk.-ovcha-kupel/as1464934,"Тристаен, 101m²","жк. Овча Купел, София",Тухла,"{'value': '182,000', 'currency': 'EUR', 'price_per_square_meter': '1,801 EUR/m²'}","['https://homes.bg/2024-11-13_2/112029371', 'https://homes.bg/2024-11-13_2/112029372', 'https://homes.bg/2024-11-13_2/112029373', 'https://homes.bg/2024-11-13_2/112029374']",https://homes.bg/2024-11-13_2/112029371,False,,,,,
1462162,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-141m2-sofiya-zhk.-ovcha-kupel/as1462162,"Тристаен, 141m²","жк. Овча Купел, София",Тухла,"{'value': '196,295', 'currency': 'EUR', 'price_per_square_meter': '1,392 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207633', 'https://homes.bg/2024-09-12_2/111207634', 'https://homes.bg/2024-09-12_2/111207635']",https://homes.bg/2024-09-12_2/111207633,False,,,,,
1478722,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-240m2-sofiya-zhk.-ovcha-kupel/as1478722,"Четиристаен, 240m²","жк. Овча Купел, София",Тухла,"{'value': '324,000', 'currency': 'EUR', 'price_per_square_meter': '1,350 EUR/m²'}","['https://homes.bg/2024-12-06_2/112341765', 'https://homes.bg/2024-12-06_2/112341766']",https://homes.bg/2024-12-06_2/112341765,False,,,,,
1478721,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-209m2-sofiya-zhk.-ovcha-kupel/as1478721,"Многостаен, 209m²","жк. Овча Купел, София",Тухла,"{'value': '267,500', 'currency': 'EUR', 'price_per_square_meter': '1,279 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207383', 'https://homes.bg/2024-09-12_2/111207384']",https://homes.bg/2024-09-12_2/111207383,False,,,,,
1478720,as,https://homes.bg/offer/apartament-za-prodazhba/mezonet-176m2-sofiya-zhk.-ovcha-kupel/as1478720,"Мезонет, 176m²","жк. Овча Купел, София",Тухла,"{'value': '225,200', 'currency': 'EUR', 'price_per_square_meter': '1,279 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207385', 'https://homes.bg/2024-09-12_2/111207386', 'https://homes.bg/2024-09-12_2/111207387', 'https://homes.bg/2024-09-12_2/111207388']",https://homes.bg/2024-09-12_2/111207385,False,,,,,
1478718,as,https://homes.bg/offer/apartament-za-prodazhba/mezonet-209m2-sofiya-zhk.-ovcha-kupel/as1478718,"Мезонет, 209m²","жк. Овча Купел, София",Тухла,"{'value': '267,500', 'currency': 'EUR', 'price_per_square_meter': '1,279 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207391', 'https://homes.bg/2024-09-12_2/111207392', 'https://homes.bg/2024-09-12_2/111207394', 'https://homes.bg/2024-09-12_2/111207395']",https://homes.bg/2024-09-12_2/111207391,False,,,,,
1540525,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-78m2-sofiya-zhk.-ovcha-kupel/as1540525,"Двустаен, 78m²","жк. Овча Купел, София","Тухла, Локално отопление","{'value': '121,000', 'currency': 'EUR', 'price_per_square_meter': '1,551 EUR/m²'}",['https://homes.bg/2024-01-30_2/108143775'],https://homes.bg/2024-01-30_2/108143775,False,,,,,
1602748,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-85m2-sofiya-zhk.-ovcha-kupel/as1602748,"Тристаен, 85m²","жк. Овча Купел, София",Тухла,"{'value': '215,000', 'currency': 'EUR', 'price_per_square_meter': '2,529 EUR/m²'}","['https://homes.bg/2024-12-18_2/112479026', 'https://homes.bg/2024-12-18_2/112479027', 'https://homes.bg/2024-12-18_2/112479028', 'https://homes.bg/2024-12-18_2/112479029', 'https://homes.bg/2024-12-18_2/112479030', 'https://homes.bg/2024-12-18_2/112479031', 'https://homes.bg/2024-12-18_2/112479032', 'https://homes.bg/2024-12-18_2/112479033', 'https://homes.bg/2024-12-18_2/112479034']",https://homes.bg/2024-12-18_2/112479026,False,,,,,
1548438,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-245m2-sofiya-zhk.-ovcha-kupel/as1548438,"Четиристаен, 245m²","жк. Овча Купел, София",Тухла,"{'value': '404,340', 'currency': 'EUR', 'price_per_square_meter': '1,650 EUR/m²'}",['https://homes.bg/2024-09-12_2/111205676'],https://homes.bg/2024-09-12_2/111205676,False,,,,,
1587323,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-101m2-sofiya-zhk.-ovcha-kupel/as1587323,"Тристаен, 101m²","жк. Овча Купел, София",Тухла,"{'value': '222,000', 'currency': 'EUR', 'price_per_square_meter': '2,198 EUR/m²'}",['https://homes.bg/2024-11-30_2/112266578'],https://homes.bg/2024-11-30_2/112266578,False,,,,,
1587324,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-108m2-sofiya-zhk.-ovcha-kupel/as1587324,"Тристаен, 108m²","жк. Овча Купел, София",Тухла,"{'value': '237,000', 'currency': 'EUR', 'price_per_square_meter': '2,194 EUR/m²'}",['https://homes.bg/2024-10-26_2/111790454'],https://homes.bg/2024-10-26_2/111790454,False,,,,,
1547135,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-69m2-sofiya-zhk.-ovcha-kupel/as1547135,"Двустаен, 69m²","жк. Овча Купел, София",Тухла,"{'value': '138,000', 'currency': 'EUR', 'price_per_square_meter': '2,000 EUR/m²'}","['https://homes.bg/2024-10-08_2/111545266', 'https://homes.bg/2024-10-08_2/111545268', 'https://homes.bg/2024-10-08_2/111545270', 'https://homes.bg/2024-10-08_2/111545272']",https://homes.bg/2024-10-08_2/111545266,False,,,,,
1547139,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-99m2-sofiya-zhk.-ovcha-kupel/as1547139,"Тристаен, 99m²","жк. Овча Купел, София",Тухла,"{'value': '139,410', 'currency': 'EUR', 'price_per_square_meter': '1,408 EUR/m²'}","['https://homes.bg/2024-12-21_2/112513480', 'https://homes.bg/2024-12-21_2/112513481', 'https://homes.bg/2024-12-21_2/112513482', 'https://homes.bg/2024-12-21_2/112513483', 'https://homes.bg/2024-12-21_2/112513484']",https://homes.bg/2024-12-21_2/112513480,False,,,,,
1475378,as,https://homes.bg/offer/apartament-za-prodazhba/mezonet-210m2-sofiya-zhk.-ovcha-kupel/as1475378,"Мезонет, 210m²","жк. Овча Купел, София",Тухла,"{'value': '267,500', 'currency': 'EUR', 'price_per_square_meter': '1,273 EUR/m²'}",['https://homes.bg/2024-09-12_2/111207583'],https://homes.bg/2024-09-12_2/111207583,False,,,,,
1474401,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-105m2-sofiya-zhk.-ovcha-kupel/as1474401,"Тристаен, 105m²","жк. Овча Купел, София",Тухла,"{'value': '205,901', 'currency': 'EUR', 'price_per_square_meter': '1,960 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207591', 'https://homes.bg/2024-09-12_2/111207592', 'https://homes.bg/2024-09-12_2/111207593', 'https://homes.bg/2024-09-12_2/111207594']",https://homes.bg/2024-09-12_2/111207591,False,,,,,
1474397,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-105m2-sofiya-zhk.-ovcha-kupel/as1474397,"Тристаен, 105m²","жк. Овча Купел, София",Тухла,"{'value': '205,901', 'currency': 'EUR', 'price_per_square_meter': '1,960 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207595', 'https://homes.bg/2024-09-12_2/111207596']",https://homes.bg/2024-09-12_2/111207595,False,,,,,
1468211,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-103m2-sofiya-zhk.-ovcha-kupel/as1468211,"Тристаен, 103m²","жк. Овча Купел, София",Тухла,"{'value': '188,040', 'currency': 'EUR', 'price_per_square_meter': '1,825 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207615', 'https://homes.bg/2024-09-12_2/111207616', 'https://homes.bg/2024-09-12_2/111207617', 'https://homes.bg/2024-09-12_2/111207618', 'https://homes.bg/2024-09-12_2/111207619', 'https://homes.bg/2024-09-12_2/111207620']",https://homes.bg/2024-09-12_2/111207615,False,,,,,
1577857,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-98m2-sofiya-zhk.-ovcha-kupel/as1577857,"Тристаен, 98m²","жк. Овча Купел, София",Тухла,"{'value': '185,500', 'currency': 'EUR', 'price_per_square_meter': '1,892 EUR/m²'}","['https://homes.bg/2024-10-04_2/111500847', 'https://homes.bg/2024-10-04_2/111500849', 'https://homes.bg/2024-10-04_2/111500851', 'https://homes.bg/2024-10-04_2/111500853']",https://homes.bg/2024-10-04_2/111500847,False,,,,,
1587343,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-97m2-sofiya-zhk.-ovcha-kupel/as1587343,"Тристаен, 97m²","жк. Овча Купел, София","Тухла, Електричество","{'value': '160,890', 'currency': 'EUR', 'price_per_square_meter': '1,658 EUR/m²'}","['https://homes.bg/2024-09-12_2/111206679', 'https://homes.bg/2024-09-12_2/111206680', 'https://homes.bg/2024-09-12_2/111206681', 'https://homes.bg/2024-09-12_2/111206682']",https://homes.bg/2024-09-12_2/111206679,False,,,,,
1548442,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-112m2-sofiya-zhk.-ovcha-kupel/as1548442,"Тристаен, 112m²","жк. Овча Купел, София",Тухла,"{'value': '200,890', 'currency': 'EUR', 'price_per_square_meter': '1,793 EUR/m²'}",['https://homes.bg/2024-09-12_2/111205677'],https://homes.bg/2024-09-12_2/111205677,False,,,,,
1548443,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-156m2-sofiya-zhk.-ovcha-kupel/as1548443,"Четиристаен, 156m²","жк. Овча Купел, София",Тухла,"{'value': '293,422', 'currency': 'EUR', 'price_per_square_meter': '1,880 EUR/m²'}",['https://homes.bg/2024-10-22_2/111727847'],https://homes.bg/2024-10-22_2/111727847,False,,,,,
1587326,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-108m2-sofiya-zhk.-ovcha-kupel/as1587326,"Тристаен, 108m²","жк. Овча Купел, София",Тухла,"{'value': '205,000', 'currency': 'EUR', 'price_per_square_meter': '1,898 EUR/m²'}",['https://homes.bg/2024-11-30_2/112266579'],https://homes.bg/2024-11-30_2/112266579,False,,,,,
1478905,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-131m2-sofiya-zhk.-ovcha-kupel/as1478905,"Тристаен, 131m²","жк. Овча Купел, София",Тухла,"{'value': '215,800', 'currency': 'EUR', 'price_per_square_meter': '1,647 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207361', 'https://homes.bg/2024-09-12_2/111207362', 'https://homes.bg/2024-09-12_2/111207363', 'https://homes.bg/2024-09-12_2/111207364', 'https://homes.bg/2024-09-12_2/111207365', 'https://homes.bg/2024-09-12_2/111207366', 'https://homes.bg/2024-09-12_2/111207367', 'https://homes.bg/2024-09-12_2/111207368', 'https://homes.bg/2024-09-12_2/111207369', 'https://homes.bg/2024-09-12_2/111207370']",https://homes.bg/2024-09-12_2/111207361,False,,,,,
1475382,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-128m2-sofiya-zhk.-ovcha-kupel/as1475382,"Тристаен, 128m²","жк. Овча Купел, София",Тухла,"{'value': '184,000', 'currency': 'EUR', 'price_per_square_meter': '1,437 EUR/m²'}",['https://homes.bg/2024-12-07_2/112356063'],https://homes.bg/2024-12-07_2/112356063,False,,,,,
1468212,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-103m2-sofiya-zhk.-ovcha-kupel/as1468212,"Тристаен, 103m²","жк. Овча Купел, София",Тухла,"{'value': '191,142', 'currency': 'EUR', 'price_per_square_meter': '1,855 EUR/m²'}","['https://homes.bg/2024-09-12_2/111207609', 'https://homes.bg/2024-09-12_2/111207610', 'https://homes.bg/2024-09-12_2/111207611', 'https://homes.bg/2024-09-12_2/111207612', 'https://homes.bg/2024-09-12_2/111207613', 'https://homes.bg/2024-09-12_2/111207614']",https://homes.bg/2024-09-12_2/111207609,False,,,,,
1471456,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-183m2-sofiya-zhk.-ovcha-kupel/as1471456,"Четиристаен, 183m²","жк. Овча Купел, София",Тухла,"{'value': '300,000', 'currency': 'EUR', 'price_per_square_meter': '1,639 EUR/m²'}",['https://homes.bg/2024-03-30_2/109036030'],https://homes.bg/2024-03-30_2/109036030,False,,,,,
1591943,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-124m2-sofiya-zhk.-ovcha-kupel/as1591943,"Тристаен, 124m²","жк. Овча Купел, София","Тухла, Електричество","{'value': '235,000', 'currency': 'EUR', 'price_per_square_meter': '1,895 EUR/m²'}","['https://homes.bg/2024-10-09_2/111556594', 'https://homes.bg/2024-10-09_2/111556595', 'https://homes.bg/2024-10-09_2/111556596', 'https://homes.bg/2024-10-09_2/111556597', 'https://homes.bg/2024-10-09_2/111556598', 'https://homes.bg/2024-10-09_2/111556599', 'https://homes.bg/2024-10-09_2/111556600', 'https://homes.bg/2024-10-09_2/111556601', 'https://homes.bg/2024-10-09_2/111556602', 'https://homes.bg/2024-10-09_2/111556603']",https://homes.bg/2024-10-09_2/111556594,False,,,,,
1545052,as,https://homes.bg/offer/apartament-za-prodazhba/mnogostaen-164m2-sofiya-zhk.-ovcha-kupel/as1545052,"Многостаен, 164m²","жк. Овча Купел, София",Тухла,"{'value': '295,500', 'currency': 'EUR', 'price_per_square_meter': '1,801 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178145', 'https://homes.bg/2024-02-02_2/108178146', 'https://homes.bg/2024-02-02_2/108178147', 'https://homes.bg/2024-02-02_2/108178148', 'https://homes.bg/2024-02-02_2/108178149', 'https://homes.bg/2024-02-02_2/108178150', 'https://homes.bg/2024-02-02_2/108178151', 'https://homes.bg/2024-02-02_2/108178152', 'https://homes.bg/2024-02-02_2/108178153', 'https://homes.bg/2024-02-02_2/108178154']",https://homes.bg/2024-02-02_2/108178145,False,,,,,
1545054,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-73m2-sofiya-zhk.-ovcha-kupel/as1545054,"Двустаен, 73m²","жк. Овча Купел, София",Тухла,"{'value': '131,400', 'currency': 'EUR', 'price_per_square_meter': '1,800 EUR/m²'}","['https://homes.bg/2024-02-02_2/108178165', 'https://homes.bg/2024-02-02_2/108178166', 'https://homes.bg/2024-02-02_2/108178167', 'https://homes.bg/2024-02-02_2/108178168', 'https://homes.bg/2024-02-02_2/108178169', 'https://homes.bg/2024-02-02_2/108178170', 'https://homes.bg/2024-02-02_2/108178171', 'https://homes.bg/2024-02-02_2/108178172', 'https://homes.bg/2024-02-02_2/108178173', 'https://homes.bg/2024-02-02_2/108178174']",https://homes.bg/2024-02-02_2/108178165,False,,,,,
1577853,as,https://homes.bg/offer/apartament-za-prodazhba/dvustaen-64m2-sofiya-zhk.-ovcha-kupel/as1577853,"Двустаен, 64m²","жк. Овча Купел, София",Тухла,"{'value': '129,000', 'currency': 'EUR', 'price_per_square_meter': '2,015 EUR/m²'}","['https://homes.bg/2024-10-09_2/111556162', 'https://homes.bg/2024-10-09_2/111556163', 'https://homes.bg/2024-10-09_2/111556164', 'https://homes.bg/2024-10-09_2/111556165']",https://homes.bg/2024-10-09_2/111556162,False,,,,,
1548444,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-111m2-sofiya-zhk.-ovcha-kupel/as1548444,"Тристаен, 111m²","жк. Овча Купел, София",Тухла,"{'value': '198,950', 'currency': 'EUR', 'price_per_square_meter': '1,792 EUR/m²'}",['https://homes.bg/2024-09-12_2/111205679'],https://homes.bg/2024-09-12_2/111205679,False,,,,,
1548445,as,https://homes.bg/offer/apartament-za-prodazhba/tristaen-111m2-sofiya-zhk.-ovcha-kupel/as1548445,"Тристаен, 111m²","жк. Овча Купел, София",Тухла,"{'value': '198,238', 'currency': 'EUR', 'price_per_square_meter': '1,785 EUR/m²'}",['https://homes.bg/2024-09-12_2/111205680'],https://homes.bg/2024-09-12_2/111205680,False,,,,,
1547179,as,https://homes.bg/offer/apartament-za-prodazhba/chetiristaen-142m2-sofiya-zhk.-ovcha-kupel/as1547179,"Четиристаен, 142m²","жк. Овча Купел, София",Тухла,"{'value': '248,000', 'currency': 'EUR', 'price_per_square_meter': '1,746 EUR/m²'}","['https://homes.bg/2024-09-12_2/111205711', 'https://homes.bg/2024-09-12_2/111205712']",https://homes.bg/2024-09-12_2/111205711,False,,,,,
