title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Двустаен апартамент, 85 м2",210 000EUR,"София, Лагера",https://www.imoti.net/bg/obiava/prodava/sofia/lagera/dvustaen/6039877/?sid=iKI3oo&page=1,продава Двустаен апартамент, 85 м2,АДРЕС Недвижими имоти АД,Етаж: 6 от 8,Цена на /м2/:2 471EUR,"Просторният двустаен апартамент предлага възможност за преустройство в тристаен, като разполага със застроена площ от 73 кв.м. Жилището включва обширна дневна зона с обособени трапезария и кът за...",True,13,2025-03-10 06:03:38.021041,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Двустаен апартамент, 80 м2",250 000EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/lozenec/dvustaen/6024239/?sid=iKI3oo&page=1,продава Двустаен апартамент, 80 м2,Luximmo Finest Estates,Етаж:  от 6,Цена на /м2/:3 125EUR,"Ексклузивно представяме двустаен апартамент за продажба в SoHome Residential Park - затворен комплекс, разположен непосредствено до Ловен Парк и Зоопарк София в столичния квартал ""Лозенец""....",True,21,2025-03-10 06:03:38.021528,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Тристаен апартамент, 84 м2",260 000EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava/sofia/lozenec/tristaen/6020844/?sid=iKI3oo&page=1,продава Тристаен апартамент, 84 м2,Светлина Недвижими Имоти,Етаж: 4 от 4,Цена на /м2/:3 095EUR,"НОВА ЕКСЛУЗИВНА ОФЕРТА! ИЗЛОЖЕНИЕ ЮГ/ИЗТОК/СЕВЕР!Предлагаме Ви тристаен апартамент в кв.Лозенец,на изключително тиха и спокойна улица, в близост до Център, НДК,  бул. Черни връх,...",True,14,2025-03-10 06:03:38.021958,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Двустаен апартамент, 82 м2",262 000EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/lozenec/dvustaen/6024238/?sid=iKI3oo&page=1,продава Двустаен апартамент, 82 м2,Luximmo Finest Estates,Етаж:  от 6,Цена на /м2/:3 195EUR,"Ексклузивно представяме двустаен, южен апартамент в SoHome Residential Park - затворен комплекс, разположен непосредствено до Ловен Парк и Зоопарк София в столичния квартал ""Лозенец"".",True,23,2025-03-10 06:03:38.022399,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Тристаен апартамент, 95 м2",275 000EUR,"София, Белите Брези",https://www.imoti.net/bg/obiava/prodava/sofia/belite-brezi/tristaen/6042827/?sid=iKI3oo&page=1,продава Тристаен апартамент, 95 м2,Имотен център България 2021,Етаж: 1 от 5,Цена на /м2/:2 895EUR,"Имотен център предлага Прекрасен 3-стаен апартамент в София, квартал Красно селоПредлагаме ви чудесен апартамент с модерно излъчване, разположен в една от най-предпочитаните части на София...",True,9,2025-03-10 06:03:38.022846,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Тристаен апартамент, 80 м2",330 000EUR,"София, Иван Вазов",https://www.imoti.net/bg/obiava/prodava/sofia/ivan-vazov/tristaen/6034454/?sid=iKI3oo&page=1,продава Тристаен апартамент, 80 м2,Имотен център България 2021,Етаж: 6 от 6,Цена на /м2/:4 125EUR,"'Имотен център ' предлага за продажба двустаен апартамент по старите стандарти в кв. 'Иван Вазов'Разпределение - коридор, всекидневна, кухня с трапезария, спалня, баня с тоалетна,...",True,17,2025-03-10 06:03:38.023282,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Тристаен апартамент, 143 м2",345 000EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava/sofia/lozenec/tristaen/6040448/?sid=iKI3oo&page=1,продава Тристаен апартамент, 143 м2,АДРЕС Недвижими имоти АД,Етаж: 5 от 6,Цена на /м2/:2 413EUR,"Тристаен обзаведен  мезонет в кв.Лозенец. На  първи етаж са разположени  голям хол с трапезария и кухненски бокс с излаз на тераса , баня с  тоалетна и втора...",True,19,2025-03-10 06:03:38.023677,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Многостаен апартамент, 170 м2",450 000EUR,"София, Белите Брези",https://www.imoti.net/bg/obiava/prodava/sofia/belite-brezi/mnogostaen/6043051/?sid=iKI3oo&page=1,продава Многостаен апартамент, 170 м2,Сън Сити Ню,Етаж: 2 от 5,Цена на /м2/:2 647EUR,"Слънчев апартамент с 3 голями спални, хол- 50кв.м,на 5мин от метрото. Просторен апартамент на тиха улица.Реална квадратура 150кв.м. Разпределение:кухенски бокс, трапезария, хол-50кв.м, отворено...",True,17,2025-03-10 06:03:38.024085,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Четиристаен апартамент, 162 м2",512 000EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/lozenec/chetiristaen/6024779/?sid=iKI3oo&page=1,продава Четиристаен апартамент, 162 м2,Luximmo Finest Estates,Етаж:  от 6,Цена на /м2/:3 160EUR,"Ексклузивно представяме многостаен апартамент в SoHome Residential Park - затворен комплекс, разположен непосредствено до Ловен Парк и Зоопарк София в столичния квартал ""Лозенец""....",True,32,2025-03-10 06:03:38.024524,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
"продава Тристаен апартамент, 201 м2",603 240EUR,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/lozenec/tristaen/5750082/?sid=iKI3oo&page=1,продава Тристаен апартамент, 201 м2,Luximmo Finest Estates,Етаж:  от 9,Цена на /м2/:3 001EUR,"Представяме тристаен апартамент за продажба, част от нова сграда със смесено предназначение в кв. ""Лозенец"", гр. София.Сградата е с получен Акт 16.Районът е един от...",True,24,2025-03-10 06:03:38.024977,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,418
