price_text,title,location,description,info_text,details_url,photos_text,contact_info,agency_name,agency_url,ref_no,total_offers,price_per_m2,search_url,scraped_at
357 000 €698 231.31 лв.,Продава 3-СТАЕН,"град София, Белите брези","111 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1998 г., Просторен мезонет в кв. Бели брези   111 кв.м. чиста площ без общи части  Предлагаме за продажба све ..., тел.: 0888976203","111 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1998 г., Просторен мезонет в кв. Бели брези   111 кв.м. чиста площ без общи части  Предлагаме за продажба све ..., тел.: 0888976203",//www.imot.bg/obiava-1c176995816103677-prodava-tristaen-apartament-grad-sofiya-belite-brezi,Повече детайлии 17 снимки,0888976203,,,1,0,3216.22,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.895479
510 000 €997 473.30 лв.,Продава 3-СТАЕН,"град София, Белите брези","175 кв.м, 5-ти ет. от 7, Газ, ТЕЦ, Въведен в експлоатация, BARNES BULGARIA: www.barnes-bulgaria.com Моля, кажете, че сте видeли обявата в този сайт. Референтен ..., тел.: 0882850717","175 кв.м, 5-ти ет. от 7, Газ, ТЕЦ, Въведен в експлоатация, BARNES BULGARIA: www.barnes-bulgaria.com Моля, кажете, че сте видeли обявата в този сайт. Референтен ..., тел.: 0882850717",//www.imot.bg/obiava-1c176499877518975-prodava-tristaen-apartament-grad-sofiya-belite-brezi,Повече детайлии 17 снимки,0882850717,БАРНС БЪЛГАРИЯ,//barnes.imot.bg,1,0,2914.29,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.896680
748 000 €1 462 960.84 лв.,Продава 3-СТАЕН,"град София, Белите брези","207 кв.м, 4-ти ет. от 5, Газ, Въведен в експлоатация, Референтен номер: 21449  DELUXE PROPERTIES Ви представя уникален тристаен апартамент с красива гледк ..., тел.: 0877 744 744","207 кв.м, 4-ти ет. от 5, Газ, Въведен в експлоатация, Референтен номер: 21449  DELUXE PROPERTIES Ви представя уникален тристаен апартамент с красива гледк ..., тел.: 0877 744 744",//www.imot.bg/obiava-1c172407438047637-prodava-tristaen-apartament-grad-sofiya-belite-brezi,Повече детайлии 12 снимки,0877 744 744,ДЕЛУКС ПРОПЪРТИС,//deluxeproperties.imot.bg,1,0,3613.53,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.897855
208 000 €406 812.64 лв.,Продава 3-СТАЕН,"град София, Дианабад","77 кв.м, 8-ми ет. от 8, Тристаен апартамент, разположен в престижния зелен квартал Дианабад.  Апартаментът се състои от 4 ст ..., тел.: 0892502590","77 кв.м, 8-ми ет. от 8, Тристаен апартамент, разположен в престижния зелен квартал Дианабад.  Апартаментът се състои от 4 ст ..., тел.: 0892502590",//www.imot.bg/obiava-1c176781662378597-prodava-tristaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0892502590,ЯВЛЕНА ЦЕНТРАЛЕН ОФИС,//yavlena.imot.bg,1,0,2701.3,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.899007
217 500 €425 393.03 лв.,Продава 3-СТАЕН,"град София, Дианабад","78 кв.м, 4-ти ет. от 8, Въведен в експлоатация 1970 - 1979 г., СВОБОДНО МЯСТО ЗА ПАРКИРАНЕ ! МЕТРОСТАНЦИЯ  Продавам тристаен апартамент за основен ремонт, разполож ..., тел.: 0877977726","78 кв.м, 4-ти ет. от 8, Въведен в експлоатация 1970 - 1979 г., СВОБОДНО МЯСТО ЗА ПАРКИРАНЕ ! МЕТРОСТАНЦИЯ  Продавам тристаен апартамент за основен ремонт, разполож ..., тел.: 0877977726",//www.imot.bg/obiava-1c176960787167302-prodava-tristaen-apartament-grad-sofiya-dianabad,Повече детайлии 8 снимки,0877977726,АЯКС НЕДВИЖИМИ ИМОТИ,//ajaximoti.imot.bg,1,0,2788.46,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.900192
246 907 €482 908.12 лв.,Продава 3-СТАЕН,"град София, Дианабад","77 кв.м, бул. Д-р Г. М. Димитров, 5-ти ет. от 7, ТЕЦ, Ще бъде въведен в експлоатация 2027 г., Строително инвенстиционна компания!!!  СОФИЯ БИЛДИНГ ЕСТЕЙТ  ЕООД Ви предлага двустайни, тристайни и ..., тел.: 0885 688 556","77 кв.м, бул. Д-р Г. М. Димитров, 5-ти ет. от 7, ТЕЦ, Ще бъде въведен в експлоатация 2027 г., Строително инвенстиционна компания!!!  СОФИЯ БИЛДИНГ ЕСТЕЙТ  ЕООД Ви предлага двустайни, тристайни и ..., тел.: 0885 688 556",//www.imot.bg/obiava-1c174437741705302-prodava-tristaen-apartament-grad-sofiya-dianabad-bul-d-r-g-m-dimitrov,Повече детайлии 3 снимки,0885 688 556,СОФИЯ БИЛДИНГ ЕСТЕЙТ ЕООД,//sbe.imot.bg,1,0,3206.58,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.901305
279 000 €545 676.57 лв.,Продава 3-СТАЕН,"град София, Дианабад","74 кв.м, 7-ми ет. от 10, ТЕЦ, Не губете време - заповядайте на виртуална разходка, за да се убедите в уюта и качествата на този пр ..., тел.: 0892501660","74 кв.м, 7-ми ет. от 10, ТЕЦ, Не губете време - заповядайте на виртуална разходка, за да се убедите в уюта и качествата на този пр ..., тел.: 0892501660",//www.imot.bg/obiava-1c176810164567375-prodava-tristaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0892501660,ЯВЛЕНА ЦЕНТРАЛЕН ОФИС,//yavlena.imot.bg,1,0,3770.27,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.902479
280 000 €547 632.40 лв.,Продава 3-СТАЕН,"град София, Дианабад","120 кв.м, 2-ри ет. от 7, Лок.отопл., Агенция Явлена ви представя тристаен апартамент за продажба ново строителство, разположено в тих и у ..., тел.: 0892516838","120 кв.м, 2-ри ет. от 7, Лок.отопл., Агенция Явлена ви представя тристаен апартамент за продажба ново строителство, разположено в тих и у ..., тел.: 0892516838",//www.imot.bg/obiava-1c174250619649236-prodava-tristaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0892516838,ЯВЛЕНА ИЗТОК,//yavlena_iztok.imot.bg,1,0,2333.33,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.903669
288 100 €563 474.62 лв.,Продава 3-СТАЕН,"град София, Дианабад","107 кв.м, ул. Васил Калчев, 3-ти ет. от 16, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., Arco real estate представя ЕКСКЛУЗИВНО  Дом, в който всеки прозорец гледа към бъдещето. Всеки имот и ..., тел.: 0896667314","107 кв.м, ул. Васил Калчев, 3-ти ет. от 16, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., Arco real estate представя ЕКСКЛУЗИВНО  Дом, в който всеки прозорец гледа към бъдещето. Всеки имот и ..., тел.: 0896667314",//www.imot.bg/obiava-1c176095043938610-prodava-tristaen-apartament-grad-sofiya-dianabad-ul-vasil-kalchev,Повече детайлии 17 снимки,0896667314,АРКО РИЪЛ ЕСТЕЙТ,//arcoimoti.imot.bg,1,0,2692.52,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.904826
296 000 €578 925.68 лв.,Продава 3-СТАЕН,"град София, Дианабад","85 кв.м, 8-ми ет. от 8, ТЕЦ, Въведен в експлоатация, 3 СПАЛНИ, 2 БАНИ с ТОАЛЕТНИ, СЛЕД ЛУКСОЗЕН РЕМОНТ  Агенция Хоумуърлд продава 4-стаен непреходен апар ..., тел.: 0888705170","85 кв.м, 8-ми ет. от 8, ТЕЦ, Въведен в експлоатация, 3 СПАЛНИ, 2 БАНИ с ТОАЛЕТНИ, СЛЕД ЛУКСОЗЕН РЕМОНТ  Агенция Хоумуърлд продава 4-стаен непреходен апар ..., тел.: 0888705170",//www.imot.bg/obiava-1c176902681802979-prodava-tristaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0888705170,ХОУМУЪРЛД,//homeworld.imot.bg,1,0,3482.35,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-02-04T06:13:30.905978
