price_text,title,location,description,info_text,details_url,photos_text,contact_info,agency_name,agency_url,ref_no,total_offers,price_per_m2,search_url,scraped_at
296 000 €578 925.68 лв.,Продава 4-СТАЕН,"град София, Дианабад","85 кв.м, 8-ми ет. от 8, ТЕЦ, Въведен в експлоатация, 3 СПАЛНИ, 2 БАНИ с ТОАЛЕТНИ, СЛЕД ЛУКСОЗЕН РЕМОНТ  Агенция Хоумуърлд продава 4-стаен непреходен апар ..., тел.: 0888705170","85 кв.м, 8-ми ет. от 8, ТЕЦ, Въведен в експлоатация, 3 СПАЛНИ, 2 БАНИ с ТОАЛЕТНИ, СЛЕД ЛУКСОЗЕН РЕМОНТ  Агенция Хоумуърлд продава 4-стаен непреходен апар ..., тел.: 0888705170",//www.imot.bg/obiava-1d176902745849797-prodava-chetiristaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0888705170,ХОУМУЪРЛД,//homeworld.imot.bg,1,0,3482.35,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.260927
469 000 €917 284.27 лв.,Продава 4-СТАЕН,"град София, Дианабад","146 кв.м, 8-ми ет. от 8, 446647 БЕЗ КОМИСИОНА! БЕЗ ИНДЕКСАЦИЯ НА ЦЕНИ! ОТ ДОКАЗАН ИНВЕСТИТОР! Представяме Ви Simeonovsko 12,  ..., тел.: 0883942516","146 кв.м, 8-ми ет. от 8, 446647 БЕЗ КОМИСИОНА! БЕЗ ИНДЕКСАЦИЯ НА ЦЕНИ! ОТ ДОКАЗАН ИНВЕСТИТОР! Представяме Ви Simeonovsko 12,  ..., тел.: 0883942516",//www.imot.bg/obiava-1d173798439196754-prodava-chetiristaen-apartament-grad-sofiya-dianabad,Повече детайлии 4 снимки,0883942516,МИРЕЛА - СОФИЯ,//mirela.imot.bg,1,0,3212.33,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.262128
649 900 €1 271 093.92 лв.,Продава 4-СТАЕН,"град София, Докторски паметник","118 кв.м, ул. Кракра, 2-ри ет. от 6, ТЕЦ, Въведен в експлоатация 1950 - 1959 г., Предлага за продажба обширен 3-стаен с възможност за преустройство в 4-стаен апартамент, на Топ-мяст ..., тел.: 0878453511","118 кв.м, ул. Кракра, 2-ри ет. от 6, ТЕЦ, Въведен в експлоатация 1950 - 1959 г., Предлага за продажба обширен 3-стаен с възможност за преустройство в 4-стаен апартамент, на Топ-мяст ..., тел.: 0878453511",//www.imot.bg/obiava-1d176880495120401-prodava-chetiristaen-apartament-grad-sofiya-doktorski-pametnik-ul-krakra,Повече детайлии 9 снимки,0878453511,МАРИЕТА АД,//atanas.imot.bg,1,0,5507.63,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.263305
740 000 €1 447 314.20 лв.,Продава 4-СТАЕН,"град София, Докторски паметник","128 кв.м, 3-ти ет. от 4, ТЕЦ, Въведен в експлоатация 1930 - 1939 г., ЕКСКЛУЗИВНО! ЕРА Голд има удоволствието да Ви представи за продажба, просторен и слънчев апартамент  ..., тел.: 0889115777","128 кв.м, 3-ти ет. от 4, ТЕЦ, Въведен в експлоатация 1930 - 1939 г., ЕКСКЛУЗИВНО! ЕРА Голд има удоволствието да Ви представи за продажба, просторен и слънчев апартамент  ..., тел.: 0889115777",//www.imot.bg/obiava-1d175982040566379-prodava-chetiristaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 15 снимки,0889115777,ГОЛД ЕСТЕЙТ ЕООД,//goldestate.imot.bg,1,0,5781.25,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.264493
1 260 000 €2 464 345.80 лв.,Продава 4-СТАЕН,"град София, Докторски паметник","140 кв.м, 2-ри ет. от 5, ТЕЦ, Въведен в експлоатация 1950 - 1959 г., Ексклузивен апартамент за продажба в непосредствена близост до Народно събрание  BULGARIA SOTHEBY S  ..., тел.: 02/9632460","140 кв.м, 2-ри ет. от 5, ТЕЦ, Въведен в експлоатация 1950 - 1959 г., Ексклузивен апартамент за продажба в непосредствена близост до Народно събрание  BULGARIA SOTHEBY S  ..., тел.: 02/9632460",//www.imot.bg/obiava-1d174774986717357-prodava-chetiristaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 17 снимки,02/9632460,БЪЛГАРИЯ СОТБИС ИНТЕРНЕШЪНЪЛ РИЪЛТИ,//bulgariasir.imot.bg,1,0,9000.0,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.265672
875 000 €1 711 351.25 лв.,Продава 4-СТАЕН,"град София, Изгрев","180 кв.м, 15-ти ет. от 17, Явлена, представя  на вниманието на най-взискателните ни клиенти - апартамент  в квартал Изгрев. Жил ..., тел.: 0892505842","180 кв.м, 15-ти ет. от 17, Явлена, представя  на вниманието на най-взискателните ни клиенти - апартамент  в квартал Изгрев. Жил ..., тел.: 0892505842",//www.imot.bg/obiava-1d176887870403458-prodava-chetiristaen-apartament-grad-sofiya-izgrev,Повече детайлии 16 снимки,0892505842,ЯВЛЕНА ЦЕНТРАЛЕН ОФИС,//yavlena.imot.bg,1,0,4861.11,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.266835
850 000 €1 662 455.50 лв.,Продава 4-СТАЕН,"град София, Изток","228 кв.м, 6-ти ет. от 7, Въведен в експлоатация 2009 г., ✨ Не просто апартамент. Пространство за живот и вдъхновение - 228кв.м дизайнерски комфорт и ф ..., тел.: 0879242433","228 кв.м, 6-ти ет. от 7, Въведен в експлоатация 2009 г., ✨ Не просто апартамент. Пространство за живот и вдъхновение - 228кв.м дизайнерски комфорт и ф ..., тел.: 0879242433",//www.imot.bg/obiava-1d176761176558790-prodava-chetiristaen-apartament-grad-sofiya-iztok,Повече детайлии 17 снимки,0879242433,ДЕНИРА ИМОТИ,//deniraimoti.imot.bg,1,0,3728.07,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.268003
399 000 €780 376.17 лв.,Продава 4-СТАЕН,"град София, Оборище","100 кв.м, 1-ви ет. от 5, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., КУПИ ЗА EUR 1495 на месец!  !!! ЕКСКЛУЗИВНА ОФЕРТА!!!   БЕСТ СЕЛЪРС  предлага на Вашето внимание чет ..., тел.: 0886224488","100 кв.м, 1-ви ет. от 5, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., КУПИ ЗА EUR 1495 на месец!  !!! ЕКСКЛУЗИВНА ОФЕРТА!!!   БЕСТ СЕЛЪРС  предлага на Вашето внимание чет ..., тел.: 0886224488",//www.imot.bg/obiava-1d176882164495624-prodava-chetiristaen-apartament-grad-sofiya-oborishte,Повече детайлии 15 снимки,0886224488,БЕСТ СЕЛЪРС ЕООД,//thebestsellers.imot.bg,1,0,3990.0,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.269153
399 000 €780 376.17 лв.,Продава 4-СТАЕН,"град София, Оборище","109 кв.м, 2-ри ет. от 4, ТЕЦ, Въведен в експлоатация 2020 г., Продаваме отличен голям и просторен апартамент с три спални в квартал Оборище на улица Златево. Лока ..., тел.: 0889 23 23 46","109 кв.м, 2-ри ет. от 4, ТЕЦ, Въведен в експлоатация 2020 г., Продаваме отличен голям и просторен апартамент с три спални в квартал Оборище на улица Златево. Лока ..., тел.: 0889 23 23 46",//www.imot.bg/obiava-1d174387271198651-prodava-chetiristaen-apartament-grad-sofiya-oborishte,Повече детайлии 17 снимки,0889 23 23 46,ДР ДИВЕЛЪПМЪНТ,//drd.imot.bg,1,0,3660.55,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.270298
503 500 €984 760.41 лв.,Продава 4-СТАЕН,"град София, Оборище","178 кв.м, 8-ми ет. от 11, ТЕЦ, Ще бъде въведен в експлоатация 2026 г., С АКТ 14!!! Директно от инвеститора!!!Без комисион! На Вашето внимание предлагаме новата ни многофун ..., тел.: 0888414711","178 кв.м, 8-ми ет. от 11, ТЕЦ, Ще бъде въведен в експлоатация 2026 г., С АКТ 14!!! Директно от инвеститора!!!Без комисион! На Вашето внимание предлагаме новата ни многофун ..., тел.: 0888414711",//www.imot.bg/obiava-1d167994115301068-prodava-chetiristaen-apartament-grad-sofiya-oborishte,Повече детайлии 6 снимки,0888414711,АНЖЕЛИКА - ОАНИТ,//anjelika.imot.bg,1,0,2828.65,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/chetiristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-26T06:05:03.271448
