title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Двустаен апартамент, 73 м2",270 000€528 074BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/6120977/?sid=iKI3oo&page=1,продава Двустаен апартамент, 73 м2,Революшън Естейт България,Етаж: 1 от 12,Цена на /м2/:3 699EUR/7 233.89BGN,Референтен номер: 2097250.Революшън Естейт Ви представя двустаен апартамент в ж.к. Стрелбище.- Площ: 73.9 кв.м.- Етаж: 1 от 12- Изложение: Юг.,True,13,2025-09-17 06:04:18.228349,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Тристаен апартамент, 90 м2",365 000€713 878BGN,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava/sofia/lozenec/tristaen/6117660/?sid=iKI3oo&page=1,продава Тристаен апартамент, 90 м2,AVA LEX CONSULT,Етаж: 8 от 13,Цена на /м2/:4 056EUR/7 931.98BGN,"Ава Лекс Кансулт продава тристаен апартамент в кв.Лозенец, гр.София.Апартаментът е с площ от 90 кв.м., етаж 8, изложение - юг/запад.Разпределение - дневна, две...",True,12,2025-09-17 06:04:18.228835,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Тристаен апартамент, 68 м2",372 000€727 569BGN,"София, Иван Вазов",https://www.imoti.net/bg/obiava/prodava/sofia/ivan-vazov/tristaen/6073627/?sid=iKI3oo&page=1,продава Тристаен апартамент, 68 м2,Compass property,Етаж: 3 от 4,Цена на /м2/:5 471EUR/10 699.54BGN,"Компас Пропърти продава тристаен апартамент в кв. Иван Вазов, до Южен парк.ЖИЛИЩНА ПЛОЩ: 68 квадратни метра, мазе 12 м2.РАЗПРЕДЕЛЕНИЕ: антре, хол с кухня и балкон,...",True,13,2025-09-17 06:04:18.229261,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Тристаен апартамент, 126 м2",449 000€878 168BGN,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava/sofia/lozenec/tristaen/6100761/?sid=iKI3oo&page=1,продава Тристаен апартамент, 126 м2,NEXT,Етаж: 6 от 7,Цена на /м2/:3 563EUR/6 969.58BGN,"Предлагаме за продажба просторен 3-стаен апартамент на две нива (мезонет) в престижния квартал ""Лозенец"". Апартаментът се намира в тухлена сграда с асансьор, в непосредствена близост до Южен парк и...",True,17,2025-09-17 06:04:18.229679,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 78 м2",145 833€285 225BGN,"София, Лагера",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/lagera/dvustaen/6121061/?sid=iKI3oo&page=1,продава Двустаен апартамент, 78 м2,ЕРА Голд,Етаж: 2 от 8,Цена на /м2/:1 870EUR/3 656.73BGN,"ЕРА Голд Ви представя южен двустаен апартамент в нова жилищна сграда в близост до центъра на София и Военномедицинска болница, кв. Лагера.Апартаментът се състои от : входно антре,...",False,5,2025-09-17 06:04:18.230153,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 45 м2",160 000€312 933BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/6097115/?sid=iKI3oo&page=1,продава Двустаен апартамент, 45 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,Етаж: 4 от 8,Цена на /м2/:3 556EUR/6 954.06BGN,"ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба обзаведен апартамент в кв. Стрелбище . Разположен на четвърти жилищен етаж от осем  .Намира се в непосредствена близост до детски градини,...",False,1,2025-09-17 06:04:18.230645,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 50 м2",180 000€352 049BGN,"София, Лагера",https://www.imoti.net/bg/obiava/prodava/sofia/lagera/dvustaen/6099325/?sid=iKI3oo&page=1,продава Двустаен апартамент, 50 м2,Глобъл Сървисиз,Етаж: 14 от 18,Цена на /м2/:3 600EUR/7 040.99BGN,,False,6,2025-09-17 06:04:18.231089,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Тристаен апартамент, 55 м2",185 000€361 829BGN,"София, Лозенец",https://www.imoti.net/bg/obiava/prodava/sofia/lozenec/tristaen/6113887/?sid=iKI3oo&page=1,продава Тристаен апартамент, 55 м2,BULGARIAN PROPERTIES,Етаж:  от 1,Цена на /м2/:3 364EUR/6 578.70BGN,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в imoti.net.Референтен номер: Sfa 87954Тел: 0882 817...",False,16,2025-09-17 06:04:18.231579,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 50 м2",190 000€371 608BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/6098655/?sid=iKI3oo&page=1,продава Двустаен апартамент, 50 м2,ХОУМЛАЙТ,Етаж: 3 от 14,Цена на /м2/:3 800EUR/7 432.15BGN,"Хоум Лайт предлага на Вашето внимание двустаен апартамент, разположен на метри от Южен парк в един от най- желаните райони на южна София, кв. Стрелбище.Тих, спокоен и зелен район с отлично...",False,1,2025-09-17 06:04:18.232079,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 72 м2",192 616€376 724BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/5965693/?sid=iKI3oo&page=1,продава Двустаен апартамент, 72 м2,АДРЕС Недвижими имоти АД,Етаж: 6 от 8,Цена на /м2/:2 675EUR/5 232.28BGN,"Двустаен апартамент със застроена площ 56,09 кв.м + тераса 10,48 кв.м. Разпределение: дневна с кухненски бокс 26,71 кв.м, спалня 9,21 кв и баня с тоалетна....",False,2,2025-09-17 06:04:18.232513,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 62 м2",192 617€376 726BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/5999886/?sid=iKI3oo&page=1,продава Двустаен апартамент, 62 м2,Galiano Estates,Етаж: 6 от 7,Цена на /м2/:3 107EUR/6 076.23BGN,Без комисионна от страна на купувача!!! Galiano Estates има удоволствието да ви представи двустаен апартамент в новострояща се сграда. Разполагаме с ограничени бройки двустайни и тристайни...,False,2,2025-09-17 06:04:18.233014,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 62 м2",192 617€376 726BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/6037572/?sid=iKI3oo&page=1,продава Двустаен апартамент, 62 м2,ЕРА Голд,Етаж: 6 от 8,Цена на /м2/:3 107EUR/6 076.23BGN,"ЕРА Голд представя двустаен апартамент в новострояща се сграда в ж.к. Стрелбище на перфектна локация в близост до бул. България, супермаркет Фантастико, не далеч от Южен Парк, в близост до...",False,2,2025-09-17 06:04:18.233451,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 73 м2",192 617€376 726BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/6029958/?sid=iKI3oo&page=1,продава Двустаен апартамент, 73 м2,Захир Валентина Първанова,Етаж: 6 от 7,Цена на /м2/:2 639EUR/5 160.63BGN,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!Имаме удоволствието да представим на Вашето внимание едностаен апартамент в ж.к. Стрелбище. Отлично местоположение, близо до бул.България, бул.Гоце Делчев, спирки...",False,2,2025-09-17 06:04:18.233903,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 62 м2",192 617€376 726BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/6001078/?sid=iKI3oo&page=1,продава Двустаен апартамент, 62 м2,ЕКС НВД,Етаж: 6 от 8,Цена на /м2/:3 107EUR/6 076.23BGN,"Компания `ЕКС` представя на Вашето внимание двустаен апартамент в ж.к. Стрелбище.МЕСТОПОЛОЖЕНИЕ: В близост до спирки на градски транспорт, училище, магазини от всякакъв тип....",False,1,2025-09-17 06:04:18.234346,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 72 м2",192 617€376 726BGN,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/5957311/?sid=iKI3oo&page=1,продава Двустаен апартамент, 72 м2,BULGARIAN PROPERTIES,Етаж: 1 от 8,Цена на /м2/:2 675EUR/5 232.31BGN,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в imoti.net.Референтен номер: Sfa 85507Тел: 0882 817...",False,20,2025-09-17 06:04:18.234847,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
"продава Двустаен апартамент, 60 м2",195 000€381 387BGN,"София, Белите Брези",https://www.imoti.net/bg/obiava/prodava/sofia/belite-brezi/dvustaen/6114685/?sid=iKI3oo&page=1,продава Двустаен апартамент, 60 м2,ЕКС НВД,Етаж: 4 от 5,Цена на /м2/:3 250EUR/6 356.45BGN,"Компания `ЕКС` представя на Вашето внимание двустаен апартамент в жк. Белите брези.МЕСТОПОЛОЖЕНИЕ:  В близост до спирка на градски транспорт, училище, детска градина и магазини от...",False,7,2025-09-17 06:04:18.235282,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,527
