price_text,title,location,size_text,description,details_url,ref_no,agency_name,num_photos,total_offers,time,search_url,scraped_at
от255 000€,Бутикова сграда с просторни апартаменти и прекрасни гледки,"гр. София,кв. ""Витоша""","(2 679- 3 004€/м2)(5 239,67- 5 875,31лв./м2)Площ: 84.88 - 220.72 м2","Представяме ви бутикова жилищна сграда, разположена в сърцето на квартал ""Витоша"", известен със своята зеленина и чист въздух. Тази нова сграда е проектирана да осигури комфортен начин на живот сред природата, с просторни апартаменти, панорамни гледки към планината и удобна",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-84258-apartamenti-za-prodajba-v-sofiya.html,,Магдалена Тошева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.521324
от277 931€,Многофамилна жилищна сграда с Акт 16 и комуникативна локация в кв. Овча купел,"гр. София,кв. ""Овча купел""","(2 690- 4 366€/м2)(5 261,18- 8 539,15лв./м2)Площ: 103.32 - 178.42 м2","Нова жилищна сграда с Акт 16 в кв. Овча купел, между ул. Любляна, бул. Овча купел, бул. Цар Борис III, Околовръстен път, в близост до фитнес, държавни институции като НАП-офис Витоша, Държавен фонд земеделие, Агенция по геодезия, картография и кадастър, както и супермаркет",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-80559-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.524475
397 987€,"Тристаен апартамент в центъра на София, до НДК","гр. София,кв. ""Център""","(3 980€/м2)(7 783,95лв./м2)Площ: 100.00 м2Етаж: 4","Предлагаме за продажба функционален тристаен апартамент, разположен в една от най-престижните и търсени части на центъра на София, само на метри от Национален дворец на културата и пешеходната зона на булевард Витоша.

Жилището е изцяло ремонтирано и готово за обзавеждане, като",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-89051-tristaen-apartament-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.527604
160 000€,Атрактивен имот в сърцето на София,"гр. София,кв. ""Център""","(4 688€/м2)(9 168,85лв./м2)Площ: 34.13 м2Етаж: 2","Инвестирайте в имот с непреходна стойност!
 
Изключително атрактивен апартамент, разположена на ул. „Любен Каравелов“, в близост до НДК. Локацията е сред най-престижните и търсени в София, предпочитана както от хора, търсещи градски начин на живот, така и от инвеститори,",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-89055-dvustaen-apartament-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.530534
259 000€,Тристаен апартамент на метри от парк „Заимов“ и метростанция „Театрална“,"гр. София,кв. ""Оборище""","(2 590€/м2)(5 065,60лв./м2)Площ: 100.00 м2Етаж: 4","Тристаен апартамент за ремонт в малка сграда (1941 г.) в престижния квартал Оборище, в близост до парк „Заимов“, магазини, метростанция „Театрална“. На територията на парк „Заимов“ се намират и Театър „София“, театрална работилница „Сфумато“, заведения, спортни площадки, детски",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-87334-tristaen-apartament-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.533397
от525 000€,Последен апартамент в модерна сграда с Акт 16 до бул. България,"гр. София,кв. ""Манастирски ливади""","(2 753€/м2)(5 384,71лв./м2)Площ: 190.69 - 190.69 м2","Имаме изключително предложение за вас – жилище в луксозна сграда с Акт 16, със смесено предназначение, представляваща съвкупност от модерен дизайн, изтънчен вкус и внимание към детайла. Тя ви дава възможност за живот или работа в комуникативната и модерна част на бул. България,",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-78224-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.536530
от309 000€,Модерна жилищна сграда в кв. Манастирски ливади-изток,"гр. София,кв. ""Манастирски ливади""","(1 959- 3 410€/м2)(3 831,47- 6 669,38лв./м2)Площ: 121.00 - 180.64 м2","Изберете своя нов дом в луксозна жилищна сграда на шест надземни и  един подземен етаж в кв. Манастирски Ливади-Изток, с удобен достъп до бул. България, бул. Тодор Александров, Околовръстен път, България Мол, МБАЛ Св. София, ресторанти, магазини и други градски удобства.

В",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-86845-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.539718
219 900€,Апартамент с 2 спални в панелна сграда в кв. Павлово,"гр. София,кв. ""Павлово""","(2 749€/м2)(5 376,09лв./м2)Площ: 80.00 м2Етаж: 5","Предлагаме за продажба изключително светъл и уютен тристаен апартамент, разположен в един от най-предпочитаните и зелени квартали на София – кв. Павлово. Имотът е след основен ремонт, което го прави готов за обзавеждане и нанасяне. Отличава се с простор, функционалност и спокойна",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88578-tristaen-apartament-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.542688
219 900€,Просторен и светъл тристаен апартамент след основен ремонт в кв. Бъкстон,"гр. София,кв. ""Бъкстон""","(2 749€/м2)(5 376,09лв./м2)Площ: 80.00 м2Етаж: 5","Изключително светъл и уютен тристаен апартамент, разположен в един от най-желаните райони на столицата – кв. Бъкстон. Имотът е след основен ремонт и предлага простор, функционалност и отлична локация, само на няколко минути от центъра на София.

Перфектен баланс между тишина,",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88548-tristaen-apartament-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.545639
197 900€,Апартамент с отделна кухня и гледки към Витоша в ж.к. Овча купел 2,"гр. София,кв. ""Овча купел 2""","(2 487€/м2)(4 863,77лв./м2)Площ: 79.58 м2Етаж: 4","Предлагаме ви просторен и светъл апартамент с отлично разпределение, разположен в спокоен и зелен участък на ж.к. Овча купел 2. Жилището се намира в поддържана панелна сграда от 1988 г., с асансьор, обновена фасада и добре организирани общи части — чудесно предложение както за",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88895-tristaen-apartament-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.548585
319 900€,Тристаен апартамент след основен ремонт до метростанция „бул. България“,"гр. София,кв. ""Стрелбище""","(2 644€/м2)(5 170,83лв./м2)Площ: 121.00 м2Етаж: 2","Предлагаме за продажба един наистина специален имот – тристаен апартамент след основен ремонт, който съчетава отлична локация, функционално разпределение и готовност за обзавеждане и нанасяне. Сградата е тухлена, с асансьор, построена през 2000 г., добре поддържана, с контролиран",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88198-tristaen-apartament-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.551636
от216 552€,Нова сграда в близост до парк и езеро в кв. Дружба 1,"гр. София,кв. ""Дружба 1""","(1 878- 1 980€/м2)(3 673,05- 3 872,54лв./м2)Площ: 109.37 - 172.57 м2","Нов жилищен комплекс в интензивно обновяващия се район – жк Дружба 1, с отлична локация в близост до парк с езеро, много зелени площи,  28-ми ДКЦ, детски градини, училища, метростанция Искърско шосе, други удобни спирки на редовния градски транспорт, магазини, кафенета,",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-82206-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.554737
от115 198€,Новострояща се жилищна сграда в кв. Зона Б-19,"гр. София,кв. ""Зона Б-19""","(2 022€/м2)(3 954,85лв./м2)Площ: 56.97 - 133.60 м2","Изберете своя нов семеен дом, съчетаващ по прекрасен начин динамиката и удобствата на големия град с близост до зеленина и пешеходен достъп до основните удобства на София. Намира се в централния столичен район Зона Б-19, до парк Св. Св. Петър и Павел, булеварди Константин",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-88767-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.557838
от270 000€,Пететажна жилищна сграда на 500 м от Нов Български Университет,"гр. София,кв. ""Овча купел""","(2 037€/м2)(3 984,26лв./м2)Площ: 132.54 - 132.54 м2","Последни налични апартаменти с 1 или 2 спални в тихия и зелен квартал Овча купел в югозападната част на столицата в подножието на Витоша планина. Имотът гарантира спокойствие и сигурност, разположен на 500 м от НБУ и в близост до парк, детски градини, училища, болница,",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-85454-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.560956
174 900€,Луксозно обзаведен едностаен апартамент в сграда „Мона 3“,"гр. София,кв. ""Манастирски ливади""","(3 393€/м2)(6 635,78лв./м2)Площ: 51.55 м2Етаж: 7","Предлагаме ви имот, който впечатлява с високо качество на изпълнение и внимание към всеки детайл – идеален за лично ползване или отдаване под наем.

Отличен апартамент в сграда „Мона 3“, разположена в квартал Манастирски ливади - изток, с изключително удобно местоположение и в",https://www.bulgarianproperties.bg/imoti-ednostayni-apartamenti/imot-87561-ednostaen-apartament-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.564012
от303 094€,"Модерен градски силует в широк център, на минути от метростанция и парк","гр. София,кв. ""Зона Б-5""","(2 300- 3 385€/м2)(4 498,41- 6 620,48лв./м2)Площ: 109.44 - 460.27 м2","Представяме ви един впечатляващ нов проект в централната градска част на София – съвременна жилищна сграда, която обединява лукс, архитектурна естетика и изключителна функционалност. Проектирана до последния детайл, тя предлага рядко срещана комбинация от просторни жилища,",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-88766-apartamenti-za-prodajba-v-sofiya.html,,Даниел Тонев,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:06.567157
162 000€,Просторен двустаен апартамент с панорамна гледка в кв. Младост 4,"гр. София,кв. ""Младост 4""","(2 505€/м2)(4 898,65лв./м2)Площ: 64.68 м2Етаж: 7","Представяме на вашето внимание просторен двустаен апартамент, предлагащ практично жилищно пространство в добре устроен район на столицата - кв, Младост 4, близо до бул. Александър Малинов, супермакет Лидъл, търговски център Принцес, парк, учебни заведения, с удобен достъп до",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88753-dvustaen-apartament-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.776427
от498 500€,Нова сграда пред Акт 15 в кв. Бояна,"гр. София,кв. ""Бояна""","(2 299€/м2)(4 496,52лв./м2)Площ: 216.83 - 216.83 м2","Търсите жилище в един от най-престижните южни райони на столицата, в подножието на планината? Имаме отлично предложение за вас в кв. Бояна! Последен четиристаен апартамент в район с предимно нови, ниско-етажни сгради с добре оформени дворни пространства.

В непосредствена",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-86973-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.779521
215 000€,Тристаен апартамент в затворен комплекс с Акт 16 до НСА,"гр. София,кв. ""Студентски град""","(2 529€/м2)(4 947,10лв./м2)Площ: 85.00 м2Етаж: 5","Изключително функционален и просторен тристаен апартамент с Акт 16, разположен само на 3 минути от Арката на Национална спортна академия (НСА) – в един от търсените и динамично развиващи се квартали на София. Имотът се намира на пети, предпоследен етаж в модерна шестетажна",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88346-tristaen-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.782391
285 000€,Четиристаен апартамент пред Акт 15 в кв. Красна поляна,"гр. София,кв. ""Красна поляна 2""","(2 335€/м2)(4 566,33лв./м2)Площ: 122.07 м2Етаж: 5","Просторен четиристаен апартамент със спокойна и същевременно комуникативна локация в кв. Красна поляна, с бърз достъп до центъра на София. Намира се до възловия бул. Никола Мушанов, в близост до училища и детски градини, до вериги супермаркети, фитнеси, болница МБАЛ Надежда,",https://www.bulgarianproperties.bg/imoti-chetiristayni-apartamenti/imot-88633-chetiristaen-apartament-za-prodajba-v-sofiya.html,,Магдалена Тошева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.785246
от108 733€,Нов жилищен комплекс – съвременен стандарт на живот в западната част на София,"гр. София,кв. ""Люлин 8""","(2 050- 2 507€/м2)(4 009,45- 4 903,27лв./м2)Площ: 43.37 - 127.82 м2","Изберете дом в мащабен нов жилищен проект в столицата – „Люлин 8“, създаден с мисъл за модерния градски човек, който цени комфорта, сигурността и отличната локация.
 
Тази многофункционална сграда от ново поколение предлага интелигентен архитектурен дизайн, висококачествени",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-88642-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.788427
от120 000€,Малка бутикова сграда в кв. Симеоново,"гр. София,кв. ""Симеоново""","(1 597- 2 516€/м2)(3 123,46- 4 920,87лв./м2)Площ: 70.08 - 139.71 м2","Нова жилищна сграда сред зеленина и чист въздух на границата с Природен Парк Витоша в кв. Симеоново. Отлични апартаменти с удобни разпределения в район, гарантиращ спокойствие, сиryрност, здравословен начин на живот. 

Прекрасни гледки към София и планината, лесен и бърз достъп",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-81886-apartamenti-za-prodajba-v-sofiya.html,,Магдалена Тошева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.791585
250 000€,"Мезонет в Зона Б-19 – светъл, просторен и с отлична локация","гр. София,кв. ""Зона Б-19""","(2 577€/м2)(5 040,80лв./м2)Площ: 97.00 м2Етаж: 5","Представяме ви светъл и просторен мезонет на две нива, разположен в централната градска част – район Зона Б-19, в близост до метростанция „Константин Величков“, пазар „Димитър Петков“, Мол София и Националния дворец на децата.

Имотът се намира на тиха и спокойна улица, но",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88583-tristaen-apartament-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.794864
от146 158€,Луксозна и модерна жилищна сграда в м-т Гърдова глава,"гр. София,кв. ""м-т Гърдова глава""","(2 310- 2 814€/м2)(4 517,97- 5 503,71лв./м2)Площ: 58.41 - 153.97 м2","Изключителна възможност да притежавате нов дом в този престижен столичен район!

Жилищна сграда разположена в най-хубавата част на местност Гърдова глава, на 250 метра от околовръстния път и бул.“Цар Борис ІІІ“. В околностите има училище, детска градина, хипермаркети Фантастико",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-84284-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.798042
от166 025€,Жилищна сграда с централна локация в София,"гр. София,кв. ""Банишора""","(2 500€/м2)(4 889,58лв./м2)Площ: 66.41 - 135.16 м2","Не пропускайте възможността да придобиете апартамент с централна локация на ключово за града място, с отлично развити комуникации, недалеч от метростанция Опълченска и Mall of Sofia, в близост до бул. Сливница, Женския пазар, парк Св. Никола, училища и детски градини, магазини и",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-81401-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.801087
782 221€,Многостаен апартамент в близост до мол Парадайс,"гр. София,кв. ""Кръстова вада""","(3 432€/м2)(6 712,40лв./м2)Площ: 227.92 м2Етаж: 13","Представяме ви един наистина забележителен апартамент – истински архитектурен шедьовър от най-висок клас, с три спални и югозападно изложение за максимална светлина през целия ден и спиращи дъха гледки към Витоша и града. Имотът предлага простор, светлина, престиж, прекрасна",https://www.bulgarianproperties.bg/imoti-golemi-apartamenti/imot-88411-golyam-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.803949
781 466€,Апартамент с панорамна гледка към Витоша в кв. Кръстова вада,"гр. София,кв. ""Кръстова вада""","(3 432€/м2)(6 712,41лв./м2)Площ: 227.70 м2Етаж: 13","Представяме ви изключителен четиристаен апартамент с Акт 16, разположен в модерна сграда с впечатляваща архитектура, висок клас строителство и пряк достъп до бул. „Черни връх“. Имотът предлага североизточно изложение и две просторни тераси, от които се откриват вълнуващи",https://www.bulgarianproperties.bg/imoti-chetiristayni-apartamenti/imot-88419-chetiristaen-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.806916
364 771€,Апартамент с Акт 16 и гледка към Витоша в кв. Кръстова Вада,"гр. София,кв. ""Кръстова вада""","(2 904€/м2)(5 679,72лв./м2)Площ: 125.61 м2Етаж: 5","Предлагаме за продажба просторен и светъл тристаен апартамент с Акт 16, разположен на пети етаж в модерна жилищна сграда с впечатляваща архитектура, висококачествено изпълнение и отлична локация с директен достъп до бул. „Черни връх“. С площ от 125,61 кв.м, този дом съчетава",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88404-tristaen-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.809813
385 175€,Просторен апартамент с две спални и гледка към Витоша в кв. Кръстова вада,"гр. София,кв. ""Кръстова вада""","(3 102€/м2)(6 066,98лв./м2)Площ: 124.17 м2Етаж: 8","Изключителен тристаен апартамент с Акт 16, част от елегантна и съвременна жилищна сграда, отличаваща се с модерна архитектура, висок стандарт на строителство и престижна локация – с директен достъп до бул. „Черни връх“. Този имот съчетава комфорт, стил и функционалност, като е",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88408-tristaen-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.812707
от192 617€,Нова жилищна сграда с предпочитана локация в кв. Стрелбище,"гр. София,кв. ""Стрелбище""","(2 213- 2 860€/м2)(4 328,25- 5 593,67лв./м2)Площ: 72.59 - 132.66 м2","Просторни и комфортни апартаменти с 1 или 2 спални в предпочитания столичен квартал Стрелбище, близо до бул. България, супермаркет Фантастико, удобни спирки на редовния градски транспорт, Южен парк и други градски удобства. Пусков срок - края на 2026 г.

В допълнение може за",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-85507-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:09.815942
