price_text,title,location,size_text,description,details_url,ref_no,agency_name,num_photos,total_offers,time,search_url,scraped_at
от216 300€,Бутиков жилищен комплекс в кв. Манастирски ливади-изток,"гр. София,кв. ""Манастирски ливади""","(2 500- 4 106€/м2)(4 889,58- 8 030,64лв./м2)Площ: 82.28 - 202.95 м2","Имаме удоволствието да представим за продажба функционални и просторни апартаменти, 2-ст., 3-ст., 4 стайни с модерни разпределения, съобразени с нуждите на съвременния дом. Бутиковият жилищен комплекс е разположен сред зеленина и тишина, съчетавайки удобства с уютна парковa",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-88614-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:00.435810
234 000€,Апартамент с една спалня в Green View Apartments - кв. Княжево,"гр. София,кв. ""Княжево""","(3 248€/м2)(6 352,04лв./м2)Площ: 72.05 м2Етаж: 2","Предлагаме за продажба просторен двустаен апартамент с площ 72.05 кв.м (чиста площ 59.44 кв.м + 12.61 кв.м общи части), разположен на втория етаж в елегантен нов комплекс с контролиран достъп в един от най-зелените и предпочитани райони на София – Княжево.

Апартаментът се",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88608-dvustaen-apartament-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:00.439038
198 900€,Ремонтиран тристаен апартамент с отлична локация в кв. Люлин 3,"гр. София,кв. ""Люлин 3""","(2 368€/м2)(4 631,13лв./м2)Площ: 84.00 м2Етаж: 1","Предлагаме за продажба просторен тристаен апартамент с площ 84 кв. м., разположен на първи етаж в осеметажна сграда с асансьор в квартал Люлин 3. Булевардите Околовръстен път, „Добринова скала”, „Царица Йоана” и „Панчо Владигеров” осигуряват лесна комуникация с множество точки в",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88240-tristaen-apartament-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:00.442067
490 000€,Пентхаус с панорамни тераси и зеленина в район Лозенец,"гр. София,кв. ""Лозенец""","(2 129€/м2)(4 163,15лв./м2)Площ: 230.20 м2Етаж: 6","Представяме ви луксозен пентхаус, разположен в район Лозенец, между Зоологическата градина и Борисова градина, близо до търговски център Paradise Center. Този изключителен имот предлага панорамни тераси, гарантиращи комфорт и изисканост.

Пентхаусът (230.20 кв.м.) се състои",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-84709-tristaen-apartament-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:00.445347
349 000€,Четиристаен апартамент в близост до парк „Врана“,"гр. София,кв. ""Дружба 2""","(2 792€/м2)(5 460,68лв./м2)Площ: 125.00 м2Етаж: 6","Предлагаме ви уникална възможност да придобиете четиристаен апартамент с площ 125 кв. м. в санирана сграда, само на няколко минути от парк „Врана“ и с удобен достъп до спирки на градски транспорт (автобуси 204, 304, 88 и тролей 4). Районът предлага отлична инфраструктура, с",https://www.bulgarianproperties.bg/imoti-chetiristayni-apartamenti/imot-87906-chetiristaen-apartament-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:00.448383
230 000€,Функционален етаж от къща с двор и гараж в кв. Суходол,"гр. София,кв. ""Суходол""","(1 811€/м2)(3 542,05лв./м2)Площ: 127.00 м2","Предлагаме на вашето внимание първи етаж от масивна тухлена къща със самостоятелен вход, обособен като отделен обект в нотариален акт. Имотът се намира в спокоен и зелeн район на кв. Суходол, с удобен достъп и отлична инфраструктура.

Етажът е с обща площ от 127 кв. м., с",https://www.bulgarianproperties.bg/imoti-etaji-ot-kashta/imot-87353-etaj-ot-kashta-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.658413
1 100 000€,Изискан многостаен апартамент до Народния театър,"гр. София,кв. ""Център""","(5 903€/м2)(11 545,01лв./м2)Площ: 186.35 м2Етаж: 2","Впечатляващо предложение от пазара за недвижими имоти – многостаен апартамент с високи тавани (3.20 м), заемащ цял етаж в престижна, аристократична сграда в сърцето на столицата, на емблематичната  ул. Г.С. Раковски, с възможност за паркиране във вътрешния двор. Истинско бижу,",https://www.bulgarianproperties.bg/imoti-golemi-apartamenti/imot-87390-golyam-apartament-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.661543
170 000€,Изцяло източен двустаен апартамент в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(1 954€/м2)(3 820,86лв./м2)Площ: 87.02 м2Етаж: 6","Представяме Ви двустаен апартамент в луксозния Лукс Билдинг 6 в престижния квартал Малинова долина. Апартаментът се намира на последния 6-ти етаж и е изцяло с източно изложение, което осигурява приятно утринно слънце и светлина през целия ден.

Жилището разполага с просторна",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88512-dvustaen-apartament-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.664648
от181 018€,Нова жилищна сграда с топ локация в кв. Дианабад,"гр. София,кв. ""Дианабад""","(2 920- 3 691€/м2)(5 711,02- 7 218,97лв./м2)Площ: 62.00 - 128.39 м2","Изберете своя дом с една, две или три спални в новото архитектурно бижу в сърцето на столичния квартал „Дианабад“ – модерна жилищна сграда в процес на строителство, успешно съчетаваща стил, удобства и топ локация до възловия столичен бул. Г. М. Димитров, с директен достъп до",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-88519-apartamenti-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.667942
от167 932€,219 DONDUKOV – премиум сграда в тих квартал на метри от идеалния център на София,"гр. София,кв. ""Хаджи Димитър""","(2 580- 3 000€/м2)(5 046,04- 5 867,49лв./м2)Площ: 65.09 - 148.19 м2","Съвършенство с визия за бъдещето, лукс, инженерна прецизност и устойчивост, на метри от символите на София!

219 DONDUKOV е проект, който променя представата и поставя началото на нова ера на градския живот. 

Този комплекс е повече от сграда – това е израз на инженерно",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-87777-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.671442
от131 189€,Нов жилищен проект в кв. Манастирски ливади-изток,"гр. София,кв. ""Манастирски ливади""","(2 050- 2 750€/м2)(4 009,45- 5 378,53лв./м2)Площ: 62.77 - 112.79 м2","Разгледайте нашето ново предложение за нов жилищен проект във фаза на предварителни продажби, като строителството ще започне през декември 2025 г. Имотът предлага съвременни удобства и висока енергийна ефективност, с предпочитана локация в столичния квартал Манастирски",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-87565-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.674806
от141 330€,Нов жилищен комплекс с Акт 14 в най-хубавата част на ж.к. Овча купел,"гр. София,кв. ""Овча купел""","(2 100- 2 242€/м2)(4 107,24- 4 384,97лв./м2)Площ: 67.30 - 139.37 м2","Тази сграда ще спечели сърцето ви с модерна архитектура, функционални разпределения и отлична локация. 

Дом с мисъл към семейството и хората, които не биха направили компромис.

Сградата е с получен Акт 14!
 
Комплексът се състои от две жилищни сгради с общо 23 апартамнта",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-84877-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.678337
от202 000€,"Жилищна сграда пред Акт 16 с панорамни гледки към Стара планина, Витоша и Люлин планина","гр. София,кв. ""Овча купел 2""","(1 991€/м2)(3 893,93лв./м2)Площ: 101.46 - 101.46 м2","Отлично жилище както за лично ползване така и за инвестиция.

През последните години кварталът значително се разви, като най-ярък пример е изграждането на няколко метростанции и нови булеварди, създавайки по този начин бърз и лесен достъп към централната зона и периферията на",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-85474-apartamenti-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.681591
229 000€,Луксозен двустаен апартамент в кв. Малинова Долина,"гр. София,кв. ""Малинова долина""","(3 635€/м2)(7 109,29лв./м2)Площ: 63.00 м2Етаж: 5","Представяме ви изключително стилен и функционален двустаен апартамент, разположен в сърцето на кв. Малинова долина – едно от най-предпочитаните места за модерен градски живот.

Жилището впечатлява с луксозно обзавеждане по индивидуален проект, което съчетава елегантен дизайн,",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88332-dvustaen-apartament-za-prodajba-v-sofiya.html,,Кирил Календерски,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.684750
от166 100€,Модерен жилищен проект в кв. Красна поляна 2,"гр. София,кв. ""Красна поляна 2""","(1 950- 2 150€/м2)(3 813,87- 4 205,03лв./м2)Площ: 77.26 - 101.28 м2","Имаме удоволствието да преставим на вашето внимание нов мащабен проект с просторни жилища с 2 спални в по-периферните, но населени квартали - район Красна поляна. Локацията предлага оптимална близост до новата метростанция Овча Купел, което улеснява придвижването до някои основни",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-77854-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.688011
от352 344€,Жилищен комплекс от две сгради с Акт 16 и престижна локация в кв. Бояна,"гр. София,кв. ""Бояна""","(2 160- 2 640€/м2)(4 224,59- 5 163,39лв./м2)Площ: 78.08 - 213.90 м2","Вие сте човек, който мечтае да живее в изискан дом, отговарящ на Вашите високи стандарти, държите на стила и вниманието към малките детайли? Изберете дом в нов, жилищен комплекс с апартаменти, офиси, гаражи и паркоместа в кв. Бояна, София. Сградите са разположение в",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-79770-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.691493
290 000€,Напълно обзаведен апартамент в престижния район Лозенец,"гр. София,кв. ""Лозенец""","(4 590€/м2)(8 977,38лв./м2)Площ: 63.18 м2Етаж: 2","Представяме на вашето внимание просторен и светъл двустаен апартамент с площ от 63 кв.м., разположен в един от най-престижните и комуникативни райони на София – Лозенец. Имотът се намира само на 180 метра от метростанция „Европейски съюз“ и Park Center, с бърз достъп до НДК, парк",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88306-dvustaen-apartament-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.694655
от110 000€,Последни апартаменти в комплекс от две сгради в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(2 777- 3 454€/м2)(5 431,34- 6 755,44лв./м2)Площ: 36.64 - 108.03 м2","Модерен жилищен комплекс, състоящ се от две сгради с четири входа върху имот с площ от над 5300 кв. м., от които голяма част ще останат озеленени. Отличава се с бърз и лесен достъп до центъра на града, летището и околовръстния път. Намира се до главния булевард Симеоновско шосе,",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-80305-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.698063
от73 000€,Нов жилищен комплекс в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(1 766- 2 290€/м2)(3 454- 4 478,85лв./м2)Площ: 31.88 - 105.15 м2","Качествено строителство, уединение и спокойствие на едно място! Имаме удоволствието да предложим за продажба нов жилищен комплекс в перспективен, развиващ се и предпочитан за живеене район – кв. Малинова долина, в близост до Ринг мол, до изграждащия се нов ритейл парк с търговски",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-86931-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.701428
162 000€,Двустаен апартамент до метростанция Константин Величков,"гр. София,кв. ""Разсадника""","(2 314€/м2)(4 526,35лв./м2)Площ: 70.00 м2Етаж: 3","Предлагаме за продажба нов двустаен апартамент с площ от 70 кв.м, разположен на 3-ти етаж в сграда с очакван Акт 16 до края на годината. Жилището се намира на пешеходно разстояние от метростанция „Константин Величков“ и е отличен избор за живеене или инвестиция.

Апартаментът",https://www.bulgarianproperties.bg/imoti-dvustayni-apartamenti/imot-88274-dvustaen-apartament-za-prodajba-v-sofiya.html,,Иван Каменов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.704482
при запитване,Жилища в луксозна бутикова сграда с Aкт 16 на входа на Борисовата градина,"гр. София,кв. ""Изток""",Площ: 96.91 - 314.22 м2,"Изключително предложение за покупка на изискан новопостроен семеен дом с престижна локация в предпочитания квартал Изток, на входа на Борисовата градина, до Парк Хотел Москва (100 м), световен търговски център Интерпред, метростанция Жолио Кюри (220 м), посолства, болнични",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-87396-apartamenti-za-prodajba-v-sofiya.html,,инж. Даниела Тотева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.707143
от450 000€,Иновативен жилищен комплекс с Акт 16 в кв. Малинова долина,"гр. София,кв. ""Малинова долина""","(2 416€/м2)(4 724,73лв./м2)Площ: 186.28 - 186.28 м2","Имаме удоволствието да представим за продажба жилищен комплекс с получен Акт 16, с два входа, включващ едностайни, двустайни и тристайни апартаменти, както и жилища на партерния етаж с индивидуални дворчета, разположени в един от най-перспективните и бързоразвиващи се квартали на",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-80864-apartamenti-za-prodajba-v-sofiya.html,,Магдалена Тошева,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.710312
639 000€,Просторен мезонет с 3 спални в бутикова сграда до Paradise Center и Южен парк,"гр. София,кв. ""Кръстова вада""","(3 399€/м2)(6 647,74лв./м2)Площ: 188.00 м2Етаж: 5","Представяме ви отлична възможност за семеен дом - мезонет с 3 спални в новострояща се бутикова сграда, разположена в престижния столичен квартал Кръстова вада – само на няколко минути от метростанция „Витоша“, Paradise Center и Южен парк.

Локация с всички предимства на",https://www.bulgarianproperties.bg/imoti-golemi-apartamenti/imot-87779-golyam-apartament-za-prodajba-v-sofiya.html,,Магдалена Цоклинова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.713564
от135 085€,Новострояща се жилищна сграда в Люлин 6,"гр. София,кв. ""Люлин 6""","(1 600- 1 750€/м2)(3 129,33- 3 422,70лв./м2)Площ: 81.87 - 125.19 м2","Предлагаме на вашето внимание апартаменти ново строителство за продажба в нов жилищен комплекс с комуникативна локация в Люлин 6 в София.

Качествен проект с огромен потенциал в развит и търсен столичен район.

Апартаментът се предлага със степен на завършеност:
• стени на",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-85197-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.716946
225 000€,Просторен тристаен апартамент в кв. „Красна поляна 1“,"гр. София,кв. ""Красна поляна 1""","(2 344€/м2)(4 583,98лв./м2)Площ: 96.00 м2Етаж: 5","Имаме удоволствието да ви представим голям тристаен апартамент, разположен в един от утвърдените столични квартали – „Красна поляна 1“. Районът е с напълно изградена инфраструктура и предлага удобен достъп до учебни заведения, магазини, супермаркети, спирки на градски транспорт,",https://www.bulgarianproperties.bg/imoti-tristayni-apartamenti/imot-88133-tristaen-apartament-za-prodajba-v-sofiya.html,,Иван Каменов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.720006
225 000€,Обзаведен четиристаен апартамент в кв. Красна поляна 1,"гр. София,кв. ""Красна поляна 1""","(2 344€/м2)(4 583,98лв./м2)Площ: 96.00 м2Етаж: 5","Имаме удоволствието да ви представим просторен четиристаен апартамент, разположен в „Красна поляна 1“. Районът е с напълно изградена инфраструктура и предлага удобен достъп до учебни заведения, магазини, супермаркети, спирки на градски транспорт, както и до зелени площи, сред",https://www.bulgarianproperties.bg/imoti-chetiristayni-apartamenti/imot-88143-chetiristaen-apartament-za-prodajba-v-sofiya.html,,Иван Каменов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.723077
от221 676€,Затворен комплекс пред Акт 16 в Манастирски ливади - изток,"гр. София,кв. ""Манастирски ливади""","(3 000- 3 360€/м2)(5 867,49- 6 571,59лв./м2)Площ: 65.97 - 194.18 м2","Усещане за живот в хармония, за дом, който отразява теб и същността ти.

 Твоят дом прегръдка от емоции.

Изберете дом в комплекс от затворен тип с комуникативна локация и отлични вътрешни разпределения. Комплексът се намира в един от най–бързоразвиващите се квартали на гр.",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-79584-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.726612
от173 377€,Жилища в нова сграда в кв. Люлин 5,"гр. София,кв. ""Люлин 5""","(1 450- 1 680€/м2)(2 835,95- 3 285,79лв./м2)Площ: 112.27 - 150.22 м2","Изберете нов дом построен и съобразен с най-съвременните и добри интериорни и функционални решения в света на строителството.

В близост до сградата са разположени детски учебни заведения, плувен басейн, различни големи и квартални супермаркети, както и няколко спирки на",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-82082-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.730009
от240 000€,Апартаменти и паркоместа до Парадайс Център в кв. Кръстова вада,"гр. София,кв. ""Кръстова вада""","(3 370- 4 331€/м2)(6 591,15- 8 470,70лв./м2)Площ: 55.41 - 118.69 м2","Нова жилищна сграда със стилен дизайн и внимание към детайла, разположена в предпочитания столичен квартал Кръстова вада, в непосредствена близост до Южен парк и Парадайс център. Районът се характеризира с успешно съчетание от спокойна жилищна среда в близост до планината, с",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-86929-apartamenti-za-prodajba-v-sofiya.html,,Иванка Стойкова,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.733441
от430 000€,Новострояща се сграда в кв. Стрелбище,"гр. София,кв. ""Стрелбище""","(3 420- 3 705€/м2)(6 688,94- 7 246,35лв./м2)Площ: 118.35 - 140.35 м2","Отличен семеен дом, висок клас строителство с удобен достъп до метростанция „бул. България“ и Южен парк!

Нов дом с перфектна локация в един от предпочитаните, южни квартали на столицата. Сградата е разположена както до големи, основни булеварди, така и до парк, детски градини",https://www.bulgarianproperties.bg/imoti-apartamenti/imot-82875-apartamenti-za-prodajba-v-sofiya.html,,Николай Попов,2,0,,https://www.bulgarianproperties.bg/Search/index.php?stown_text1769199733=%E3%F0.+%D1%EE%F4%E8%FF&squarter_text1769199733=&stip_text1769199733=&minarea=&maxprice=&skeyword=&sadx=1&sady=&spredlog=innear&scntr=1&from_search_form=normal&c=%D2%DA%D0%D1%C8&stown=4732&stip%5B%5D=10,2026-02-01T06:14:03.736868
