price_text,title,location,details_text,description,details_url,ref_no,offer_type,agency_name,num_photos,total_offers,price_per_m2,search_url,scraped_at
900 €,Двустаен апартамент,"гр. София / кв. Кръстова вада / Софийска област, България",Площ:80 м²Спални:1Етаж:3Етажност на сградата:5,,https://www.suprimmo.bg/imot-82813-dvustaen-apartament-pod-naem-v-zatvoren-komleks/,SOF102628,наем,Suprimmo,3,366,11.25,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.188142
1 600 €,Тристаен апартамент,"гр. София / кв. Манастирски ливади - Запад / Софийска област, България",Площ:122 м²Спални:2Етаж:4Етажност на сградата:10,,https://www.suprimmo.bg/imot-131731-iziskan-i-moderen-tristaen-apartament-v-luksozna-sgrada-pulse-tower/,SOF-131731,продава,Suprimmo,3,366,13.11,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.189158
10 000 €,Тристаен апартамент,"гр. София / кв. Център / Софийска област, България",Площ:260 м²Спални:2Етаж:21Етажност на сградата:22,,https://www.suprimmo.bg/imot-104721-panoramen-tristaen-apartament-v-prestijnata-sgrada-milenium-tsentar/,SOF-104721,продава,Suprimmo,3,366,38.46,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.190138
450 €,Двустаен апартамент,"гр. София / кв. Хиподрума / Софийска област, България",Площ:54.31 м²Спални:1Етаж:3Етажност на сградата:8,,https://www.suprimmo.bg/imot-36493-napalno-obzaveden-dvustaen-apartament-v-kv-hipodruma/,Kbs 36493,продава,Suprimmo,3,366,8.29,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.191064
1 800 €,Четиристаен апартамент,"гр. София / кв. Малинова долина / Софийска област, България",Площ:160 м²Спални:3Етаж:4Етажност на сградата:7,,https://www.suprimmo.bg/imot-63398-svetal-apartament-s-podzemno-parkomyasto-v-polite-na-vitosha/,SOF-63398,продава,Suprimmo,3,366,11.25,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.192028
1 650 €,Тристаен апартамент,"гр. София / кв. Център / Софийска област, България",Площ:156 м²Спални:2Етаж:5Етажност на сградата:6,,https://www.suprimmo.bg/imot-133548-tristaen-apartament-s-parkomyasto-do-metrostantsiya-sv-patriarh-evtimiy/,SOF-133548,продава,Suprimmo,3,366,10.58,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.192981
2 000 €,Двустаен апартамент,"гр. София / кв. Манастирски ливади - Запад / Софийска област, България",Площ:182.13 м²Спални:1Етаж:1Етажност на сградата:6,,https://www.suprimmo.bg/imot-95307-dizaynerski-apartament-pod-naem-na-2-niva-s-garaj-v-zatvoren-kompleks-do-bulbalgariya/,SOF 95307,наем,Suprimmo,3,366,10.98,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.193932
1 400 €,Тристаен апартамент,"гр. София / кв. Манастирски ливади - Изток / Софийска област, България",Площ:114.13 м²Спални:2Етаж:3Етажност на сградата:6,,https://www.suprimmo.bg/imot-125367-stilen-tristaen-apartament-pod-naem-v-predpochitan-kompleks-v-kv-manastirski-livadi/,Kbs 125367,наем,Suprimmo,3,366,12.27,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.194889
1 500 €,Четиристаен апартамент,"гр. София / кв. Изток / Софийска област, България",Площ:130 м²Спални:3Етаж:1Етажност на сградата:3,,https://www.suprimmo.bg/imot-130536-chetiristaen-apartament-etaj-ot-kashta-v-kviztok-s-hubava-terasa-i-garaj/,SOF 130536,продава,Suprimmo,3,366,11.54,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.195833
1 900 €,Тристаен апартамент,"гр. София / кв. Дианабад / Софийска област, България",Площ:122 м²Спални:2Етаж:11Етажност на сградата:13,,https://www.suprimmo.bg/imot-113455-vazhititelen-dizaynerski-apartament-s-otlichna-lokatsiya-pod-naem-v-kv-dianabad/,Kbs 113455,наем,Suprimmo,3,366,15.57,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.196870
1 430 €,Тристаен апартамент,"гр. София / кв. Кръстова вада / Софийска област, България",Площ:80 м²Спални:2Етаж:5Етажност на сградата:6,,https://www.suprimmo.bg/imot-122146-nov-moderen-tristaen-apartament-pod-naem-do-paradise-mall/,SOF-122146,наем,Suprimmo,3,366,17.88,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.197812
770 €,Двустаен апартамент,"гр. София / кв. Лозенец / Софийска област, България",Площ:67 м²Спални:1Етаж:2Етажност на сградата:7,,https://www.suprimmo.bg/imot-75140-stilen-dvustaen-apartament-pod-naem-na-top-lokatsiya-v-kv-lozenets/,Kbs 75140,наем,Suprimmo,3,366,11.49,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.198831
750 €,Двустаен апартамент,"гр. София / кв. Лозенец / Софийска област, България",Площ:71 м²Спални:1Етаж:2Етажност на сградата:5,,https://www.suprimmo.bg/imot-118991-stilen-dvustaen-apartament-s-podzemno-parkomyasto-v-lozenets/,Sof 118991,продава,Suprimmo,3,366,10.56,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.199801
1 600 €,Тристаен апартамент,"гр. София / кв. Кръстова вада / Софийска област, България",Площ:110 м²Спални:2Етаж:5Етажност на сградата:6,,https://www.suprimmo.bg/imot-118300-nov-moderen-tristaen-apartament-pod-naem-do-paradise-mall/,SOF-118300,наем,Suprimmo,3,366,14.55,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.200732
2 500 €,Многостаен апартамент,"гр. София / кв. Стрелбище / Софийска област, България",Площ:301 м²Спални:3Етаж:7,,https://www.suprimmo.bg/imot-41508-luksozen-dizaynerski-mnogostaen-apartament-pod-naem-do-bul-balgariya/,Sfa 1275,наем,Suprimmo,3,366,8.31,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.201629
700 €,Тристаен апартамент,"гр. София / кв. Карпузица / Софийска област, България",Площ:98 м²Спални:2Етаж:4Етажност на сградата:7,,https://www.suprimmo.bg/imot-137532-svetal-tristaen-apartament-pod-naem-v-kv-karpuzitsa/,SOF 137532,наем,Suprimmo,3,366,7.14,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.202547
500 €,Едностаен апартамент,"гр. София / кв. Зона Б-5 / Софийска област, България",Площ:40 м²Етаж:4Етажност на сградата:6,,https://www.suprimmo.bg/imot-137549-ednostaen-apartament-pod-naem-do-park-vazrajdane-i-metro-opalchenska/,SOF-137549,наем,Suprimmo,3,366,12.5,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.203462
900 €,Двустаен апартамент,"гр. София / кв. Симеоново / Софийска област, България",Площ:81 м²Спални:1Етаж:1Етажност на сградата:3,,https://www.suprimmo.bg/imot-137555-luksozen-apartament-s-dvor-i-gledka-kam-vitosha-v-moreni-club-residence/,SOF-137555,продава,Suprimmo,3,366,11.11,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.204429
1 200 €,Четиристаен апартамент,"гр. София / кв. м-т Гърдова глава / Софийска област, България",Площ:185 м²Спални:3Етаж:2Етажност на сградата:4,,https://www.suprimmo.bg/imot-137492-mnogostaen-imot--etaj-ot-kashta-s-garaj-pod-naem-v-tih-i-zelen-rayon-na-kv-boyana/,STO-137492,наем,Suprimmo,3,366,6.49,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.205338
2 500 €,Офис,"гр. София / кв. Център / Софийска област, България",Площ:300 м²Спални:3Етаж:5Етажност на сградата:5,,https://www.suprimmo.bg/imot-137504-vpechatlyavasht-ofis-pod-naem-v-sartseto-na-grsofiya/,SOF 137504,наем,Suprimmo,3,366,8.33,https://www.suprimmo.bg/naem/bulgaria/oblast-sofiya/sofiya-imoti/po-tip-apartamenti/,2026-02-02T06:22:36.206238
