title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
"продава Двустаен апартамент, 65 м2",196511,EUR,продава,двустаен,София,Хиподрума,"Агенция Имотен Център България , има удоволствието да ви представи двустаен апартамент в сграда с акт 16 от 2009г. в Хиподрума на границата с Бели Брези!!В сградата продаваме и...",,Имотен център България 2021,,https://www.imoti.net/bg/obiava/prodava/sofia/hipodruma/dvustaen/6016806/?sid=gzSTlT&page=1,6.0,2025-01-08 09:37:10.176328,imoti.net,Етаж: 4 от 5,Цена на /м2/:3 023EUR,, 65 м2
"продава Тристаен апартамент, 95 м2",288000,EUR,продава,тристаен,София,Стрелбище,"Galerie Real Estates, представя светъл и просторен апартамент в непосредствена близост до Южен парк.Жилището е след основен ремонт и е напълно обзаведено и оборудвано с всичко...",,Galerie Real Estates,,https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/tristaen/5858383/?sid=gzSTlT&page=1,5.0,2025-01-08 09:37:10.176828,imoti.net,Етаж: 1 от 8,Цена на /м2/:3 032EUR,, 95 м2
"продава Тристаен апартамент, 96 м2",293318,EUR,продава,тристаен,София,Хиподрума,"Агенция Имотен Център България , има удоволствието да ви представи двустаен апартамент в сграда с акт 16 от 2009г. в Хиподрума на границата с Бели брези !!Чиста площ -...",,Имотен център България 2021,,https://www.imoti.net/bg/obiava/prodava/sofia/hipodruma/tristaen/6016809/?sid=gzSTlT&page=1,6.0,2025-01-08 09:37:10.177310,imoti.net,Етаж: 4 от 5,Цена на /м2/:3 055EUR,, 96 м2
"продава Двустаен апартамент, 80 м2",299000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент със застроена площ от 67,41 кв.м. Състои се от входно антре, хол с кухненски бокс, спалня, баня с тоалетна и тераса тераса. Апартаментът се предлага напълно обзаведен и готов за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/5983588/?sid=gzSTlT&page=1,15.0,2025-01-08 09:37:10.177744,imoti.net,Етаж: 2 от 7,Цена на /м2/:3 738EUR,, 80 м2
"продава Четиристаен апартамент, 223 м2",790000,EUR,продава,четиристаен,София,Стрелбище,"Фърст естейтс има удоволствието да Ви представи напълно ексклузивно този невероятен апартамент на ул. Нишава, само на метри от Южния парк. Жилището се откроява с просторния си хол, който ще направи...",,First Estates,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/chetiristaen/6012380/?sid=gzSTlT&page=1,16.0,2025-01-08 09:37:10.178234,imoti.net,Етаж: 3 от 7,Цена на /м2/:3 543EUR,, 223 м2
"продава Двустаен апартамент, 46 м2",120000,EUR,продава,двустаен,София,Дианабад,Глобал Сервисиз продава гарсониера в Дианабад на улица Апостол Карамитев.Апартаментът е обзаведен с ЧП площ 46 кв. м по нотариален акт.Имотът е преустроен и е със следното...,,Глобъл Сървисиз,,https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/dvustaen/5999511/?sid=gzSTlT&page=1,17.0,2025-01-08 09:37:10.178699,imoti.net,Етаж: 4,Цена на /м2/:2 609EUR,, 46 м2
"продава Двустаен апартамент, 67 м2",130000,EUR,продава,двустаен,София,Дианабад,"Агенция за недвижими имоти Пандора естейт продава ексклузивно.Реф. № 110163.Двустаен апартамент в кв. Дианабад, разположен в престижен район с отлични транспортни връзки....",,Пандора естейт,,https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/dvustaen/6014130/?sid=gzSTlT&page=1,5.0,2025-01-08 09:37:10.179191,imoti.net,Етаж: 7 от 8,Цена на /м2/:1 940EUR,, 67 м2
"продава Двустаен апартамент, 68 м2",130000,EUR,продава,двустаен,София,Стрелбище,Global Services продава двустаен панелен апартамент в кваратал Стрелбище.Намира се в близост до Фантастико и ул. Нишава.Районът е от най-добрите за живот в София. В близост до центъра...,,Глобъл Сървисиз,,https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/5982962/?sid=gzSTlT&page=1,7.0,2025-01-08 09:37:10.179661,imoti.net,Етаж: 6 от 8,Цена на /м2/:1 912EUR,, 68 м2
"продава Двустаен апартамент, 42 м2",133377,EUR,продава,двустаен,София,Стрелбище,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в imoti.net.Референтен номер: Sfa 85507Тел: 0882 817...",,BULGARIAN PROPERTIES,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/5957311/?sid=gzSTlT&page=1,17.0,2025-01-08 09:37:10.180143,imoti.net,Етаж: 1 от 8,Цена на /м2/:3 176EUR,, 42 м2
"продава Двустаен апартамент, 49 м2",135000,EUR,продава,двустаен,София,Дианабад,АГЕНЦИЯ 'ЕППИ' ПРОДАВА ЕКСКЛУЗИВНО ДВУСТАЙНО АТЕЛИЕ В ДИАНАБАД.Намира се в сграда тип ЕПК от 80 - те години в близост до супeрмаркет Т - Маркет.Представлява двустаен непреходен...,,ЕППИ - СДЕЛКИ С ИМОТИ,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/dvustaen/6016545/?sid=gzSTlT&page=1,5.0,2025-01-08 09:37:10.180617,imoti.net,Етаж: 16 от 20,Цена на /м2/:2 755EUR,, 49 м2
