title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
"продава Двустаен апартамент, 65 м2",196511,EUR,продава,двустаен,София,Хиподрума,"Агенция Имотен Център България , има удоволствието да ви представи двустаен апартамент в сграда с акт 16 от 2009г. в Хиподрума на границата с Бели Брези!!В сградата продаваме и...",,Имотен център България 2021,,https://www.imoti.net/bg/obiava/prodava/sofia/hipodruma/dvustaen/6016806/?sid=gzSTlT&page=1,6.0,2025-01-10 14:53:36.078339,imoti.net,Етаж: 4 от 5,Цена на /м2/:3 023EUR,, 65 м2
"продава Четиристаен апартамент, 133 м2",266000,EUR,продава,четиристаен,София,Хладилника,"Брокер София предлага за продажба нов апартамент до мол Парадайс!Нова сграда с Акт 16 от 2023г.Качествено, луксозно строителство.Възможност за закупуване на паркомясто в...",,Брокер София,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/chetiristaen/5973242/?sid=gzSTlT&page=1,6.0,2025-01-10 14:53:36.078865,imoti.net,Етаж: 5 от 6,Цена на /м2/:2 000EUR,, 133 м2
"продава Тристаен апартамент, 96 м2",293318,EUR,продава,тристаен,София,Хиподрума,"Агенция Имотен Център България , има удоволствието да ви представи двустаен апартамент в сграда с акт 16 от 2009г. в Хиподрума на границата с Бели брези !!Чиста площ -...",,Имотен център България 2021,,https://www.imoti.net/bg/obiava/prodava/sofia/hipodruma/tristaen/6016809/?sid=gzSTlT&page=1,6.0,2025-01-10 14:53:36.079373,imoti.net,Етаж: 4 от 5,Цена на /м2/:3 055EUR,, 96 м2
"продава Двустаен апартамент, 80 м2",299000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент със застроена площ от 67,41 кв.м. Състои се от входно антре, хол с кухненски бокс, спалня, баня с тоалетна и тераса тераса. Апартаментът се предлага напълно обзаведен и готов за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/5983588/?sid=gzSTlT&page=1,15.0,2025-01-10 14:53:36.079942,imoti.net,Етаж: 2 от 7,Цена на /м2/:3 738EUR,, 80 м2
"продава Четиристаен апартамент, 171 м2",770000,EUR,продава,четиристаен,София,Изток,Обзаведен четиристаен апартамент с премиум местоположение в затворен комплекс Fairplay кв. ИзтокBULGARIA SOTHEBY'S INTERNATIONAL REALTY има удоволствието да Ви предложи зашеметяващ...,,BULGARIA SOTHEBY'S INTERNATIONAL REALTY,,https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/chetiristaen/5907025/?sid=gzSTlT&page=1,11.0,2025-01-10 14:53:36.080500,imoti.net,Етаж: 2 от 7,Цена на /м2/:4 503EUR,, 171 м2
"продава Четиристаен апартамент, 223 м2",790000,EUR,продава,четиристаен,София,Стрелбище,"Фърст естейтс има удоволствието да Ви представи напълно ексклузивно този невероятен апартамент на ул. Нишава, само на метри от Южния парк. Жилището се откроява с просторния си хол, който ще направи...",,First Estates,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/chetiristaen/6012380/?sid=gzSTlT&page=1,16.0,2025-01-10 14:53:36.080990,imoti.net,Етаж: 3 от 7,Цена на /м2/:3 543EUR,, 223 м2
"продава Двустаен апартамент, 68 м2",130000,EUR,продава,двустаен,София,Стрелбище,Global Services продава двустаен панелен апартамент в кваратал Стрелбище.Намира се в близост до Фантастико и ул. Нишава.Районът е от най-добрите за живот в София. В близост до центъра...,,Глобъл Сървисиз,,https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/5982962/?sid=gzSTlT&page=1,7.0,2025-01-10 14:53:36.081467,imoti.net,Етаж: 6 от 8,Цена на /м2/:1 912EUR,, 68 м2
"продава Двустаен апартамент, 42 м2",133377,EUR,продава,двустаен,София,Стрелбище,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в imoti.net.Референтен номер: Sfa 85507Тел: 0882 817...",,BULGARIAN PROPERTIES,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/5957311/?sid=gzSTlT&page=1,17.0,2025-01-10 14:53:36.082088,imoti.net,Етаж: 1 от 8,Цена на /м2/:3 176EUR,, 42 м2
"продава Двустаен апартамент, 49 м2",135000,EUR,продава,двустаен,София,Дианабад,АГЕНЦИЯ 'ЕППИ' ПРОДАВА ЕКСКЛУЗИВНО ДВУСТАЙНО АТЕЛИЕ В ДИАНАБАД.Намира се в сграда тип ЕПК от 80 - те години в близост до супeрмаркет Т - Маркет.Представлява двустаен непреходен...,,ЕППИ - СДЕЛКИ С ИМОТИ,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/dvustaen/6016545/?sid=gzSTlT&page=1,5.0,2025-01-10 14:53:36.082584,imoti.net,Етаж: 16 от 20,Цена на /м2/:2 755EUR,, 49 м2
"продава Двустаен апартамент, 51 м2",135000,EUR,продава,двустаен,София,Дианабад,"Двустаен апартамент с функционално разпределение, много светлина и просторна тераса с площ 51,68 кв.м.  разкриваща панорамна гледка. Жилището е разположено на шести последен етаж, в малка бутикова...",,Явлена София,,https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/dvustaen/5670984/?sid=gzSTlT&page=1,5.0,2025-01-10 14:53:36.083114,imoti.net,Етаж: 6 от 6,Цена на /м2/:2 647EUR,, 51 м2
