title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
"продава Двустаен апартамент, 55 м2",93000,EUR,продава,двустаен,София,Оборище,"Агенция за недвижими имоти Калиста Естейт има огромното удоволствие да Ви представи двустаен апартамент в ж.к. Оборище.Обзавеждане: обзаведен, за ремонтЕтап на строителство:...",,Калиста Естейт,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5892992/?sid=h892j0&page=1,7.0,2025-01-06 18:02:10.428899,imoti.net,Етаж: 0 от 4,Цена на /м2/:1 691EUR,, 55 м2
"продава Четиристаен апартамент, 86 м2",129000,EUR,продава,четиристаен,София,Оборище,"Имоти Премиер предлага на Вашето внимание имот със статут на апартамент в кв. Оборище.Намира се на полусутерен в тухлена сграда. Състои се от 4 помещения, два санитарни възела и има...",,Имоти Премиер,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/chetiristaen/5885595/?sid=h892j0&page=1,2.0,2025-01-06 18:02:10.429464,imoti.net,Етаж: 0 от 5,Цена на /м2/:1 500EUR,, 86 м2
"продава Двустаен апартамент, 64 м2",140976,EUR,продава,двустаен,София,Оборище,"Титан Пропъртис има удоволствието да Ви представи двустайно жилище, в новострояща се малка бутикова сграда в кв. Оборище.Местоположението е изключително благоприятно, в близост са...",,Титан Пропъртис,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/6010717/?sid=h892j0&page=1,10.0,2025-01-06 18:02:10.429926,imoti.net,Етаж: 2 от 6,Цена на /м2/:2 203EUR,, 64 м2
"продава Двустаен апартамент, 64 м2",140976,EUR,продава,двустаен,София,Оборище,"Титан Пропъртис има удоволствието да Ви представи двустайно жилище, в новострояща се малка бутикова сграда в кв. Оборище.Местоположението е изключително благоприятно, в близост са...",,Титан Пропъртис,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5879021/?sid=h892j0&page=1,11.0,2025-01-06 18:02:10.430378,imoti.net,Етаж: 2 от 6,Цена на /м2/:2 203EUR,, 64 м2
"продава Двустаен апартамент, 68 м2",143000,EUR,продава,двустаен,София,Хладилника,"Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт, училища, магазини от всякакъв тип....",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003077/?sid=h892j0&page=1,1.0,2025-01-06 18:02:10.430828,imoti.net,Етаж: 2 от 8,Цена на /м2/:2 103EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",144000,EUR,продава,двустаен,София,Хладилника,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт,...",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003114/?sid=h892j0&page=1,1.0,2025-01-06 18:02:10.431288,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 118EUR,, 68 м2
"продава Тристаен апартамент, 69 м2",150000,EUR,продава,тристаен,София,Оборище,Представяме Ви етаж от къща в кв. Оборище!Имотът представлява жилище- втори жилищен етаж от къща с площ от 47 кв.м. разпределено както следва:- Антре- Кухня- Баня с...,,ANTRE,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6006102/?sid=h892j0&page=1,11.0,2025-01-06 18:02:10.431743,imoti.net,Етаж: 3 от 3,Цена на /м2/:2 174EUR,, 69 м2
"продава Двустаен апартамент, 74 м2",155000,EUR,продава,двустаен,София,Хладилника,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт,...",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003120/?sid=h892j0&page=1,1.0,2025-01-06 18:02:10.432201,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 095EUR,, 74 м2
"продава Двустаен апартамент, 66 м2",164450,EUR,продава,двустаен,София,Оборище,"БЕЗ КОМИСИОН ОТ КУПУВАЧА!!!ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев двустаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от...",,ИРИДА НЕДВИЖИМИ ИМОТИ,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5909418/?sid=h892j0&page=1,1.0,2025-01-06 18:02:10.432720,imoti.net,Етаж: 5 от 14,Цена на /м2/:2 492EUR,, 66 м2
"продава Двустаен апартамент, 57 м2",170000,EUR,продава,двустаен,София,Оборище,За първи път на пазара! Имотът е със сменени щрангове. На етаж 5 от 8 в сграда от 1974г. Намира се между ул. Лисец и ул. Оборище,,Естейт Фактори,,https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/oborishte/dvustaen/5998018/?sid=h892j0&page=1,4.0,2025-01-06 18:02:10.433171,imoti.net,Етаж: 5 от 8,Цена на /м2/:2 982EUR,, 57 м2
