title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
"продава Четиристаен апартамент, 133 м2",266000,EUR,продава,четиристаен,София,Хладилника,"Брокер София предлага за продажба нов апартамент до мол Парадайс!Нова сграда с Акт 16 от 2023г.Качествено, луксозно строителство.Възможност за закупуване на паркомясто в...",,Брокер София,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/chetiristaen/5973242/?sid=h892j0&page=1,6.0,2025-01-10 06:02:13.177410,imoti.net,Етаж: 5 от 6,Цена на /м2/:2 000EUR,, 133 м2
"продава Двустаен апартамент, 80 м2",299000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент със застроена площ от 67,41 кв.м. Състои се от входно антре, хол с кухненски бокс, спалня, баня с тоалетна и тераса тераса. Апартаментът се предлага напълно обзаведен и готов за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/5983588/?sid=h892j0&page=1,15.0,2025-01-10 06:02:13.177875,imoti.net,Етаж: 2 от 7,Цена на /м2/:3 738EUR,, 80 м2
"продава Четиристаен апартамент, 86 м2",129000,EUR,продава,четиристаен,София,Оборище,"Имоти Премиер предлага на Вашето внимание имот със статут на апартамент в кв. Оборище.Намира се на полусутерен в тухлена сграда. Състои се от 4 помещения, два санитарни възела и има...",,Имоти Премиер,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/chetiristaen/5885595/?sid=h892j0&page=1,2.0,2025-01-10 06:02:13.178390,imoti.net,Етаж: 0 от 5,Цена на /м2/:1 500EUR,, 86 м2
"продава Двустаен апартамент, 64 м2",140976,EUR,продава,двустаен,София,Оборище,"Титан Пропъртис има удоволствието да Ви представи двустайно жилище, в новострояща се малка бутикова сграда в кв. Оборище.Местоположението е изключително благоприятно, в близост са...",,Титан Пропъртис,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/6010717/?sid=h892j0&page=1,10.0,2025-01-10 06:02:13.178845,imoti.net,Етаж: 2 от 6,Цена на /м2/:2 203EUR,, 64 м2
"продава Двустаен апартамент, 64 м2",140976,EUR,продава,двустаен,София,Оборище,"Титан Пропъртис има удоволствието да Ви представи двустайно жилище, в новострояща се малка бутикова сграда в кв. Оборище.Местоположението е изключително благоприятно, в близост са...",,Титан Пропъртис,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5879021/?sid=h892j0&page=1,11.0,2025-01-10 06:02:13.179295,imoti.net,Етаж: 2 от 6,Цена на /м2/:2 203EUR,, 64 м2
"продава Двустаен апартамент, 68 м2",143000,EUR,продава,двустаен,София,Хладилника,"Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт, училища, магазини от всякакъв тип....",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003077/?sid=h892j0&page=1,1.0,2025-01-10 06:02:13.179749,imoti.net,Етаж: 2 от 8,Цена на /м2/:2 103EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",143000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 68 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004974/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.180196,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 103EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",144000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 68 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за хора,...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001714/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.180676,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 118EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",144000,EUR,продава,двустаен,София,Хладилника,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт,...",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003114/?sid=h892j0&page=1,1.0,2025-01-10 06:02:13.181145,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 118EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",146000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 68 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004966/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.181759,imoti.net,Етаж: 3 от 8,Цена на /м2/:2 147EUR,, 68 м2
"продава Двустаен апартамент, 68 м2",147000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 68 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001711/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.182225,imoti.net,Етаж: 3 от 31,Цена на /м2/:2 162EUR,, 68 м2
"продава Тристаен апартамент, 69 м2",150000,EUR,продава,тристаен,София,Оборище,Представяме Ви етаж от къща в кв. Оборище!Имотът представлява жилище- втори жилищен етаж от къща с площ от 47 кв.м. разпределено както следва:- Антре- Кухня- Баня с...,,ANTRE,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6006102/?sid=h892j0&page=1,11.0,2025-01-10 06:02:13.182687,imoti.net,Етаж: 3 от 3,Цена на /м2/:2 174EUR,, 69 м2
"продава Двустаен апартамент, 74 м2",155000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001712/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.183134,imoti.net,Етаж: 2 от 26,Цена на /м2/:2 095EUR,, 74 м2
"продава Двустаен апартамент, 74 м2",155000,EUR,продава,двустаен,София,Хладилника,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт,...",,ЕКС НВД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003120/?sid=h892j0&page=1,1.0,2025-01-10 06:02:13.183587,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 095EUR,, 74 м2
"продава Двустаен апартамент, 74 м2",156000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001713/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.184038,imoti.net,Етаж: 2 от 25,Цена на /м2/:2 108EUR,, 74 м2
"продава Двустаен апартамент, 67 м2",158000,EUR,продава,двустаен,София,Оборище,"Двустаен тухлен апартамент със застроена площ 54 кв.м. в затворен комплекс Teatrаlna Park Residence. Разпределение: дневна с кухненски бокс и трапезария, спалня, баня с тоалетна, склад и тераса....",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5949552/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.184479,imoti.net,Етаж: 8 от 14,Цена на /м2/:2 358EUR,, 67 м2
"продава Двустаен апартамент, 74 м2",159000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001709/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.184954,imoti.net,Етаж: 3 от 35,Цена на /м2/:2 149EUR,, 74 м2
"продава Двустаен апартамент, 74 м2",159000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001710/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.185407,imoti.net,Етаж: 3 от 34,Цена на /м2/:2 149EUR,, 74 м2
"продава Двустаен апартамент, 67 м2",159000,EUR,продава,двустаен,София,Оборище,"Двустаен тухлен апартамент със застроена площ 54 кв.м. в затворен комплекс Teatrаlna Park Residence. Разпределение: дневна с кухненски бокс и трапезария, спалня, баня с тоалетна, склад и тераса....",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/dvustaen/5942710/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.185846,imoti.net,Етаж: 6 от 14,Цена на /м2/:2 373EUR,, 67 м2
"продава Двустаен апартамент, 76 м2",159000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004972/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.186299,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 092EUR,, 76 м2
"продава Двустаен апартамент, 76 м2",159000,EUR,продава,двустаен,София,Хладилника,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,АДРЕС Недвижими имоти АД,,https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004973/?sid=h892j0&page=1,4.0,2025-01-10 06:02:13.186831,imoti.net,Етаж: 2 от 18,Цена на /м2/:2 092EUR,, 76 м2
