title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no,area
Продава 2-СТАЕН,258000,EUR,Продава,двустаен,град София,Докторски паметник,"74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11.0,2025-01-04 18:01:54.110892,imot.bg,,,1b161849537189258,
Продава 2-СТАЕН,258000,EUR,Продава,двустаен,град София,Докторски паметник,"74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11.0,2025-01-04 18:01:54.111651,imot.bg,,,1b161849537189258,
Продава 2-СТАЕН,245000,EUR,Продава,двустаен,град София,Изток,"72 кв.м, 1-ви ет. от 8, ТЕЦ, Тухла 2010 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме просторен, обзаведен двустаен апартамент за прода ..., тел.: 0884604192",0884604192,,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172969562943579&slink=bi18s2&f1=1,11.0,2025-01-04 18:01:54.111959,imot.bg,,,1b172969562943579,
Продава 2-СТАЕН,144999,EUR,Продава,двустаен,град София,Оборище,"62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bi18s2&f1=1,6.0,2025-01-04 18:01:54.112252,imot.bg,,,1b173461600031474,
Продава 2-СТАЕН,184999,EUR,Продава,двустаен,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589523979019&slink=bi18s2&f1=1,,2025-01-04 18:01:54.112567,imot.bg,,,1b173589523979019,
Продава 2-СТАЕН,184999,EUR,Продава,двустаен,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589508533972&slink=bi18s2&f1=1,,2025-01-04 18:01:54.112927,imot.bg,,,1b173589508533972,
Продава 2-СТАЕН,185000,EUR,Продава,двустаен,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173481985512814&slink=bi18s2&f1=1,12.0,2025-01-04 18:01:54.113247,imot.bg,,,1b173481985512814,
Продава 2-СТАЕН,185000,EUR,Продава,двустаен,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173486650863812&slink=bi18s2&f1=1,12.0,2025-01-04 18:01:54.113568,imot.bg,,,1b173486650863812,
Продава 2-СТАЕН,205000,EUR,Продава,двустаен,град София,Оборище,"76 кв.м, 2-ри ет. от 5, ТЕЦ, Тухла 2004 г., Локация: на 6 мин. от Президентството, ул. Цар Симеон и ул. Будапеща, дневна с к. бокс и трапезария  ..., тел.: 0887921557",0887921557,,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172785950689638&slink=bi18s2&f1=1,9.0,2025-01-04 18:01:54.113894,imot.bg,,,1b172785950689638,
Продава 2-СТАЕН,211488,EUR,Продава,двустаен,град София,Хладилника,"78 кв.м, 3-ти ет. от 5, Тухла 2024 г., Продажби директно от инвеститора, без комисиона за купувача! С Акт 16! Представеният апартамент 14 в ..., тел.: 0882330022",0882330022,,https://husestate.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166443216968170&slink=bi18s2&f1=1,16.0,2025-01-04 18:01:54.114249,imot.bg,,,1b166443216968170,
